state,election_date,jurisdiction,county_name,precinct_name,name,address,polling_location_type
AR,2012-11-06,county,,Precinct 3,ASU,  AR 0,polling_location
AR,2012-11-06,county,,Precinct 9,ASU,  AR 0,polling_location
AR,2012-11-06,county,,Precinct 5,Earl Bell Community Center,1212 S Church St Jonesboro AR 724005,polling_location
AR,2012-11-06,county,,30,Charles Strong Recreation Center - Luxora,620 West Canal Street Luxora AR 72358,polling_location
AR,2012-11-06,county,,29-1,Charles Strong Recreation Center - Luxora,620 West Canal Street Luxora AR 72358,polling_location
AR,2012-11-06,county,,29-2,Charles Strong Recreation Center - Luxora,620 West Canal Street Luxora AR 72358,polling_location
AR,2012-11-06,county,,29-3,Charles Strong Recreation Center - Luxora,620 West Canal Street Luxora AR 72358,polling_location
AR,2012-11-06,county,,30A,Charles Strong Recreation Center - Luxora,620 West Canal Street Luxora AR 72358,polling_location
AR,2012-11-06,county,,Precinct 6,Allen Park,  AR 0,polling_location
AR,2012-11-06,county,,Precinct 8,Allen Park,  AR 0,polling_location
AR,2012-11-06,county,,Eagle Lake,Eagle Lake Baptist Church,1116 Bradley 2 East Hermitage AR 71647,polling_location
AR,2012-11-06,county,,Precinct 11,Black Oak City Hall,205 South Main Street Black Oak AR 72414,polling_location
AR,2012-11-06,county,,Shady Grove,Shady Grove Fire Station,113 Polk 49 Mena AR 71953,polling_location
AR,2012-11-06,county,,01 Alma 1,Alma Public Library,624 Fayetteville Avenue Alma AR 729205,polling_location
AR,2012-11-06,county,,Mineral,De Queen-Mena Educational Co-op Conference Center,  AR 0,polling_location
AR,2012-11-06,county,,02 Alma 2,Concord Baptist Church,6105 Alma Highway Van Buren AR 72956,polling_location
AR,2012-11-06,county,,03 Alma 3,Fire Station,Rudy Road & Collumn Lane Alma AR 729205,polling_location
AR,2012-11-06,county,,04 Bidville,Bidville Community Center,20601 Bidville Rd Winslow AR 72956,polling_location
AR,2012-11-06,county,,05 Cedar Creek,88 Church,11561 Old 88 Road Rudy AR 72952,polling_location
AR,2012-11-06,county,,06 Cedarville,Cedarville Library,737 Pirates Way Cedarville AR 72932,polling_location
AR,2012-11-06,county,,Bayliss,Augsburg Zion Lutheran Church,93 Augsburg Rd London AR 72847,polling_location
AR,2012-11-06,county,,07 Chester,Chester Community Building, Chester AR 72934,polling_location
AR,2012-11-06,county,,08 Cove City,Shamrock Church,15044 Highway 220 Chester AR 72934,polling_location
AR,2012-11-06,county,,12,Success City Hall,404 Polk St Success AR 72470,polling_location
AR,2012-11-06,county,,Blue Mtn City,Magazine Community Center,36 North State Highway 1009 Magazine AR 72943,polling_location
AR,2012-11-06,county,,Blue Mtn Rural,Magazine Community Center,36 North State Highway 1009 Magazine AR 72943,polling_location
AR,2012-11-06,county,,Reveille City,Magazine Community Center,36 North State Highway 1009 Magazine AR 72943,polling_location
AR,2012-11-06,county,,Reveille Rural,Magazine Community Center,36 North State Highway 1009 Magazine AR 72943,polling_location
AR,2012-11-06,county,,09 Dean Springs,Dean Springs Fire Station,3602 Dean Springs Road Alma AR 729205,polling_location
AR,2012-11-06,county,,Mt. Vernon,Mt. Vernon City Hall,3 Garland Springs Rd Mt Vernon AR 0,polling_location
AR,2012-11-06,county,,So Mountain,Mt. Vernon City Hall,3 Garland Springs Rd Mt Vernon AR 0,polling_location
AR,2012-11-06,county,,10 Dora,Dora Assembly of God,4619 Dora Road Van Buren AR 72956,polling_location
AR,2012-11-06,county,,Fenter C,Francis Hall-Henson-Benson Foundation,22560 Hwy 67 Malvern AR 72104,polling_location
AR,2012-11-06,county,,Ellsworth,Midway Rural Fire Station,14613 North St. Hwy 109 Subiaco AR 72865,polling_location
AR,2012-11-06,county,,Dolph,PINEVILLE FIRE STATION,964 AR 223 Highway Arkansas 223 Pineville AR 72566,polling_location
AR,2012-11-06,county,,Pineville City,PINEVILLE FIRE STATION,964 AR 223 Highway Arkansas 223 Pineville AR 72566,polling_location
AR,2012-11-06,county,,Pineville Rural,PINEVILLE FIRE STATION,964 AR 223 Highway Arkansas 223 Pineville AR 72566,polling_location
AR,2012-11-06,county,,Knob Creek,OZARKA COLLEGE  COLLEGE DR,218 College Drive Melbourne AR 72556,polling_location
AR,2012-11-06,county,,Lacrosse,OZARKA COLLEGE  COLLEGE DR,218 College Drive Melbourne AR 72556,polling_location
AR,2012-11-06,county,,Larkin,OZARKA COLLEGE  COLLEGE DR,218 College Drive Melbourne AR 72556,polling_location
AR,2012-11-06,county,,Mebourne Ward 2,OZARKA COLLEGE  COLLEGE DR,218 College Drive Melbourne AR 72556,polling_location
AR,2012-11-06,county,,Mebourne Ward 3,OZARKA COLLEGE  COLLEGE DR,218 College Drive Melbourne AR 72556,polling_location
AR,2012-11-06,county,,Mebourne Ward 4,OZARKA COLLEGE  COLLEGE DR,218 College Drive Melbourne AR 72556,polling_location
AR,2012-11-06,county,,Melbourne Rural,OZARKA COLLEGE  COLLEGE DR,218 College Drive Melbourne AR 72556,polling_location
AR,2012-11-06,county,,Melbourne Ward 1,OZARKA COLLEGE  COLLEGE DR,218 College Drive Melbourne AR 72556,polling_location
AR,2012-11-06,county,,Center,Farmington Baptist Church,  AR 0,polling_location
AR,2012-11-06,county,,Center-2,Farmington Baptist Church,  AR 0,polling_location
AR,2012-11-06,county,,Wheatley,Wheatley Civic,211 8th St Wheatley AR 0,polling_location
AR,2012-11-06,county,,Wheatley,Wheatley Civic,211 8th St Wheatley AR 0,polling_location
AR,2012-11-06,county,,Wideman,OXFORD CITY HALL,Hall Road Oxford AR 72565  AR 0,polling_location
AR,2012-11-06,county,,36 Vine Prairie,Vine Prairie Baptist Church,2128 Highway 64 West Mulberry AR 72947,polling_location
AR,2012-11-06,county,,Oxford City,OXFORD CITY HALL,Hall Road Oxford AR 72565,polling_location
AR,2012-11-06,county,,Oxford Rural,OXFORD CITY HALL,Hall Road Oxford AR 72565,polling_location
AR,2012-11-06,county,,Davidson,Liberty Hill Church,177 Ridge Rd Hardy AR 0,polling_location
AR,2012-11-06,county,,Franklin City,OLD FRANKLIN CITY HALL,  AR 0,polling_location
AR,2012-11-06,county,,Franklin Rural,OLD FRANKLIN CITY HALL,  AR 0,polling_location
AR,2012-11-06,county,,Myron,OLD FRANKLIN CITY HALL,  AR 0,polling_location
AR,2012-11-06,county,,Wiseman,OLD FRANKLIN CITY HALL,  AR 0,polling_location
AR,2012-11-06,county,,Gid,REEVE'S CEMETERY,BLDG BETWEEN GUION AND SAGE  AR 0,polling_location
AR,2012-11-06,county,,Big Spring,MOUNT PLEASANT COMMUNITY BLDG,808 Guon 5040 Mt. Pleasant AR 0,polling_location
AR,2012-11-06,county,,Lafferty,MOUNT PLEASANT COMMUNITY BLDG,808 Guon 5040 Mt. Pleasant AR 0,polling_location
AR,2012-11-06,county,,Mt. Pleasant City,MOUNT PLEASANT COMMUNITY BLDG,808 Guon 5040 Mt. Pleasant AR 0,polling_location
AR,2012-11-06,county,,Mt. Pleasant Rural,MOUNT PLEASANT COMMUNITY BLDG,808 Guon 5040 Mt. Pleasant AR 0,polling_location
AR,2012-11-06,county,,Hsb Rural,"HORSESHOE BEND, ST MARY OF THE MOUNT CHURCH ST",1002 First Street Horsehoe Bend AR 72512,polling_location
AR,2012-11-06,county,,Hsb Ward 1,"HORSESHOE BEND, ST MARY OF THE MOUNT CHURCH ST",1002 First Street Horsehoe Bend AR 72512,polling_location
AR,2012-11-06,county,,Hsb Ward 2,"HORSESHOE BEND, ST MARY OF THE MOUNT CHURCH ST",1002 First Street Horsehoe Bend AR 72512,polling_location
AR,2012-11-06,county,,Hsb Ward 3,"HORSESHOE BEND, ST MARY OF THE MOUNT CHURCH ST",1002 First Street Horsehoe Bend AR 72512,polling_location
AR,2012-11-06,county,,Hsb Ward 4,"HORSESHOE BEND, ST MARY OF THE MOUNT CHURCH ST",1002 First Street Horsehoe Bend AR 72512,polling_location
AR,2012-11-06,county,,Ruddell Rural,West Baptist Church,153 East Baker Street Batesville AR 725005,polling_location
AR,2012-11-06,county,,Ruddell Ward 3,West Baptist Church,153 East Baker Street Batesville AR 725005,polling_location
AR,2012-11-06,county,,River,Prattsville City Hall,  AR 0,polling_location
AR,2012-11-06,county,,37 Whitley,Sheriff's Youth Ranch,7401 Youth Ranch Road Mulberry AR 72947,polling_location
AR,2012-11-06,county,,38 Winfrey,Winfrey Valley Church,White Rock Mountain Road Winslow AR 72956,polling_location
AR,2012-11-06,county,,39 Vb 1-3,Rena Road Church of Christ,100 Rena Road Van Buren AR 72956,polling_location
AR,2012-11-06,county,,40 Alma 4,Alma Administration Building,916 Highway 64 East Alma AR 729205,polling_location
AR,2012-11-06,county,,9-2F,Greenwood Church of the Nazarene,800 Excelsior Road Greenwood AR 72936,polling_location
AR,2012-11-06,county,,9-2H,Greenwood Church of the Nazarene,800 Excelsior Road Greenwood AR 72936,polling_location
AR,2012-11-06,county,,9-2J,Greenwood Church of the Nazarene,800 Excelsior Road Greenwood AR 72936,polling_location
AR,2012-11-06,county,,9-4J,Greenwood Church of the Nazarene,800 Excelsior Road Greenwood AR 72936,polling_location
AR,2012-11-06,county,,9-4K,Greenwood Church of the Nazarene,800 Excelsior Road Greenwood AR 72936,polling_location
AR,2012-11-06,county,,41 Eagle Crest,Fire Station #4,Edwards Road Alma AR 729205,polling_location
AR,2012-11-06,county,,20-Silver Lake,Pendleton Gin,5906 Highway 1 West Dumas AR 71639,polling_location
AR,2012-11-06,county,,42 Figure Five,Shady Grove Baptist Church,416 Highway 348 Van Buren AR 72956,polling_location
AR,2012-11-06,county,,Cave,Community Center Cave City,120 E Center St Cave City AR 0,polling_location
AR,2012-11-06,county,,43 Vb 4-1,Hope Creek Retirement Center,2502 Fayetteville Road Van Buren AR 72956,polling_location
AR,2012-11-06,county,,Ward 1 Precinct 2,Richland School,1011 West Barton Ave West Memphis AR 723005,polling_location
AR,2012-11-06,county,,Mcb,West Memphis High School,501 West Broadway West Memphis AR 723005,polling_location
AR,2012-11-06,county,,Proctor,West Memphis High School,501 West Broadway West Memphis AR 723005,polling_location
AR,2012-11-06,county,,Ward 1 Precinct 3,West Memphis High School,501 West Broadway West Memphis AR 723005,polling_location
AR,2012-11-06,county,,Ward 1 Precinct 4,West Memphis High School,501 West Broadway West Memphis AR 723005,polling_location
AR,2012-11-06,county,,22,Levy Church of Christ,5124 Camp Robinson Rd. N. Little Rock AR 72118,polling_location
AR,2012-11-06,county,,Ward 2 Precinct 1,Eugene Woods Civic Center,212 West Polk West Memphis AR 0,polling_location
AR,2012-11-06,county,,Ward 2 Precinct 2,Eugene Woods Civic Center,212 West Polk West Memphis AR 0,polling_location
AR,2012-11-06,county,,Ward 2 Precinct 3,Neighborhood Center,  AR 0,polling_location
AR,2012-11-06,county,,Washington,Bethesda Fire Station,35 Earnheart Road Batesville AR 725005,polling_location
AR,2012-11-06,county,,Johnson City,Johnson City Hall,2904 Main Dr Fayetteville AR 0,polling_location
AR,2012-11-06,county,,Johnson City-S,Johnson City Hall,2904 Main Dr Fayetteville AR 0,polling_location
AR,2012-11-06,county,,Johnson Twp,Johnson City Hall,2904 Main Dr Fayetteville AR 0,polling_location
AR,2012-11-06,county,,Johnson Twp-H,Johnson City Hall,2904 Main Dr Fayetteville AR 0,polling_location
AR,2012-11-06,county,,Caledonia,MT. UNION CHURCH,653 MT.UNION RD EL DORADO AR 0,polling_location
AR,2012-11-06,county,,Country Box 2,MT. UNION CHURCH,653 MT.UNION RD EL DORADO AR 0,polling_location
AR,2012-11-06,county,,Ward 3 Precinct 3,West Memphis High School,310 South Avalon West Memphis AR 723005,polling_location
AR,2012-11-06,county,,Moorefield W4,Calvary Baptist Church,1785 Lyon Street Batesville AR 725005,polling_location
AR,2012-11-06,county,,Ruddell Ward 4,Calvary Baptist Church,1785 Lyon Street Batesville AR 725005,polling_location
AR,2012-11-06,county,,Ruddell Ward 2,First United Methodist Church,615 East Main Street Batesville AR 725005,polling_location
AR,2012-11-06,county,,Ward 5 Precinct 1,Wonder Jr. High School,1405 East Madison Ave West Memphis AR 723005,polling_location
AR,2012-11-06,county,,Bismarck,Ouachita School,166 Schoolhouse Rd Donaldson AR 719405,polling_location
AR,2012-11-06,county,,Friendship City,Ouachita School,166 Schoolhouse Rd Donaldson AR 719405,polling_location
AR,2012-11-06,county,,Midway City,Ouachita School,166 Schoolhouse Rd Donaldson AR 719405,polling_location
AR,2012-11-06,county,,Rosie,Rosie Baptist Church,3079 Newport Road Rosi AR 725705,polling_location
AR,2012-11-06,county,,Moorefield W1,Ind. County Extension Service Bldg,1770 Myer Street Batesville AR 725005,polling_location
AR,2012-11-06,county,,Ruddell Ward 1,Ind. County Extension Service Bldg,1770 Myer Street Batesville AR 725005,polling_location
AR,2012-11-06,county,,Tennessee,Leola City Hall,  AR 0,polling_location
AR,2012-11-06,county,,Relief,Hutchinson Mtn. Community Center,  AR 0,polling_location
AR,2012-11-06,county,,Bob Ward 1,Edmondson City Hall,61 Waterford Street Edmondson AR 72332,polling_location
AR,2012-11-06,county,,Bob Ward 2,Antyonyville Baptist Church,9161 State Hwy 147 S Proctor AR 72376,polling_location
AR,2012-11-06,county,,Mchue 1,Southside High School,70 Scott Drive Batesville AR 725005,polling_location
AR,2012-11-06,county,,Earl Ward 4,Earle City Hall,1004 2nd Street Earle AR 723305,polling_location
AR,2012-11-06,county,,Earle Ward 1,Earle City Hall,1004 2nd Street Earle AR 723305,polling_location
AR,2012-11-06,county,,Earle Ward 2,Earle City Hall,1004 2nd Street Earle AR 723305,polling_location
AR,2012-11-06,county,,Earle Ward 3,Earle City Hall,1004 2nd Street Earle AR 723305,polling_location
AR,2012-11-06,county,,North Styronza,Earle City Hall,1004 2nd Street Earle AR 723305,polling_location
AR,2012-11-06,county,,South Tyronza,Earle City Hall,1004 2nd Street Earle AR 723305,polling_location
AR,2012-11-06,county,,East Black Oak,Heafer Community Center,  AR 0,polling_location
AR,2012-11-06,county,,West Black Oak,Heafer Community Center,  AR 0,polling_location
AR,2012-11-06,county,,Ward #1,Lost Creek Baptist Church Fellowship Hall,  AR 0,polling_location
AR,2012-11-06,county,,Jackson 1,Crawfordsville Water Dsept,112 S. Main Street Crawfordsville AR 72327,polling_location
AR,2012-11-06,county,,Huff,Swaim Chapel Baptist Church,3501 Batesville Blvd Batesville AR 725005,polling_location
AR,2012-11-06,county,,Greenbrier/Locust Grove,Missionary Baptist Church,  AR 0,polling_location
AR,2012-11-06,county,,Greenbrier/Jamestown,Jamestown Community Hall,  AR 0,polling_location
AR,2012-11-06,county,,Greenbrier - Desha,Desha Central Fire Department,  AR 0,polling_location
AR,2012-11-06,county,,Mchue 3,Desha Central Fire Department,  AR 0,polling_location
AR,2012-11-06,county,,Gainsboro,Sharp United Methodist Church,1100 Gainsboro Road Batesville AR 725005,polling_location
AR,2012-11-06,county,,28 Vb 2-1,Community Center,218 South 17th Street Van Buren AR 72956,polling_location
AR,2012-11-06,county,,Fairview,Pleasant Plains City Hall,  AR 0,polling_location
AR,2012-11-06,county,,Bedford,HOLT'S CHAPEL CHURCH OF GOD,  AR 0,polling_location
AR,2012-11-06,county,,Ellis,HOLT'S CHAPEL CHURCH OF GOD,  AR 0,polling_location
AR,2012-11-06,county,,Fair Oaks,HOLT'S CHAPEL CHURCH OF GOD,  AR 0,polling_location
AR,2012-11-06,county,,Birdeye/ Bay Village,CHERRY VALLEY EMERGENCY SERVICES,  AR 0,polling_location
AR,2012-11-06,county,,Cherry Valley,CHERRY VALLEY EMERGENCY SERVICES,  AR 0,polling_location
AR,2012-11-06,county,,Mitchell,CHERRY VALLEY EMERGENCY SERVICES,  AR 0,polling_location
AR,2012-11-06,county,,Brushy Lake,HICKORY RIDGE CITY HALL,  AR 0,polling_location
AR,2012-11-06,county,,Cushman/Union,Cushman Assembly of God Church,285 Collietown Road Cushman AR 72526,polling_location
AR,2012-11-06,county,,21-Walnut Lake,Pickens Store,122 Pickens Road Pickens AR 71662,polling_location
AR,2012-11-06,county,,Black River/ Marshall,Cord Fire Department,9450 White Drive Cord AR 72524,polling_location
AR,2012-11-06,county,,Paraclifta,Falls Chapel Church,  AR 0,polling_location
AR,2012-11-06,county,,Searcy,Vanndale Fire Department, Cross AR 0,polling_location
AR,2012-11-06,county,,De Queen Southwest,De Queen School Adm. Bldg,  AR 0,polling_location
AR,2012-11-06,county,,Big Bottom W1,Cedar Ridge High School,1500 North Hill Street Newark AR 72562,polling_location
AR,2012-11-06,county,,Big Bottom W2,Cedar Ridge High School,1500 North Hill Street Newark AR 72562,polling_location
AR,2012-11-06,county,,Big Bottom W3,Cedar Ridge High School,1500 North Hill Street Newark AR 72562,polling_location
AR,2012-11-06,county,,Big Bottom/Wycough/Logan,Cedar Ridge High School,1500 North Hill Street Newark AR 72562,polling_location
AR,2012-11-06,county,,Barren,Liberty Full Gospel Church,334 Park Avenue Cave City AR 725205,polling_location
AR,2012-11-06,county,,45,University of Arkansas at Pine Bluff (UAPB),Oliver St Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,83,University of Arkansas at Pine Bluff (UAPB),Oliver St Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,101,University of Arkansas at Pine Bluff (UAPB),Oliver St Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,Ashley,Believers Community Church/ Pfeiffer,3645 North Saint Louis Street Batesville AR 725005,polling_location
AR,2012-11-06,county,,Washington,Center Grove Community Building,  AR 0,polling_location
AR,2012-11-06,county,,Short Mtn Ward 1,First National Bank Community Blvd,23 Easet Main Paris AR 72855,polling_location
AR,2012-11-06,county,,Short Mtn Ward Ii,First National Bank Community Blvd,23 Easet Main Paris AR 72855,polling_location
AR,2012-11-06,county,,Short Mtn. Ward Iii,First National Bank Community Blvd,23 Easet Main Paris AR 72855,polling_location
AR,2012-11-06,county,,Short Mtn. Ward Iii,First National Bank Community Blvd,23 Easet Main Paris AR 72855,polling_location
AR,2012-11-06,county,,Gifford,Gifford Assembly Of God,199 Willamette Rd Malvern AR 72104,polling_location
AR,2012-11-06,county,,01-Bowie,McGehee Municipal Building,901 Holly Street McGehee AR 71654,polling_location
AR,2012-11-06,county,,02-Bowie,McGehee Municipal Building,901 Holly Street McGehee AR 71654,polling_location
AR,2012-11-06,county,,03-Bowie,McGehee Municipal Building,901 Holly Street McGehee AR 71654,polling_location
AR,2012-11-06,county,,04-Bowie Rural,McGehee Municipal Building,901 Holly Street McGehee AR 71654,polling_location
AR,2012-11-06,county,,05-Clayton Mcarthur,Reed City Hall,848 Highway 65 N. Tillar AR 71670,polling_location
AR,2012-11-06,county,,31 Vb 3-2,Celebration Church,501 North 17th Street Van Buren AR 72956,polling_location
AR,2012-11-06,county,,06-Clayton Reed,Reed City Hall,Highway 65 N. Tillar AR 71670,polling_location
AR,2012-11-06,county,,07-Clayton Tillar,Reed City Hall,Highway 65 N. Tillar AR 71670,polling_location
AR,2012-11-06,county,,08-Franklin,Arkansas City Hall,606 Sprague Street Arkansas City AR 71630,polling_location
AR,2012-11-06,county,,09-Halley,Halley Fire Station,114 Highway 208 Dermott AR 71638,polling_location
AR,2012-11-06,county,,30,Vfw Post 9063,103 Veterans Way Bella Vista AR 72714,polling_location
AR,2012-11-06,county,,Coy City,Coy Community Bldg,73 Abbie Lane Coy AR 0,polling_location
AR,2012-11-06,county,,Indian Bayou Twp,Coy Community Bldg,73 Abbie Lane Coy AR 0,polling_location
AR,2012-11-06,county,,Pleasant Grove,Pleasant Grove Community Center,27949 Hwy 14 Pleasant Grove AR 0,polling_location
AR,2012-11-06,county,,Cleveland Twp,Woodlawn Community Center,170 HWY 31 N Austin AR 0,polling_location
AR,2012-11-06,county,,Prairie Twp,Woodlawn Community Center,170 HWY 31 N Austin AR 0,polling_location
AR,2012-11-06,county,,Totten Twp,Woodlawn Community Center,170 HWY 31 N Austin AR 0,polling_location
AR,2012-11-06,county,,Blevins,WORLD OF FAITH CHURCH, BLEVINS AR 0,polling_location
AR,2012-11-06,county,,Ions Creek,Aly Church of God,  AR 0,polling_location
AR,2012-11-06,county,,England City - Ward 3,England District Courtroom,100 NW 2nd St England AR 0,polling_location
AR,2012-11-06,county,,England City - Ward 4,England District Courtroom,100 NW 2nd St England AR 0,polling_location
AR,2012-11-06,county,,106,LR Fire Station #10,5220 Kavanaugh Blvd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,107,LR Fire Station #10,5220 Kavanaugh Blvd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,14,Peach Orchard Community Center,164 NW Main St Peach Orchard AR 72453,polling_location
AR,2012-11-06,county,,131,Mills High School,1205 E. Dixon Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,Carlisle City - Ward 1,Carlisle Civic Center,215 S Court Carlisle AR 0,polling_location
AR,2012-11-06,county,,Carlisle City - Ward 2,Carlisle Civic Center,215 S Court Carlisle AR 0,polling_location
AR,2012-11-06,county,,Carlisle City - Ward 3,Carlisle Civic Center,215 S Court Carlisle AR 0,polling_location
AR,2012-11-06,county,,62,Crystal Hill Baptist Church,18823 Crystal Valley Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,Rocky,Mountain Fork Church,5696 Hwy 8 West Mena AR 71953,polling_location
AR,2012-11-06,county,,33 Vb 3-4,City Heights Methodist Church,1002 Fayetteville Road Van Buren AR 72956,polling_location
AR,2012-11-06,county,,13,Sylvan Hills UMC,9921 Sylvan Hills Hwy. Sherwood AR 72120,polling_location
AR,2012-11-06,county,,31,Sylvan Hills UMC,9921 Sylvan Hills Hwy. Sherwood AR 72120,polling_location
AR,2012-11-06,county,,98,Second Baptist Church,1709 Barrow Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,61,Pilgrim Rest Baptist Church,23908 Col. Glenn Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,15,Datto City Hall,210 Delmer St Datto AR 72424,polling_location
AR,2012-11-06,county,,60,Highland Valley UMC,15524 Chenal Parkway Little Rock AR 0,polling_location
AR,2012-11-06,county,,59,C. A. Vines Arkansas 4-H Ctr,#1 Four-H Way Little Rock AR 0,polling_location
AR,2012-11-06,county,,Furlow Twp,Concord Methodist Church,150 Concord Church Lonoke AR 0,polling_location
AR,2012-11-06,county,,England City - Ward 1,First Methodist Church,200 N.E. 2nd St England AR 0,polling_location
AR,2012-11-06,county,,England City - Ward 2,First Methodist Church,200 N.E. 2nd St England AR 0,polling_location
AR,2012-11-06,county,,Gumwood Twp,First Methodist Church,200 N.E. 2nd St England AR 0,polling_location
AR,2012-11-06,county,,34 Vb 3-6,St. Michael's Catholic Church,1019 East Pointer Trail Van Buren AR 72956,polling_location
AR,2012-11-06,county,,57,Lake Maumelle VFD,20720 Clay St. Roland AR 0,polling_location
AR,2012-11-06,county,,Fargo,Fargo Community Center,28376 Highway 49  AR 720205,polling_location
AR,2012-11-06,county,,Greenfield,Fargo Community Center,28376 Highway 49  AR 720205,polling_location
AR,2012-11-06,county,,Richland Township,Fargo Community Center,28376 Highway 49  AR 720205,polling_location
AR,2012-11-06,county,,97,Faith Lutheran Church,7525 W. Markham Little Rock AR 0,polling_location
AR,2012-11-06,county,,56,Winfield UMC,20100 Cantrell Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,58,Winfield UMC,20100 Cantrell Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,96,St. Mark's Episcopal Church,1000 N. Mississippi Little Rock AR 0,polling_location
AR,2012-11-06,county,,95,Grace Presbyterian Church,9301 Rodney Parham Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,94,First Church of the Nazarene,1200 N. Mississippi Little Rock AR 0,polling_location
AR,2012-11-06,county,,De Queen North Central,Kern Heights Baptist Church,  AR 0,polling_location
AR,2012-11-06,county,,PRECINCT,Ione Community Building,10543 South Highway 23 Booneville AR 0,polling_location
AR,2012-11-06,county,,93,First Christian Church,1500 N. Mississippi Little Rock AR 0,polling_location
AR,2012-11-06,county,,55,"Plantation Agriculture Museum, Heritage",4815 Hwy 161 Scott AR 0,polling_location
AR,2012-11-06,county,,92,St. Paul UMC,2223 Durwood Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,91,Cammack Village City Hall,2710 N. McKinley Little Rock AR 0,polling_location
AR,2012-11-06,county,,90,Second Presbyterian Church,600 Pleasant Valley Dr. Little Rock AR 0,polling_location
AR,2012-11-06,county,,102,Meadowcliff Elementary,25 Sheraton  Dr. Little Rock AR 0,polling_location
AR,2012-11-06,county,,Hardy,Hardy Fire Station,203 Church St Hardy AR 0,polling_location
AR,2012-11-06,county,,89,Unitarian Universalist Church of Little,1818 Reservoir Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,Eagle Twp,Mt Zion Methodist Church,4529 Mt. Tabor Rd Lonoke AR 0,polling_location
AR,2012-11-06,county,,Dortch Twp,Keo Fire Dept,226 Main St Keo AR 0,polling_location
AR,2012-11-06,county,,Keo City,Keo Fire Dept,226 Main St Keo AR 0,polling_location
AR,2012-11-06,county,,Lafayette Twp,Keo Fire Dept,226 Main St Keo AR 0,polling_location
AR,2012-11-06,county,,Walls Twp,Keo Fire Dept,226 Main St Keo AR 0,polling_location
AR,2012-11-06,county,,Williams Twp,Keo Fire Dept,226 Main St Keo AR 0,polling_location
AR,2012-11-06,county,,Bethany,Bethany Baptist Church,27763 HWT 263 Onia AR 0,polling_location
AR,2012-11-06,county,,88,St. James UMC,321 Pleasant Valley Dr. Little Rock AR 0,polling_location
AR,2012-11-06,county,,Aurelle,STRONG FIRST BAPTIST CHURCH,544 S. CONCORD STRONG AR 0,polling_location
AR,2012-11-06,county,,New London,STRONG FIRST BAPTIST CHURCH,544 S. CONCORD STRONG AR 0,polling_location
AR,2012-11-06,county,,Strong,STRONG FIRST BAPTIST CHURCH,544 S. CONCORD STRONG AR 0,polling_location
AR,2012-11-06,county,,87,Faith UMC,9820 W. Markham Little Rock AR 0,polling_location
AR,2012-11-06,county,,65,St. Michael's Episcopal Church,12415 Cantrell Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,64,Trinity Presbyterian Church,4501 Rahling Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,54,Calvary Baptist Church,5025 Lynch Dr. N. Little Rock AR 0,polling_location
AR,2012-11-06,county,,Clear Creek 1,Central Fire Department,  AR 0,polling_location
AR,2012-11-06,county,,86,Bess Chisum Stephens Community Center,1200 South Cleveland St. Little Rock AR 0,polling_location
AR,2012-11-06,county,,85,W.W. Williams Northwest Patrol Division,10001 Kanis Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,84,Iglesia Bautista Nueva Jerusalen,9400 Colonel Glenn Rd Little Rock AR 0,polling_location
AR,2012-11-06,county,,63,Martindale Baptist Church,18900 E. Colonel Glenn Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,83,Heart's Journey Church,9621 Tall Timber Street Little Rock AR 0,polling_location
AR,2012-11-06,county,,Arkadelphia 4,St. Andrews Methodist Church,2301 Crawford Street Arkadelphia AR 71923,polling_location
AR,2012-11-06,county,,53,Meadow Park Elementary,2300 Eureaka Gardens Rd. N. Little Rock AR 0,polling_location
AR,2012-11-06,county,,35 Vb 3-5,Plumbers & Steamfitters Local Union #29,701 Spradley Road Van Buren AR 72956,polling_location
AR,2012-11-06,county,,52,Sherman Park Community Center,624 N Beech St. N. Little Rock AR 0,polling_location
AR,2012-11-06,county,,82,Mabelvale UMC,10500 Woodman St. Mabelvale AR 0,polling_location
AR,2012-11-06,county,,7D,Red Oak Baptist Church,2791 Hwy 290 Hot Springs AR 0,polling_location
AR,2012-11-06,county,,7E,Red Oak Baptist Church,2791 Hwy 290 Hot Springs AR 0,polling_location
AR,2012-11-06,county,,104,Temple of Restoration,10610 Chicot Rd. Little Rock AR 0,polling_location
