state,election_date,jurisdiction,county_name,precinct_name,name,address,polling_location_type
AR,2012-11-06,county,,Cherokee Village,Omaha Center,20 Omaha Cr Cherokee Village AR 72529,polling_location
AR,2012-11-06,county,,Southfork - Wilson,Camp Firestation,5913 Hwy 9 N Camp AR 72520,polling_location
AR,2012-11-06,county,,33,Pea Ridge Emergency Services Building,293 S. Curtis Avenue Pea Ridge AR 727505,polling_location
AR,2012-11-06,county,,Strawberry,Morriston Firestation #2,1583 Hwy 289 S Glencoe AR 72539,polling_location
AR,2012-11-06,county,,Washington,Sturkio Firestation,5540 Sturkie Rd Sturkie AR 72578,polling_location
AR,2012-11-06,county,,1A,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1B,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1C,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1D,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1F,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1G,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1H,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1J,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1M,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1N,AR School for Math & Science,200 Whittington Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2F,Webb Ceter,127 Pleasant Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2K,Webb Ceter,127 Pleasant Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2M,Webb Ceter,127 Pleasant Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2S,Webb Ceter,127 Pleasant Hot Springs AR 0,polling_location
AR,2012-11-06,county,,41,Jack Evans Senior Citizen Center,2301 Thornhill Dr. Sherwood AR 0,polling_location
AR,2012-11-06,county,,North Yocum,Blue Eye Baptist Church,14600 Hwy 21 N Green Forest AR 000AR,polling_location
AR,2012-11-06,county,,13F,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,1P,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,1R,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,1W,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,1X,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,1Y,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,1Z,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,2N,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,2P,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,2R,Bates Community Church,419 McClendon Hot Spring AR 0,polling_location
AR,2012-11-06,county,,13G,Bates Community Church,419 McClendon Hot Springs AR 0,polling_location
AR,2012-11-06,county,,Cache,Walnut Ridge Community Center,504 SE Southern Ave Walnut Ridge AR 72476,polling_location
AR,2012-11-06,county,,Campbell 1,Walnut Ridge Community Center,504 SE Southern Ave Walnut Ridge AR 72476,polling_location
AR,2012-11-06,county,,Campbell 2,Walnut Ridge Community Center,504 SE Southern Ave Walnut Ridge AR 72476,polling_location
AR,2012-11-06,county,,Campbell 3,Walnut Ridge Community Center,504 SE Southern Ave Walnut Ridge AR 72476,polling_location
AR,2012-11-06,county,,Campbell 4,Walnut Ridge Community Center,504 SE Southern Ave Walnut Ridge AR 72476,polling_location
AR,2012-11-06,county,,Richwoods,Walnut Ridge Community Center,504 SE Southern Ave Walnut Ridge AR 72476,polling_location
AR,2012-11-06,county,,2A,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2B,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2C,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2D,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2E,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2G,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2H,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2J,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3-,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3T,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3V,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3W,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3X,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3Y,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5A,Prince of Peace Lutheran Church,109 Hobson Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3B,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3C,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3D,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3E,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3F,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3G,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3H,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3N,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3P,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3R,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,3S,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,4A,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,4B,Fairdale Baptist Church,700 Richard St Hot Springs AR 0,polling_location
AR,2012-11-06,county,,03-01,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,PRECINCT,AAMOD Building,801 South Elm Street Blytheville AR 72315,polling_location
AR,2012-11-06,county,,Boas 1,Hoxie Service Center,500 SW Lawrence St Hoxie AR 72433,polling_location
AR,2012-11-06,county,,Boas 2,Hoxie Service Center,500 SW Lawrence St Hoxie AR 72433,polling_location
AR,2012-11-06,county,,Boas 3,Hoxie Service Center,500 SW Lawrence St Hoxie AR 72433,polling_location
AR,2012-11-06,county,,Dowell,Hoxie Service Center,500 SW Lawrence St Hoxie AR 72433,polling_location
AR,2012-11-06,county,,Benedict,Mayflower City Hall,2 Ashmoore Dr Mayflower AR 72106,polling_location
AR,2012-11-06,county,,Danley City,Mayflower City Hall,2 Ashmoore Dr Mayflower AR 72106,polling_location
AR,2012-11-06,county,,Danley Rural,Mayflower City Hall,2 Ashmoore Dr Mayflower AR 72106,polling_location
AR,2012-11-06,county,,12,Avoca Town Hall,222 N. Old Wire Road Avoca AR 72745,polling_location
AR,2012-11-06,county,,Dry Fork,Shiloh United Methodist Church,5 CR 943 Berryville AR 000AR,polling_location
AR,2012-11-06,county,,Burke Township,Winthrop City Hall,530 Spring St Winthrop AR 71866,polling_location
AR,2012-11-06,county,,Little River Township,Winthrop City Hall,530 Spring St Winthrop AR 71866,polling_location
AR,2012-11-06,county,,Hazen City Ward 3,Hazen Civic Center,986 East Front St Hazen AR 72064,polling_location
AR,2012-11-06,county,,28,Kellogg Valley Baptist Church,9516 Bamboo Ln. N. Little Rock AR 0,polling_location
AR,2012-11-06,county,,Eureka Springs Ward 1,St. Elizabeth Parish Center,232 Passion Play Road Eureka Springs AR 000AR,polling_location
AR,2012-11-06,county,,Eureka Springs Ward 2,St. Elizabeth Parish Center,232 Passion Play Road Eureka Springs AR 000AR,polling_location
AR,2012-11-06,county,,Eureka Springs Ward 3,St. Elizabeth Parish Center,232 Passion Play Road Eureka Springs AR 000AR,polling_location
AR,2012-11-06,county,,Johnson Springs,St. Elizabeth Parish Center,232 Passion Play Road Eureka Springs AR 000AR,polling_location
AR,2012-11-06,county,,Packard Springs,St. Elizabeth Parish Center,232 Passion Play Road Eureka Springs AR 000AR,polling_location
AR,2012-11-06,county,,Winona,St. Elizabeth Parish Center,232 Passion Play Road Eureka Springs AR 000AR,polling_location
AR,2012-11-06,county,,37,Bentonville First Baptist Church,"200 Sw ""A"" Street Bentonville AR 72712",polling_location
AR,2012-11-06,county,,Clarendon Ward 2,Clarendon American Legion,120 N Main Street Clarendon AR 72029,polling_location
AR,2012-11-06,county,,Heber Springs Ward 2,Heber Springs Christian Church,1101 North Broadway Heber Springs AR 72543,polling_location
AR,2012-11-06,county,,Holiday Island,Holiday Island Country Club,1 Country Club Dr. Holiday Island AR 000AR,polling_location
AR,2012-11-06,county,,Ashland,Minturn City Hall,101 SW Second St Minturn AR 72445,polling_location
AR,2012-11-06,county,,129,LR Fire Station #4,7500 Lindsey Rd. Little Rock AR 0,polling_location
AR,2012-11-06,county,,30,Yellville Nursing Home,  AR 0,polling_location
AR,2012-11-06,county,,46,Birdsong Fire Station,261 North State Highway 308 DR Birdsong AR 72386,polling_location
AR,2012-11-06,county,,46A,Birdsong Fire Station,261 North State Highway 308 DR Birdsong AR 72386,polling_location
AR,2012-11-06,county,,128,St. John Vision Center,2701 South Main St. Little Rock AR 0,polling_location
AR,2012-11-06,county,,46,Colonial Baptist Church,1599 W. Olive Street Rogers AR 72756,polling_location
AR,2012-11-06,county,,32,Bentonville First Presbyterian Church,"901 Ne ""J"" Street Bentonville AR 72712",polling_location
AR,2012-11-06,county,,Johnson Township,Ogden Community Building,221 2nd St Ogden AR 71853,polling_location
AR,2012-11-06,county,,107,The Pines Mall,2901 Pines Mall Dr  AR 0,polling_location
AR,2012-11-06,county,,113,The Pines Mall,2901 Pines Mall Dr  AR 0,polling_location
AR,2012-11-06,county,,114,The Pines Mall,2901 Pines Mall Dr  AR 0,polling_location
AR,2012-11-06,county,,119,The Pines Mall,2901 Pines Mall Dr  AR 0,polling_location
AR,2012-11-06,county,,Benton,Enders Community Center,1098 Highway 107 N Quitman AR 721305,polling_location
AR,2012-11-06,county,,Richland,Moore's Chapel,12254 S. ST HWY 309 Havana AR 0,polling_location
AR,2012-11-06,county,,116,"Greater Christ Temple Pentecostal Church,",1200 Lewis St. Little Rock AR 0,polling_location
AR,2012-11-06,county,,105,Shrine Temple Dining Room,Main at 9th  AR 0,polling_location
AR,2012-11-06,county,,111,Shrine Temple Dining Room,Main at 9th  AR 0,polling_location
AR,2012-11-06,county,,112,Shrine Temple Dining Room,Main at 9th  AR 0,polling_location
AR,2012-11-06,county,,104,Aresc (Old Sears Building),912 W 6th  AR 0,polling_location
AR,2012-11-06,county,,108,Aresc (Old Sears Building),912 W 6th  AR 0,polling_location
AR,2012-11-06,county,,109,Aresc (Old Sears Building),912 W 6th  AR 0,polling_location
AR,2012-11-06,county,,110,Aresc (Old Sears Building),912 W 6th  AR 0,polling_location
AR,2012-11-06,county,,40,Central United Methodist Church,2535 W. New Hope Road (East Door) Rogers AR 72758,polling_location
AR,2012-11-06,county,,106,Old Morning Star Baptist Church,3116 Port Rd Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,115,Old Morning Star Baptist Church,3116 Port Rd Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,Prairie,Ranger Community Church,  AR 0,polling_location
AR,2012-11-06,county,,87,American Legion Post 343,800 Mark Twain Blvd Redfield AR 72132,polling_location
AR,2012-11-06,county,,94,American Legion Post 343,800 Mark Twain Blvd Redfield AR 72132,polling_location
AR,2012-11-06,county,,810,American Legion Post 343,800 Mark Twain Blvd Redfield AR 72132,polling_location
AR,2012-11-06,county,,820,American Legion Post 343,800 Mark Twain Blvd Redfield AR 72132,polling_location
AR,2012-11-06,county,,830,American Legion Post 343,800 Mark Twain Blvd Redfield AR 72132,polling_location
AR,2012-11-06,county,,85,Jefferson Water Co,111 Wishbone Rd Jefferson AR 72079,polling_location
AR,2012-11-06,county,,86,Jefferson Water Co,111 Wishbone Rd Jefferson AR 72079,polling_location
AR,2012-11-06,county,,89,Jefferson Water Co,111 Wishbone Rd Jefferson AR 72079,polling_location
AR,2012-11-06,county,,Union,Cornerstone Baptist Church,3900 Union Rd Texarkana AR 71854,polling_location
AR,2012-11-06,county,,84,White Hall City Hall,101 Parkway White Hall AR 71602,polling_location
AR,2012-11-06,county,,711,White Hall City Hall,101 Parkway White Hall AR 71602,polling_location
AR,2012-11-06,county,,731,White Hall City Hall,101 Parkway White Hall AR 71602,polling_location
AR,2012-11-06,county,,732,White Hall City Hall,101 Parkway White Hall AR 71602,polling_location
AR,2012-11-06,county,,733,White Hall City Hall,101 Parkway White Hall AR 71602,polling_location
AR,2012-11-06,county,,Sugar Creek,Grayson Fire Station,5409 Jack Creek Road Booneville AR 72927,polling_location
AR,2012-11-06,county,,80,White Hall City Hall,101 Parkway Drive White Hall AR 71602,polling_location
AR,2012-11-06,county,,81,White Hall City Hall,101 Parkway Drive White Hall AR 71602,polling_location
AR,2012-11-06,county,,82,White Hall City Hall,101 Parkway Drive White Hall AR 71602,polling_location
AR,2012-11-06,county,,92,White Hall City Hall,101 Parkway Drive White Hall AR 71602,polling_location
AR,2012-11-06,county,,93,White Hall City Hall,101 Parkway Drive White Hall AR 71602,polling_location
AR,2012-11-06,county,,75,Hardin Baptist Church,300 Todd Lynn Dr Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,76,Hardin Baptist Church,300 Todd Lynn Dr Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,77,Hardin Baptist Church,300 Todd Lynn Dr Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,78,Hardin Baptist Church,300 Todd Lynn Dr Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,79,Hardin Baptist Church,300 Todd Lynn Dr Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,90,Hardin Baptist Church,300 Todd Lynn Dr Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,4F,First Church of the Nazarene,3804 Central Ave Hot Springs AR 0,polling_location
AR,2012-11-06,county,,4G,First Church of the Nazarene,3804 Central Ave Hot Springs AR 0,polling_location
AR,2012-11-06,county,,4H,First Church of the Nazarene,3804 Central Ave Hot Springs AR 0,polling_location
AR,2012-11-06,county,,4J,First Church of the Nazarene,3804 Central Ave Hot Springs AR 0,polling_location
AR,2012-11-06,county,,4N,First Church of the Nazarene,3804 Central Ave Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5D,First Church of the Nazarene,3804 Central Ave Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5E,First Church of the Nazarene,3804 Central Ave Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5S,First Church of the Nazarene,3804 Central Ave Hot Springs AR 0,polling_location
AR,2012-11-06,county,,Trice,Faith Assembley of God Church,2001 AR Blvd Texarkana AR 71854,polling_location
AR,2012-11-06,county,,1-,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1S,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1T,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,1V,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,2T,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6A,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6B,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6C,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6D,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6E,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6F,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6G,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6K,National Park Assembly of God Church,1901 Malvern Hot Springs AR 0,polling_location
AR,2012-11-06,county,,73,1st Baptist of White Hall,8203 Dollarway Rd White Hall AR 71602,polling_location
AR,2012-11-06,county,,Buckner,Buckner City Hall,121 South Bay Street Buckner AR 71827,polling_location
AR,2012-11-06,county,,Buckner Out,Buckner City Hall,121 South Bay Street Buckner AR 71827,polling_location
AR,2012-11-06,county,,Center,Buckner City Hall,121 South Bay Street Buckner AR 71827,polling_location
AR,2012-11-06,county,,61,Gospel Temple Baptist Church,1100 Oakwood Rd Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,62,Gospel Temple Baptist Church,1100 Oakwood Rd Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,63,Gospel Temple Baptist Church,1100 Oakwood Rd Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,64,Gospel Temple Baptist Church,1100 Oakwood Rd Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,60,Central Presbyterian Church,6300 Trinity Drive Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,330,Central Presbyterian Church,6300 Trinity Drive Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,331,Central Presbyterian Church,6300 Trinity Drive Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,332,Central Presbyterian Church,6300 Trinity Drive Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,58,Sulphur Springs Methodist,9238 Sulphur Springs Rd  AR 0,polling_location
AR,2012-11-06,county,,Center,Prairie County Fairgrounds,4133 Hwy 249 N Hazen AR 72064,polling_location
AR,2012-11-06,county,,Union,Prairie County Fairgrounds,4133 Hwy 249 N Hazen AR 72064,polling_location
AR,2012-11-06,county,,54,Sulphur Springs Methodist,9238 Sulphur Springs Rd Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,55,Sulphur Springs Methodist,9238 Sulphur Springs Rd Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,66,Sulphur Springs Methodist,9238 Sulphur Springs Rd Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,67,Sulphur Springs Methodist,9238 Sulphur Springs Rd Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,43,Rogers 1St Church Of The Nazarene,4911 West Pleasant Grove Road Rogers AR 72758,polling_location
AR,2012-11-06,county,,51,Watson Chapel Baptist Church,5514 Pinnacle Lane Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,53,Watson Chapel Baptist Church,5514 Pinnacle Lane Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,56,Watson Chapel Baptist Church,5514 Pinnacle Lane Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,57,Watson Chapel Baptist Church,5514 Pinnacle Lane Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,59,Watson Chapel Baptist Church,5514 Pinnacle Lane Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,Valley,Point Cendar Fire Department,3465 Highway 84 Bismarck AR 71929,polling_location
AR,2012-11-06,county,,Johnsville,Johnsville Country Store,3508 Hwy 160 East Johnsville AR 71647,polling_location
AR,2012-11-06,county,,Gurdon General,Gurdon Municipal Building,103 Maple Street Gurdon AR 71743,polling_location
AR,2012-11-06,county,,29,Hwy 15 Volunteer Fire Dept,10672 Hwy 63 South Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,30,Hwy 15 Volunteer Fire Dept,10672 Hwy 63 South Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,31,Hwy 15 Volunteer Fire Dept,10672 Hwy 63 South Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,50,Hwy 15 Volunteer Fire Dept,10672 Hwy 63 South Pine Bluff AR 71603,polling_location
AR,2012-11-06,county,,14,Garfiled First Baptist Church,17784 Marshall Street (Hwy 62) Garfield AR 72732,polling_location
AR,2012-11-06,county,,27,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,28,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,32,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,33,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,34,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,35,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,36,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,125,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,128,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,130,Greenmeadows Baptist Annex,4201 Hwy 65S Pine Bluff AR 716005,polling_location
AR,2012-11-06,county,,Guion City,GUION COMMUNITY BLDG,808 Guon 5040 Mt. Pleasant AR 0,polling_location
AR,2012-11-06,county,,Guion Rural,GUION COMMUNITY BLDG,808 Guon 5040 Mt. Pleasant AR 0,polling_location
AR,2012-11-06,county,,26,Linwood/Moscow Fire Dept,323 Linwood Dr Moscow AR 71659,polling_location
AR,2012-11-06,county,,6,Community Center, Wabbaseka AR 0,polling_location
AR,2012-11-06,county,,7,Community Center, Wabbaseka AR 0,polling_location
AR,2012-11-06,county,,900,Community Center, Wabbaseka AR 0,polling_location
AR,2012-11-06,county,,Des Arc,Northside Fire Department,  AR 72616,polling_location
AR,2012-11-06,county,,5,Altheimer Unified School,106 Orchard Street Altheimer AR 72004,polling_location
AR,2012-11-06,county,,8,Altheimer Unified School,106 Orchard Street Altheimer AR 72004,polling_location
AR,2012-11-06,county,,9,Altheimer Unified School,106 Orchard Street Altheimer AR 72004,polling_location
AR,2012-11-06,county,,10,Altheimer Unified School,106 Orchard Street Altheimer AR 72004,polling_location
AR,2012-11-06,county,,4,Sherrill City Hall,201 East Main Street Sherrill AR 72152,polling_location
AR,2012-11-06,county,,11,Sherrill City Hall,201 East Main Street Sherrill AR 72152,polling_location
AR,2012-11-06,county,,20,Rea Valley Fire House,2479 MC 6077 Flippin AR 72634,polling_location
AR,2012-11-06,county,,21,Rea Valley Fire House,2479 MC 6077 Flippin AR 72634,polling_location
AR,2012-11-06,county,,3,Humphrey Community Center,410 1/2 S. Division Street Humphrey AR 72073,polling_location
AR,2012-11-06,county,,5J,The Grove Church,1010 Shady Grove Rd Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5K,The Grove Church,1010 Shady Grove Rd Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5M,The Grove Church,1010 Shady Grove Rd Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5N,The Grove Church,1010 Shady Grove Rd Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5P,The Grove Church,1010 Shady Grove Rd Hot Springs AR 0,polling_location
AR,2012-11-06,county,,5R,The Grove Church,1010 Shady Grove Rd Hot Springs AR 0,polling_location
AR,2012-11-06,county,,6H,The Grove Church,1010 Shady Grove Rd Hot Springs AR 0,polling_location
