election_date,state,jurisdiction,jurisdiction_type,precinct_id,precinct_name,name,address
2016-11-08,AK,Anchorage,borough,23-760,Campbell Creek No. 2,Finlandia Club,"8225 Spring Street, Anchorage, AK 99518"
2016-11-08,AK,Anchorage,borough,23-765,Campbell Creek No. 3,Anchor Lutheran School,"8100 Arctic Blvd, Anchorage, AK 99518"
2016-11-08,AK,Anchorage,borough,23-770,Dimond No. 2,Dimond Estates Recreational Hall,"1200 W Dimond Blvd, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,24-700,Huffman No. 1,Salvation Army Korean Community Center,"2100 DeArmoun Road, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,24-705,Huffman No. 2,Sunset Hills Baptist Church,"12130 Old Seward Highway, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,24-710,Klatt,Klatt Elementary School,"11900 Juniper Dr, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,24-715,Southport,Mears Middle School,"2700 W 100Th Ave, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,24-720,Ocean View No. 1,Oceanview Elementary School ,"11911 Johns Rd, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,24-725,Ocean View No. 2,Christ Our Savior Lutheran,"1612 Oceanview, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,24-730,Bayshore,Bayshore Elementary School,"11500 Bayshore, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,25-840,East Dowling No. 1,Northern Lights ABC Elementary,"2424 E Dowling Road, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,25-845,Elmore No. 1,Anchorage Bible Fellowship,"7348 Elmore Rd, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,25-850,Abbott  No. 1,Service High School,"5577 Abbott Rd, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,25-855,Lore No. 1,Kasuun Elementary School,"4000 E 68Th Ave, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,25-860,Lore No. 2,Independent Baptist Church,"1801 E 68Th Ave, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,25-865,Abbott No. 2,Abbott Loop Elementary School,"8427 Lake Otis Pkwy, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,25-870,East Dowling No. 2,MOA Public Works Dept,"4700 Elmore Rd, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,26-800,Independence Park No. 1,Spring Hill Elementary School,"9911 Lake Otis Pkwy, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,26-805,O'Malley No. 1,Alaska Zoo,"4731 O'Malley Rd, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,26-810,Huffman No. 3,Alaska Zoo,"4731 O'Malley Rd, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,26-815,Huffman No. 4,St Elizabeth Ann Seton Church,"2901 E Huffman Rd, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,26-820,O'Malley No. 2,O'Malley Elementary School,"11100 Rockridge Dr, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,26-825,Independence Park No. 2,Hanshew Middle School,"10121 Lake Otis Pkwy, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,26-830,Elmore No. 2,Amazing Grace Lutheran Church,"10955 Elmore Rd, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,26-835,O'Malley No. 3,The Alaska Club South,"10931 O'Malley Centre Dr, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,27-900,Cheney Lake,East Anchorage United Methodist,"1660 Patterson, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-905,Muldoon No. 3,Susitna Elementary School,"7500 Tyone Ct, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-910,Muldoon No. 4,St Patrick's Parish,"2111 Muldoon Rd, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-915,Chugach Ft. Hills No. 1,Wayland Baptist University,"7801 E 32Nd Ave, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-920,Chugach Ft. Hills No. 2,Benson Secondary School,"4515 Campbell Airstrip Rd, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,27-925,Scenic Park,Scenic Park Elementary School,"3933 Patterson, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-930,Baxter,Baxter Elementary School,"2991 Baxter Rd, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-935,Stuckagain Heights,Fire Station No. 14,"4515 Campbell Airstrip Road, Anchorage, AK 99507"
