state,election_date,jurisdiction_type,jurisdiction,precinct_name,precinct_id,name,address,polling_place_type
CT,2012-11-06,town,Branford,Indian Neck School,5-0,Indian Neck School,"12 Melrose Avenue, Branford, CT 06405",polling_place
CT,2012-11-06,town,Branford,Mary T. Murphy School,6-0,Mary T. Murphy School,"14 Brushy Plain Road, Branford, CT 06405",polling_place
CT,2012-11-06,town,Branford,Orchard House,3-0,Orchard House,"421 Shore Drive, Branford, CT 06405",polling_place
CT,2012-11-06,town,Branford,St. Therese Church Hall,2-0,St. Therese Church Hall,"105 Leetes Island Road, Branford, CT 06405",polling_place
CT,2012-11-06,town,Branford,Walsh Intermediate School,7-0,Walsh Intermediate School,"185 Damascus Road, Branford, CT 06405",polling_place
CT,2012-11-06,town,Bridgeport,Beardsley School,124-1,Beardsley School,"500 Huntington Road, Bridgeport, CT 06610",polling_place
CT,2012-11-06,town,Bridgeport,Beardsley School,124-5,Beardsley School,"500 Huntington Road, Bridgeport, CT 06610",polling_place
CT,2012-11-06,town,Bridgeport,Beardsley School,126-1,Beardsley School,"500 Huntington Road, Bridgeport, CT 06610",polling_place
CT,2012-11-06,town,Bridgeport,Blackham School,127-1,Blackham School,"425 Thorme Street, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,Black Rock School,129-1,Black Rock School,"545 Brewster Street, Bridgeport, CT 06605",polling_place
CT,2012-11-06,town,Bridgeport,Bassick High School,130-1,Bassick High School,"1181 Fairfield Avenue, Bridgeport, CT 06605",polling_place
CT,2012-11-06,town,Bridgeport,Bassick High School,130-2,Bassick High School,"1181 Fairfield Avenue, Bridgeport, CT 06605",polling_place
CT,2012-11-06,town,Bridgeport,Barnum School,130-5,Barnum School,"495 Waterview, Bridgeport, CT 06608",polling_place
CT,2012-11-06,town,Bridgeport,Central High School,129-2,Central High School,"1 Lincoln Boulevard, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,Central High School,129-3,Central High School,"1 Lincoln Boulevard, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,City Hall,130-3,City Hall,"45 Lyon Terrace, Bridgeport, CT 06604",polling_place
CT,2012-11-06,town,Bridgeport,Cesar Batalla School,130-4,Cesar Batalla School,"606 Howard Ave., Bridgeport, CT 06605",polling_place
CT,2012-11-06,town,Bridgeport,Dunbar School,124-3,Dunbar School,"445 Union Avenue, Bridgeport, CT 06607",polling_place
CT,2012-11-06,town,Bridgeport,Geraldine Johnson School,128-1,Geraldine Johnson School,"475 Lexington Avenue, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,Geraldine Johnson School,128-3,Geraldine Johnson School,"475 Lexington Avenue, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,Harding High School,124-4,Harding High School,"1734 Central Avenue, Bridgeport, CT 06610",polling_place
CT,2012-11-06,town,Bridgeport,Hallen School,126-2,Hallen School,"51 Omega Ave, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,John F. Kennedy Campus,124-2,John F. Kennedy Campus,"700 Palisade Avenue, Bridgeport, CT 06610",polling_place
CT,2012-11-06,town,Bridgeport,John Winthrop School,127-3,John Winthrop School,"85 Eckart Street, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,Luis Munoz Marin School,128-2,Luis Munoz Marin School,"479 Helen Street, Bridgeport, CT 06608",polling_place
CT,2012-11-06,town,Bridgeport,Longfellow School,129-4,Longfellow School,"139 Ocean Terrace, Bridgeport, CT 06605",polling_place
CT,2012-11-06,town,Bridgeport,Longfellow School,129-5,Longfellow School,"139 Ocean Terrace, Bridgeport, CT 06605",polling_place
CT,2012-11-06,town,Bridgeport,Park City Magnet School,126-3,Park City Magnet School,"1526 Chopsey Hill Road, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,Read Middle School,126-4,Read Middle School,"130 Ezra Street, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,Read Middle School,127-2,Read Middle School,"130 Ezra Street, Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgeport,Thomas Hooker School,126-5,Thomas Hooker School,"Roger Williams Road, Bridgeport, CT 06610",polling_place
CT,2012-11-06,town,Bridgeport,Wilbur Cross School,126-6,Wilbur Cross School,"1775 Reservoire Ave., Bridgeport, CT 06606",polling_place
CT,2012-11-06,town,Bridgewater,Bridgewater Senior Center,1-0,Bridgewater Senior Center,"132 Hut Hill Rd., Bridgewater, CT 06752",polling_place
CT,2012-11-06,town,Bristol,American Legion,79-2,American Legion,"22 Hooker Court, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Bristol,Chippens Hill Middle School,78-1,Chippens Hill Middle School,"551 Peacedale Street, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Bristol,Edgewood School,77-1,Edgewood School,"345 Mix Street, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Bristol,Greene-Hills School,79-3,Greene-Hills School,"718 Pine Street, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Bristol,Mountainview School,77-3,Mountainview School,"71 Vera Road, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Bristol,Northeast School,77-2,Northeast School,"530 Stevens Street, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Bristol,Polish American Citizens Club,78-2,Polish American Citizens Club,"541 North Main Street, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Bristol,Stafford School 77,77-4,Stafford School 77,"212 Louisiana Avenue, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Bristol,Southside School,79-1,Southside School,"21 Tuttle Road, Bristol, CT 06010",polling_place
CT,2012-11-06,town,Brookfield,Brookfield High School,2-0,Brookfield High School,"45 Long Meadow Hill Road, Brookfield, CT 06804",polling_place
CT,2012-11-06,town,Brookfield,Huckleberry Hill School,1-0,Huckleberry Hill School,"100Candlewood Lake Road, Brookfield, CT 06804",polling_place
CT,2012-11-06,town,Brooklyn,Brooklyn Elementary School,1-0,Brooklyn Elementary School,"119 Gorman Road, Brooklyn, CT 06234",polling_place
CT,2012-11-06,town,Burlington,Town Hall,1-0,Town Hall,"200 Spielman Highway, Burlington, CT 06013",polling_place
CT,2012-11-06,town,Canaan,Canaan Town Hall,1-0,Canaan Town Hall,"108 Main Street, Falls Village, CT 06031",polling_place
CT,2012-11-06,town,Canterbury,Canterbury Town Hall,1-0,Canterbury Town Hall,"1 Municipal Drive, Canterbury, CT 06331",polling_place
CT,2012-11-06,town,Canton,Canton Town Hall,1-0,Canton Town Hall,"4 Market Street, Collinsville, CT 06022",polling_place
CT,2012-11-06,town,Chaplin,Chaplin Volunteer Fire Department,1-0,Chaplin Volunteer Fire Department,"106 Phoenixville Road, Chaplin, CT 06235",polling_place
CT,2012-11-06,town,Cheshire,Artsplace - District 3,-3-0,Artsplace - District 3,"1220 Waterbury Road, Cheshire, CT 00000",polling_place
CT,2012-11-06,town,Cheshire,Cheshire High School - Dist. 1,-1-0,Cheshire High School - Dist. 1,"525 S. Main Street, Cheshire, CT 00000",polling_place
CT,2012-11-06,town,Cheshire,Chapman School - Dist. 2,2-0,Chapman School - Dist. 2,"38 Country Club Rd, Cheshire, CT 06410",polling_place
CT,2012-11-06,town,Cheshire,Doolittle School - Dist. 5,5-0,Doolittle School - Dist. 5,"735 Cornwall Ave, Cheshire, CT 06410",polling_place
CT,2012-11-06,town,Cheshire,Dodd Middle School - Dist. 7,7-0,Dodd Middle School - Dist. 7,"100 Park Place, Cheshire, CT 06410",polling_place
CT,2012-11-06,town,Cheshire,Highland School - Dist. 6,6-0,Highland School - Dist. 6,"490 Highland Avenue, Cheshire, CT 06410",polling_place
CT,2012-11-06,town,Cheshire,Norton School - Dist. 4,4-0,Norton School - Dist. 4,"414 N. Brooksvale Rd, Cheshire, CT 06410",polling_place
CT,2012-11-06,town,Chester,Chester Town Office Building,1-0,Chester Town Office Building,"203 Middlesex Avenue, Chester, CT 06412",polling_place
CT,2012-11-06,town,Clinton,Andrews Memorial Town Hall,1-0,Andrews Memorial Town Hall,"54 East Main Street, Clinton, CT 06413",polling_place
CT,2012-11-06,town,Clinton,Andrews Memorial Town Hall,2-0,Andrews Memorial Town Hall,"54 East Main Street, Clinton, CT 06413",polling_place
CT,2012-11-06,town,Colchester,Assembly Of God Hall,2-0,Assembly Of God Hall,"85 Skinner Road, Colchester, CT 06415",polling_place
CT,2012-11-06,town,Colchester,Assembly Of God Hall,4-0,Assembly Of God Hall,"85 Skinner Road, Colchester, CT 06415",polling_place
CT,2012-11-06,town,Colchester,Bacon Academy,3-0,Bacon Academy,"611 Norwich Avenue, Colchester, CT 06415",polling_place
CT,2012-11-06,town,Colchester,Colchester Town Hall,1-0,Colchester Town Hall,"127 Norwich Avenue, Colchester, CT 06415",polling_place
CT,2012-11-06,town,Colebrook,Colebrook Town Hall,1-0,Colebrook Town Hall,"562 Colebrook Road, Colebrook, CT 06021",polling_place
CT,2012-11-06,town,Columbia,H. W. Porter School,1-0,H. W. Porter School,"Schoolhouse Road, Columbia, CT 06237",polling_place
CT,2012-11-06,town,Cornwall,Town Hall,1-0,Town Hall,"26 Pine Street, Cornwall, CT 06753",polling_place
CT,2012-11-06,town,Coventry,Coventry Grammar School,2-0,Coventry Grammar School,"3453 Main St, Coventry, CT 06238",polling_place
CT,2012-11-06,town,Coventry,George H Robertson School,1-0,George H Robertson School,"227 Cross St, Coventry, CT 06238",polling_place
CT,2012-11-06,town,Cromwell,Cromwell High School,1-1,Cromwell High School,"34 Evergreen Rd, Cromwell, CT 06416",polling_place
CT,2012-11-06,town,Danbury,Broadview Middle School,3-7,Broadview Middle School,"72 Hospital Avenue, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Broadview Middle School,3-9,Broadview Middle School,"72 Hospital Avenue, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Danbury High School,1-9,Danbury High School,"43 Clapboard Ridge Rd, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Danbury High School Gym,1-10,Danbury High School Gym,"43 Clapboard Ridge Rd, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Danbury High School Gym,1-38,Danbury High School Gym,"43 Clapboard Ridge Rd, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Mill Ridge Intermediate School,7-2,Mill Ridge Intermediate School,"1 School Ridge Road, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Mill Ridge Intermediate School,7-10,Mill Ridge Intermediate School,"1 School Ridge Road, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Mill Ridge Intermediate School,7-38,Mill Ridge Intermediate School,"1 School Ridge Road, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Pembroke School Gym,2-8,Pembroke School Gym,"34 Pembroke Road - Route 37, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Pembroke School Gym,2-9,Pembroke School Gym,"34 Pembroke Road - Route 37, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Pembroke School Gym,2-38,Pembroke School Gym,"34 Pembroke Road - Route 37, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Park Avenue School Gym,6-2,Park Avenue School Gym,"82 Park Avenue, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Park Avenue School Gym,6-10,Park Avenue School Gym,"82 Park Avenue, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Shelter Rock School Gym,4-9,Shelter Rock School Gym,"2 Crows Nest Lane, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,Shelter Rock School Gym,4-10,Shelter Rock School Gym,"2 Crows Nest Lane, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,War Memorial Gym,5-2,War Memorial Gym,"1 Memorial Drive, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,War Memorial Gym,5-9,War Memorial Gym,"1 Memorial Drive, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Danbury,War Memorial Gym,5-10,War Memorial Gym,"1 Memorial Drive, Danbury, CT 06810",polling_place
CT,2012-11-06,town,Darien,District 1 / Ox Ridge School,1-0,District 1 / Ox Ridge School,"395 Mansfield Avenue, Darien, CT 06820",polling_place
CT,2012-11-06,town,Darien,District 3 / Holmes School,3-0,District 3 / Holmes School,"18 Hoyt Street, Darien, CT 06820",polling_place
CT,2012-11-06,town,Darien,District 4 / Hindley School,4-0,District 4 / Hindley School,"10 Nearwater Lane, Darien, CT 06820",polling_place
CT,2012-11-06,town,Darien,District 5 / Darien High School,5-0,District 5 / Darien High School,"80 High School Lane, Darien, CT 06820",polling_place
CT,2012-11-06,town,Darien,District 6 / Town Hall,6-0,District 6 / Town Hall,"2 Renshaw Road, Darien, CT 06820",polling_place
CT,2012-11-06,town,Darien,Tokeneke School,2-0,Tokeneke School,"7 Old Farm Road, Darien, CT 06820",polling_place
CT,2012-11-06,town,Deep River,Community Room Deep River Library,1-0,Community Room Deep River Library,"150 Main St., Deep River, CT 06417",polling_place
CT,2012-11-06,town,Derby,Bradley Elementary School,14-0,Bradley Elementary School,"155 David Humphrey Road, Derby, CT 06418",polling_place
CT,2012-11-06,town,Derby,Irving Elementary School,4-0,Irving Elementary School,"9 Garden Place, Derby, CT 06418",polling_place
CT,2012-11-06,town,Derby,Irving School-105,5-0,Irving School-105,"9 Garden Place, Derby, CT 06418",polling_place
CT,2012-11-06,town,Durham,Korn School 1,2-0,Korn School 1,"144 Pickett Lane, Durham, CT 06422",polling_place
CT,2012-11-06,town,Durham,Korn School 2,3-0,Korn School 2,"144 Pickett Lane, Durham, CT 06422",polling_place
CT,2012-11-06,town,Durham,Korn School 3,4-0,Korn School 3,"144 Pickett Lane, Durham, CT 06422",polling_place
CT,2012-11-06,town,East Granby,East Granby Community Center-1,1-0,East Granby Community Center-1,"20 Center St, East Granby, CT 06026",polling_place
CT,2012-11-06,town,East Haddam,Nathan Hale Ray High School,1-0,Nathan Hale Ray High School,"15 School Dr, Moodus, CT 06469",polling_place
CT,2012-11-06,town,East Hampton,East Hampton High School,1-0,East Hampton High School,"15 North Maple Street, East Hampton, CT 06424",polling_place
CT,2012-11-06,town,East Hartford,Anna Norris School,1-0,Anna Norris School,"40 Remington Road, East Hartford, CT 06108",polling_place
CT,2012-11-06,town,East Hartford,Goodwin School,6-0,Goodwin School,"1235 Forbes Street, East Hartford, CT 06118",polling_place
CT,2012-11-06,town,East Hartford,Hockanum School,5-0,Hockanum School,"191 Main Street, East Hartford, CT 06118",polling_place
CT,2012-11-06,town,East Hartford,Langford School,2-0,Langford School,"61 Alps Drive, East Hartford, CT 06108",polling_place
CT,2012-11-06,town,East Hartford,Mayberry School,3-0,Mayberry School,"101 Great Hill Road, East Hartford, CT 06108",polling_place
CT,2012-11-06,town,East Hartford,Silver Lane School,4-0,Silver Lane School,"15 Mercer Avenue, East Hartford, CT 06118",polling_place
CT,2012-11-06,town,East Hartford,Saint Christopher Church Hall,7-0,Saint Christopher Church Hall,"544 Brewer Street, East Hartford, CT 06118",polling_place
CT,2012-11-06,town,East Haven,Deer Run School 3,3-0,Deer Run School 3,"311 Foxon Rd, Route 80, East Haven, CT 06513",polling_place
CT,2012-11-06,town,East Haven,Deer Run School 3-S,3-3,Deer Run School 3-S,"311 Foxon Rd, Route 80, East Haven, CT 06513",polling_place
CT,2012-11-06,town,East Haven,East Farm Village 1-S,1-3,East Farm Village 1-S,"55-65 Messina Drive, East Haven, CT 06512",polling_place
CT,2012-11-06,town,East Haven,Hays School 5,5-0,Hays School 5,"1 Maple Street, East Haven, CT 06512",polling_place
CT,2012-11-06,town,East Haven,Momauguin School 2,2-0,Momauguin School 2,"93 Cosey Beach Road, East Haven, CT 06512",polling_place
CT,2012-11-06,town,East Haven,Overbrook School 4,4-0,Overbrook School 4,"54 Gerrish Avenue, East Haven, CT 06512",polling_place
CT,2012-11-06,town,East Haven,Tuttle School 1,1-0,Tuttle School 1,"108 Prospect Road, East Haven, CT 06512",polling_place
CT,2012-11-06,town,East Haven,Woodview 5-S,5-3,Woodview 5-S,"1270 North High Street, East Haven, CT 06512",polling_place
CT,2012-11-06,town,East Lyme,East Lyme High School,1-0,East Lyme High School,"30 Chesterfield Road, East Lyme, CT 06333",polling_place
CT,2012-11-06,town,East Lyme,East Lyme Community Center,2-0,East Lyme Community Center,"37 Society Road, Niantic, CT 06357",polling_place
CT,2012-11-06,town,East Lyme,East Lyme Community Center,3-0,East Lyme Community Center,"37 Society Road, Niantic, CT 06357",polling_place
CT,2012-11-06,town,East Windsor,Town Hall Annex,1-0,Town Hall Annex,"25 School Street, East Windsor, CT 06088",polling_place
CT,2012-11-06,town,East Windsor,Town Hall Annex,1-2,Town Hall Annex,"25 School Street, East Windsor, CT 06088",polling_place
CT,2012-11-06,town,East Windsor,Town Hall,2-0,Town Hall,"11 Rye Street, Broad Brook, CT 06016",polling_place
CT,2012-11-06,town,Eastford,Eastford Town Hall-Lower Level,1-0,Eastford Town Hall-Lower Level,"16 Westford Road, Eastford, CT 06242",polling_place
CT,2012-11-06,town,Easton,Samuel Staples School,1-0,Samuel Staples School,"515 Morehouse Rd, Easton, CT 06612",polling_place
CT,2012-11-06,town,Ellington,Crystal Lake School,2-0,Crystal Lake School,"284 Sandy Beach Road, Ellington, CT 06029",polling_place
CT,2012-11-06,town,Ellington,Ellington High School,1-0,Ellington High School,"37 Maple Street, Ellington, CT 06029",polling_place
CT,2012-11-06,town,Enfield,Enfield High School,58-0,Enfield High School,"1264 Enfield Street, Enfield, CT 06082",polling_place
CT,2012-11-06,town,Enfield,J F K Middle School District,59-0,J F K Middle School District,"155 Raffia Road, Enfield, CT 06082",polling_place
CT,2012-11-06,town,Essex,Essex Town Hall 01,1-0,Essex Town Hall 01,"29 West Avenue, Essex, CT 06426",polling_place
CT,2012-11-06,town,Essex,Essex Town Hall 02,2-0,Essex Town Hall 02,"29 West Avenue, Essex, CT 06426",polling_place
CT,2012-11-06,town,Fairfield,Dwight School,3-32,Dwight School,"1600 Redding Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Dwight School,3-34,Dwight School,"1600 Redding Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Fairfield Senior Center,1-32,Fairfield Senior Center,"100 Mona Terrace, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Fairfield Warde High School,6-32,Fairfield Warde High School,"755 Melville Avenue, Fairfield, CT 06825",polling_place
CT,2012-11-06,town,Fairfield,Fairfield Warde High School,6-33,Fairfield Warde High School,"755 Melville Avenue, Fairfield, CT 06825",polling_place
CT,2012-11-06,town,Fairfield,Fairfield Ludlowe High School,9-32,Fairfield Ludlowe High School,"785 Unquowa Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Holland Hill School,8-32,Holland Hill School,"105 Meadowcroft Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Holland Hill School,8-33,Holland Hill School,"105 Meadowcroft Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Holland Hill School,8-34,Holland Hill School,"105 Meadowcroft Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Mc Kinley School,5-32,Mc Kinley School,"60 Thompson Street, Fairfield, CT 06825",polling_place
CT,2012-11-06,town,Fairfield,Mc Kinley School,5-33,Mc Kinley School,"60 Thompson Street, Fairfield, CT 06825",polling_place
CT,2012-11-06,town,Fairfield,North Stratfield School,7-33,North Stratfield School,"190 Putting Green Road, Fairfield, CT 06825",polling_place
CT,2012-11-06,town,Fairfield,North Stratfield School,7-34,North Stratfield School,"190 Putting Green Road, Fairfield, CT 06825",polling_place
CT,2012-11-06,town,Fairfield,Osborn Hill School,4-32,Osborn Hill School,"760 Stillson Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Osborn Hill School,4-33,Osborn Hill School,"760 Stillson Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Osborn Hill School,4-34,Osborn Hill School,"760 Stillson Road, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Roger Sherman School,10-32,Roger Sherman School,"250 Fern Street, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Roger Sherman School,10-33,Roger Sherman School,"250 Fern Street, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Saint Pius X School,2-32,Saint Pius X School,"834 Brookside Drive, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Saint Pius X School,2-33,Saint Pius X School,"834 Brookside Drive, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Fairfield,Saint Pius X School,2-34,Saint Pius X School,"834 Brookside Drive, Fairfield, CT 06824",polling_place
CT,2012-11-06,town,Farmington,"Community Center - District 2, Precinct 6",2-6,"Community Center - District 2, Precinct 6","321 New Britain Avenue, Unionville, CT 06085",polling_place
CT,2012-11-06,town,Farmington,"Irving Robbins School - District 1, Precinct 1",1-1,"Irving Robbins School - District 1, Precinct 1","20 Wolf Pit Road, Farmington, CT 06032",polling_place
CT,2012-11-06,town,Farmington,"Irving Robbins School - District 1, Precinct 2",1-2,"Irving Robbins School - District 1, Precinct 2","20 Wolf Pit Road, Farmington, CT 06032",polling_place
CT,2012-11-06,town,Farmington,"Irving Robbins School - District 1, Precinct 3",1-3,"Irving Robbins School - District 1, Precinct 3","20 Wolf Pit Road, Farmington, CT 06032",polling_place
CT,2012-11-06,town,Farmington,"Irving Robbins School - District 1, Precinct 4",1-4,"Irving Robbins School - District 1, Precinct 4","20 Wolf Pit Road, Farmington, CT 06032",polling_place
CT,2012-11-06,town,Farmington,"Municipal Buildngs - F. H. S. , Library, Town Hall",2-7,"Municipal Buildngs - F. H. S. , Library, Town Hall","1 Monteith Drive, Farmington, CT 06085",polling_place
CT,2012-11-06,town,Farmington,"West Woods School - District 1, Precinct 5",1-5,"West Woods School - District 1, Precinct 5","50 Judson Lane, Farmington, CT 06032",polling_place
CT,2012-11-06,town,Franklin,Franklin Town Hall,1-0,Franklin Town Hall,"7 Meetinghouse Hill Road, Franklin, CT 06254",polling_place
CT,2012-11-06,town,Glastonbury,District 1 - Smith Middle School,1-0,District 1 - Smith Middle School,"216 Addison Road, Glastonbury, CT 06033",polling_place
CT,2012-11-06,town,Glastonbury,District 2 - Hebron Avenue School,2-0,District 2 - Hebron Avenue School,"1363 Hebron Avenue, Glastonbury, CT 06033",polling_place
CT,2012-11-06,town,Glastonbury,District 3 - Hebron Avenue School,3-0,District 3 - Hebron Avenue School,"1363 Hebron Avenue, Glastonbury, CT 06033",polling_place
CT,2012-11-06,town,Glastonbury,District 4 - Gideon Welles School,4-0,District 4 - Gideon Welles School,"1029 Neipsic Road, Glastonbury, CT 06033",polling_place
