state,county_name,precinct_name,precinct_id,name,address
VA,,224 - SOUTH LAKES,224,SOUTH LAKES HIGH SCHOOL,11400 S Lakes Dr Reston VA  20191-4102
VA,,733 - KILMER,733,KILMER MIDDLE SCHOOL,8100 Wolftrap Rd Vienna VA  22182-5156
VA,,305 - DOWNTOWN,305,Fire Station #1,201 33rd St Newport News VA 23607
VA,,202 - GEORGE MASON SCHOOL,202,GEORGE MASON SCHOOL,2601 Cameron Mills Rd Alexandria VA  22302-2804
VA,,734 - HUNTERS BRANCH,734,REGENT'S PARK CLUB HOUSE,9333 CLOCKTOWER PLACE FAIRFAX VA 22031
VA,,302 - POWHATAN B,302,LAFAYETTE HIGH SCHOOL,4460 Longhill Rd Williamsburg VA 23188
VA,,701 - BLAKE,701,OAKTON HIGH SCHOOL,2900 Sutton Rd Vienna VA  22181-6109
VA,,805 - FAIRFAX STATION,805,SAINT PETERS IN THE WOODS CHURCH,5911 FAIRVIEW WOODS DRIVE Fairfax Station VA 22039
VA,,301 - BENT MOUNTAIN,301,BENT MTN FIRE STATION,9606 Bent Mountain Rd Bent Mountain VA  24059-2358
VA,,511 - CROSSROADS,511,CROSSROADS COMMUNITY CENTER,8019 Old Ocean View Road Norfolk VA 23505
VA,,802 - CEDAR LAKE,802,VIRGINIA DEPT OF TRANSPORTATION BLDG,4975 ALLIANCE DRIVE FAIRFAX VA 22030
VA,,009 - TRANTWOOD,009,VA BEACH CHRISTIAN CHURCH,2225 Rose Hall Dr Virginia Beach VA  23454-1912
VA,,721 - MERRIFIELD,721,LUTHER JACKSON MIDDLE SCHOOL,3020 Gallows Rd Falls Church VA  22042-1010
VA,,106 - KERSEY CREEK,106,KERSEY CREEK ELEM SCHOOL,10004 LEARNING LANE Mechanicsville VA 23116
VA,,302 - PRECINCT 3-A,302,BELFIELD POLLING PLACE,20 Robinson Ln Emporia VA  23847-8055
VA,,103 - MAGRUDER,103,GRIFFIN-YEATES CENTER,1490 Government Rd Williamsburg VA  23185-5702
VA,,005 - PRECINCT #5,005,MARTINSVILLE CITY SCHOOLS ADM OFFICES,746 Indian Trl Martinsville VA  24112-4520
VA,,803 - CLIFTON,803,CLIFTON PRESBYTERIAN CHURCH,12748 RICHARDS LANE Clifton VA 20124
VA,,305 - COUNTRY GREEN,305,BEREAN BAPTIST CHURCH,1284 Sunset Avenue Ext Charlottesville VA  22903-7862
VA,,302 - TANNERS CREEK,302,TANNERS CRK ELEMENTARY SCHOOL,1335 Longdale Dr Norfolk VA  23513-4741
VA,,824 - ORANGE,824,ORANGE HUNT ELEM SCHOOL,6820 Sydenstricker Rd Springfield VA  22152-2642
VA,,201 - DRAPER,201,DRAPER FIRE DEPARTMENT,4380 Academy St Draper VA  24324-3012
VA,,063 - CULVER,063,OCEAN LAKES HIGH SCHOOL,885 Schumann Dr Virginia Beach VA  23454-6878
VA,,804 - COLCHESTER,804,MOTT COMMUNITY CENTER,12111 BRADDOCK ROAD FAIRFAX VA 22030
VA,,403 - VESUVIUS,403,VESUVIUS COMMUNITY HALL,53 Tye Pine Ave Vesuvius VA  24483-2318
VA,,731 - TYSONS,731,PROVIDENCE COMMITTEE MEETING ROOM,7921 JONES BRANCH DRIVE Mc Lean VA 22102
VA,,002 - EASTERN,002,TRINITY UNITED METHODIST CH,1294 Poquoson Ave Poquoson VA  23662-1849
VA,,801 - BURKE,801,WEST SPRINGFIELD HIGH SCHOOL,6100 Rolling Rd Springfield VA  22152-1515
VA,,201 - BEAVERDAM,201,BEAVERDAM ELEM SCHOOL,15485 Beaverdam School Rd Beaverdam VA  23015-1306
VA,,027 - RALEIGH COURT 3,027,PATRICK HENRY HIGH SCHOOL,2102 Grandin Rd SW Roanoke VA  24015-3528
VA,,203 - CLOVER,203,MT LAUREL RURITAN CLUB BLDG,5124 Mount Laurel Rd Clover VA  24534-3060
VA,,104 - FALLS MILLS,104,FALLS MILLS CHRISTIAN CHURCH FELLOWSHIP HALL,14836 MUDFORK ROAD FALLS MILLS VA  24613-9371
VA,,203 - INDEPENDENCE,203,GRAYSON COUNTY HIGH SCHOOL,EAST MAIN STREET independence VA 24348
VA,,501 - MAPPSVILLE,501,KEGOTANK ELEMENTARY SCHOOL,13300 Lankford Hwy Hallwood VA  23359-2313
VA,,102 - EAST CENTRAL,102,SPOTSWOOD ELEMENTARY SCHOOL,400 MOUNTAIN VIEW DRIVE HARRISONBURG VA 22801
VA,,726 - MAGARITY,726,WESTGATE ELEMENTARY SCHOOL,7500 Magarity Rd Falls Church VA  22043-1010
VA,,028 - RALEIGH COURT 4,028,LAKELAND MASONIC LODGE #190,2742 GRANDIN ROAD SW ROANOKE VA 24015
VA,,807 - HUNT VALLEY,807,HUNT VALLEY ELEMENTARY SCHOOL,7107 SYDENSTRICKER ROAD SPRINGFIELD VA 22152
VA,,502 - MEADOWVIEW,502,FAITH MOUNTAIN BAPTIST CHURCH,270 Valley Pike Lexington VA  24450-3313
VA,,201 - CLAYS MILL,201,BETHEL COMMUNITY RURITAN CLUB,1051 HUNDLEY RD SCOTTSBURG VA 24589
VA,,101 - BRIDLE CREEK,101,GRACE FREEWILL BAPTIST CHURCH,6211 WILSON HWY independence VA 24348
VA,,801 - SOUTH BOSTON EAST,801,NATIONAL GUARD ARMORY,701 Hamilton Blvd Lowr LEVEL South Boston VA  24592-5211
VA,,051 - STRATFORD CHASE,051,COMMUNITY U METHODIST CHURCH,1072 Old Kempsville Rd Virginia Beach VA  23464-5561
VA,,730 - PENDERBROOK,730,PENDERBROOK COMMUNITY CENTER,3704 Golf Trail Ln Fairfax VA  22033-2603
VA,,825 - CHERRY RUN,825,CHERRY RUN ELEMENTARY SCHOOL,9732 Ironmaster Dr Burke VA  22015-4174
VA,,503 - EAST PENNINGTON GAP,503,PENNINGTON MIDDLE SCHOOL,E MORGAN AVENUE Pennington Gap VA 24277
VA,,833 - WHITE OAKS,833,WHITE OAKS ELEMENTARY SCHOOL,6130 Shiplett Blvd Burke VA  22015-3437
VA,,827 - IRVING,827,IRVING MIDDLE SCHOOL,8100 Old Keene Mill Rd Springfield VA  22152-1842
VA,,107 - PLAINS,107,PLAINS DISTRICT COMMUNITY CENTER,233 MCCAULEY DR TIMBERVILLE VA  22853-9507
VA,,811 - POHICK,811,ST ANDREWS EPISCOPAL CHURCH,6509 Sydenstricker Rd Burke VA  22015-4210
VA,,303 - RIVERBEND,303,RIVERBEND HIGH SCHOOL,12301 Spotswood Furnace Rd Fredericksburg VA 22407
VA,,843 - FAIR LAKES,843,ST PAUL CHUNG CATHOLIC CHURCH,4712 Rippling Pond Dr Fairfax VA  22033-5081
VA,,234 - ALDRIN,234,ALDRIN ELEMENTARY SCHOOL,11375 Center Harbor Rd Reston VA  20194-2061
VA,,402 - CHURCHVILLE ELEMENTARY,402,CHURCHVILLE ELEMENTARY SCHOOL,3710 Churchville Ave Churchville VA 24421
VA,,001 - FIRST,001,COMMUNITY BUILDING,157 Roanoke Ave Colonial Heights VA  23834-3244
VA,,851 - WILLOW SPRINGS,851,WILLOW SPRINGS ELEM SCHOOL,5400 Willow Springs School Rd Fairfax VA  22030-6300
VA,,812 - VALLEY,812,ROLLING VALLEY ELEM SCHOOL,6703 Barnack Dr Springfield VA  22152-3314
VA,,504 - ROBERTS D,504,RAWLS BYRD ELEMENTARY SCHOOL,112 Laurel Ln Williamsburg VA 23185
VA,,204 - WELLESLEY,204,The Hidenwood Retirement Community,50 Wellesley Dr Newport News VA 23606
VA,,402 - PROVIDENCE,402,NEW RIVER WILDLIFE CENTER,7107 RIVERSIDE DRIVE fries VA 24330
VA,,403 - KNIGHTS OF COLUMBUS BLDG,403,KNIGHTS OF COLUMBUS BUILDING,201 Sweeney Cir Forest VA  24551-1432
VA,,846 - GREENBRIAR EAST,846,GREENBRIAR EAST ELEM SCHOOL,13006 Point Pleasant Dr Fairfax VA  22033-3519
VA,,302 - POAGES MILL,302,BACK CREEK ELEM SCHOOL,7130 Bent Mountain Rd Roanoke VA  24018-5710
VA,,402 - JEWELL RIDGE,402,JEWELL RIDGE ELEMENTARY SCHOOL,1178 Jewell Main Rd Jewell Ridge VA 24622
VA,,838 - SANGSTER,838,SANGSTER ELEMENTARY SCHOOL,7420 Reservation Dr Springfield VA  22153-1327
VA,,411 - HUNTON Y,411,HUNTON YMCA,1139 E. Charlotte St Norfolk VA  23504-4213
VA,,201 - LOCKETT,201,RICE FIRE HOUSE,948 Rices Depot Rd Rice VA  23966-2224
VA,,417 - GARFIELD,417,GARFIELD ELEMENTARY SCHOOL,7101 Old Keene Mill Rd Springfield VA  22150-3536
VA,,401 - SCOTTSVILLE,401,SCOTTSVILLE ELEMENTARY SCHOOL,7868 Scottsville Rd Scottsville VA  24590-3963
VA,,502 - PINEVILLE,502,FINE CREEK BAPTIST CHURCH,3619 Huguenot Trl Powhatan VA  23139-4225
VA,,105 - PETERS CREEK,105,GLEN COVE ELEM. SCHOOL,5901 Cove Rd Roanoke VA  24019-2403
VA,,201 - RUCKERSVILLE,201,RUCKERSVILLE FIRE STATION,50 Sassafras Lane RUCKERSVILLE VA 22968
VA,,204 - SOUTH JONESVILLE,204,JONESVILLE MIDDLE SCHOOL,HWY 58 Jonesville VA 24263
VA,,003 - BEVERLY HEIGHTS,003,FORT LEWIS CHRISTIAN CHURCH,2931 W Main St Salem VA  24153-2061
VA,,107 - TROUTDALE,107,TROUTDALE FIRE/RESCUE SQUAD,291 RIPSHIN ROAD troutdale VA 24378
VA,,201 - NORTHWEST,201,WATERMAN ELEMENTARY SCHOOL,451 CHICAGO AVE HARRISONBURG VA  22802-2203
VA,,901 - CENTRE RIDGE,901,CENTRE RIDGE ELEMENTARY SCHOOL,14400 New Braddock Rd Centreville VA  20121-1605
VA,,202 - EDOM,202,LINVILLE-EDOM RURITAN HALL,3752 LINVILLE EDOM RD LINVILLE VA  22834-2343
VA,,108 - COMERS ROCK,108,COMERS ROCK COMMUNITY CENTER,692 MT ZION ROAD elk creek VA 24326
VA,,102 - TIP TOP,102,TIP TOP METHODIST CHURCH,133 Holiday Rd North Tazewell VA  24630-8104
VA,,709 - MOSBY,709,MOSBY WOODS ELEMENTARY SCHOOL,9819 Five Oaks Rd Fairfax VA  22031-1026
VA,,405 - GROVETON,405,GROVETON ELEMENTARY SCHOOL,6900 HARRISON LANE Alexandria VA 22306
VA,,003 - PRECINCT #3,003,VA MUSEUM OF NATURAL HISTORY,21 Starling Avenue Martinsville VA  24112-4717
VA,,705 - MT CROSS,705,MT CROSS FIRE STATION,4812 Mount Cross Rd Danville VA  24540-5330
VA,,201 - PRECINCT 2-1,201,COPLE ELEMENTARY SCHOOL,7114 Cople Hwy Hague VA  22469-2525
VA,,502 - DAN RIVER,502,SOUTH BOSTON FIRE STATION,403 Broad St South Boston VA  24592-3223
VA,,050 - CRYSTAL PLAZA,050,CRYSTAL PLAZA,2111 Jefferson Davis Hwy Arlington VA 22202
VA,,103 - FLAT ROCK,103,ST JOHN NEUMANN CATHOLIC CHUR,2480 Batterson Rd Powhatan VA  23139-7513
VA,,038 - BAILEY CREEK,038,TAYLOR ROAD BAPTIST CHURCH,2509 Taylor Rd Chesapeake VA  23321-2203
VA,,105 - ONE HUNDRED FIVE,105,MARY MUNFORD SCHOOL,211 Westmoreland St Richmond VA  23226-1331
VA,,604 - SWANSONVILLE,604,KATIE'S INC STORE,15473 Franklin Tpke Dry Fork VA  24549-3623
VA,,103 - PLANK ROAD,103,NATURAL BRIDGE FIREHOUSE,5705 S Lee Hwy Natural Bridge VA  24578-3545
VA,,302 - FAIRVIEW,302,FAIRVIEW ELEMENTARY SCHOOL,2323 FAIRVIEW ROAD galax VA 24333
VA,,401 - POWHATAN COURTHOUSE,401,COMPANY #1 VOL FIRE DEPARTMENT,3971 Old Buckingham Rd Powhatan VA  23139-5723
VA,,102 - ROCKY RUN,102,ROCKY RUN ELEMENTARY SCHOOL,95 Reservoir Rd Fredericksburg VA  22406-7241
VA,,013 - WILLIAMSON ROAD 4,013,ROUNDHILL PRIMARY SCHOOL,2020 Oakland Blvd NW Roanoke VA  24012-3908
VA,,703 - FORT BUFFALO,703,JAMES LEE COMMUNITY CENTER,2855 Annandale Rd # A Falls Church VA  22042-2260
VA,,503 - DREW,503,DREW MIDDLE SCHOOL,501 Cambridge St Fredericksburg VA  22405-1421
VA,,905 - FRANKLIN,905,FRANKLIN MIDDLE SCHOOL,3300 Lees Corner Rd Chantilly VA  20151-3105
VA,,702 - ONLEY,702,ONLEY VOLUNTEER FIRE AND RESCUE COMPANY,25489 MAPLE ST Onley VA 23418
VA,,203 - SECOND WARD THIRD PRECINCT,203,JUBILEE FAMILY CTR,1512 Florida Ave Lynchburg VA  24501-4112
VA,,405 - CALE,405,PAUL H CALE ELEMENTARY SCHOOL,1757 Avon Street Ext Charlottesville VA  22902-8708
VA,,708 - MARSHALL,708,MARSHALL HIGH SCHOOL,7731 Leesburg Pike Falls Church VA  22043-2405
VA,,024 - RALEIGH COURT 1,024,VIRGINIA HEIGHTS SCHOOL,1210 Amherst St SW Roanoke VA  24015-2016
VA,,304 - VERNON HILL,304,OAK LEVEL FIRE STATION,2019 Oak Level Rd Halifax VA  24558-2369
VA,,201 - SINGERS GLEN,201,SINGERS GLEN COMMUNITY CENTER,9434 SINGERS GLEN RD SINGERS GLEN VA  22850-2401
VA,,850 - SOUTH RUN,850,SOUTH RUN RECREATION CENTER,7550 Reservation Dr Springfield VA  22153-1356
VA,,501 - WARD FIVE,501,PATRICK COPELAND SCHOOL,400 Westhill Rd Hopewell VA  23860-4148
VA,,106 - RUGBY,106,RUGBY RESCUE FIRE BUILDING,53 RUgBY ROAD mouth of wilson VA 24363
VA,,104 - COLLEGE,104,University Mary Washington - Stafford,121 UNIVERSITY BLVD Stafford VA 22406
VA,,052 - HOMESTEAD,052,PROVIDENCE PRESBYTERIAN CHURCH,5497 Providence Rd Virginia Beach VA  23464-4124
VA,,701 - HYCO,701,CLUSTER SPG FIRE DEPT COMM CTR,1011 Black Walnut Church Rd Alton VA  24520-3071
VA,,102 - LIBERTY,102,LIBERTY FIRE STATION,4070 Liberty Rd Nathalie VA  24577-2546
VA,,203 - NORTH JONESVILLE,203,OLD JONESVILLE ELEM SCHOOL,INSTITUTE ST Jonesville VA 24263
VA,,302 - MEADVILLE,302,BANISTER STAUNTON RIVER & SUNNYSIDE BAPTIST CTR.,7114 Chatham Rd NATHALIE VA 24577
VA,,402 - KEELING,402,KEELING VOL FIRE DEPARTMENT,2133 Oak Grove Rd Keeling VA  24566-3151
VA,,202 - HIGHLAND BELLE,202,Kerrs Creek Fire House,2880 W Midland TRL Lexington VA 24450
VA,,702 - SUNSHINE,702,SUNSHINE FURNITURE COMPANY,13695 Highway Forty Seven Chase City VA  23924-3433
VA,,301 - GRIFFIS,301,Anne E Moncure Elementary,75 Moncure Stafford VA 22554
VA,,603 - SMITH CROSSROADS,603,TRINITY UNITED METHODIST CHURCH,1072 Trinity Church Rd South Hill VA  23970-5800
VA,,240 - COLVIN,240,THE CAPITAL CHURCH,10233 Leesburg Pike Vienna VA  22182-1330
VA,,502 - CHICKAHOMINY RIVER,502,EBENEZER BAPTIST CHURCH,14410 ROCKAHOCK RD LANEXA VA  23089-5804
VA,,301 - WATKINS,301,GEORGE W WATKINS ELEM SCHOOL,6501 New Kent Hwy Quinton VA  23141-2632
VA,,102 - EWING,102,EWING ELEMENTARY SCHOOL,US 58 Ewing VA 24248
VA,,303 - CARVER,303,CARVER ELEM SCHOOL,6160 Jefferson Ave Newport News VA  23605-1556
VA,,701 - CHASE CITY,701,CHASE CITY VOL FIRE DEPT,213 E 2nd St Chase City VA  23924-1629
VA,,012 - PLAZA,012,LYNNHAVEN ELEMENTARY SCHOOL,210 Dillon Dr Virginia Beach VA  23452-6702
VA,,502 - BIG ISLAND ELEM SCHOOL,502,BIG ISLAND ELEM SCHOOL,1114 Schooldays Rd Big Island VA  24526-2926
VA,,301 - THIRD WARD FIRST PRECINCT,301,PETERSBURG HIGH SCHOOL GYMNASIUM,3101 JOHNSON ROAD PETERSBURG VA 23805
VA,,405 - LINDENWOOD,405,WILLIAM BYRD HIGH SCHOOL,2902 E Washington Ave Vinton VA  24179-1314
VA,,402 - MOUNTAIN VIEW,402,KELLY HALL NERIAH BAPT CHURCH,1891 Old Buena Vista Rd Buena Vista VA  24416-4310
VA,,301 - SPERRYVILLE,301,SPERRYVILLE FIRE HALL,11871 Lee Hwy Sperryville VA  22740-2127
VA,,025 - AVALON,025,AVALON CHURCH OF CHRIST,844 Woodstock Rd Virginia Beach VA  23464-2123
VA,,202 - PRECINCT B-2,202,C'BURG CHURCH OF THE BRETHREN,310 S Franklin St Christiansburg VA  24073-3504
VA,,218 - WILLARD,218,WILLARD MODEL SCHOOL/LAKEWOOD,1511 Willow Wood Dr Norfolk VA  23509-1307
VA,,312 - NEWSOME PARK,312,NEWSOME PARK ELEM SCHOOL,4200 Marshall Ave Newport News VA  23607-2302
VA,,702 - PRECINCT G-2,702,GILBERT LINKOUS ELEMENTARY SCH,813 Toms Creek Rd Blacksburg VA  24060-3251
VA,,328 - HICKORY,328,GREAT FALLS LIBRARY,9830 Georgetown Pike Great Falls VA  22066-2634
VA,,215 - WARWICK,215,WARWICK RECREATION CENTER,29 Copeland Ln Newport News VA  23601-2309
VA,,602 - UNION LEVEL,602,BUCKHORN FIRE STATION,5972 UNION LEVEL UNION LEVEL VA 23973
VA,,604 - LAKE GASTON,604,LAKE GASTON VOL FIRE DEPT,7609 Highway Nine O Three Bracey VA  23919-2018
VA,,803 - WACHAPREAGUE,803,Wachapreague Firehouse,1 High ST Wachapreague VA 23480
VA,,301 - PRECINCT 3-1,301,AMERICAN LEGION BUILDING,935 ARMORY DR FRANKLIN VA 23851
VA,,902 - NINE HUNDRED TWO,902,E S H GREENE SCHOOL,1745 Catalina Dr Richmond VA  23224-4821
VA,,602 - PRECINCT F-2,602,BLACKSBURG MIDDLE/HIGH SCHOOL,3109 Prices Fork Rd Blacksburg VA  24060-3727
VA,,503 - PRECINCT E-3,503,VA TECH/MONTGOMERY EXECUTIVE AIRPORT,1601 TECH CENTER DRIVE BLACKSBURG VA 24060
VA,,406 - MOUNT PLEASANT,406,MOUNT PLEASANT ELEM. SCHOOL,3216 Mount Pleasant Blvd Roanoke VA  24014-5420
VA,,304 - CLEVELAND,304,CLEVELAND TOWN HALL,35 Riverview Terrace Dr Cleveland VA  24225-7147
VA,,802 - BLUESTONE,802,GATORS GENERAL SUPPLY,21860 Highway Forty Nine Skipwith VA  23968-1714
VA,,505 - STONY RUN,505,MCGAHEYSVILLE FIRE CO BUILDING,65 STOVER DR MCGAHEYSVILLE VA  22840-9741
VA,,201 - QUINTON,201,ST ELIZABETH ANN SETON CHURCH,2631 Pocahontas Trl Quinton VA  23141-1350
VA,,413 - FAIRFIELD,413,MT VERNON WOODS ELEM SCHOOL,4015 Fielding St Alexandria VA  22309-1403
VA,,502 - PRECINCT E-2,502,LONGSHOP MCCOY FIRE DEPARTMENT,5770 McCoy Rd Blacksburg VA  24060-0946
VA,,703 - JOHN BATTLE,703,JOHN BATTLE HIGH SCHOOL,21264 Battle Hill Dr Bristol VA  24202-4340
VA,,701 - ONANCOCK,701,ONANCOCK MUNICIPAL BUILDING,15 North St Onancock VA  23417-1921
VA,,101 - ROCKFISH,101,ROCKFISH VALLEY FIRE DEPT BLDG,11100 ROCKFISH VALLEY HIGHWAY AFTON VA 22920
VA,,201 - BLACKWATER,201,BLACKWATER FIRE DEPARTMENT,RD 604 Blackwater VA 24221
VA,,106 - CORA KELLY CENTER,106,CORA KELLY CENTER,25 W Reed Ave Alexandria VA  22305-2427
VA,,503 - FIVE HUNDRED THREE,503,MAYMONT SCHOOL,1211 S Allen Ave Richmond VA  23220-6703
VA,,601 - PRECINCT F-1,601,LUTHER MEMORIAL LUTHERN CHURCH,600 Prices Fork Rd Blacksburg VA  24060-3225
VA,,039 - LAKE DRUMMOND,039,LAKE DRUMMOND MASONIC LODGE,509 George Washington Hwy N Chesapeake VA  23323-2009
VA,,102 - TUNSTALL,102,HOPEWELL CHURCH,5061 Hopewell Rd New Kent VA  23124-3303
VA,,302 - PORT REPUBLIC,302,SOUTH RIVER ELEM SCHOOL,2101 ELM AVE GROTTOES VA 24441
VA,,502 - NELLYSFORD,502,TUCKAHOE CLUBHOUSE,37 STONE ORCHARD DR NELLYSFORD VA 22958
VA,,403 - MOUNTCASTLE,403,MT CALVARY CHURCH INTERNATIONAL,5200 Mountcastle Rd Providence Forge VA 23140
VA,,214 - VIENNA #2,214,VIENNA COMMUNITY CENTER,120 Cherry St SE Vienna VA  22180-5722
VA,,806 - EIGHT HUNDRED SIX,806,HICKORY HILL COMMUNITY CENTER,3000 Belt Blvd Richmond VA  23234-1516
VA,,002 - BERKELEY,002,WILLIAMSBURG UNITED METHODIST CHURCH,500 JAMESTOWN ROAD Williamsburg VA 23185
VA,,101 - SALUDA,101,PUBLIC MTG RM COOKS CORNER,2911 GENERAL PULLER HWY SALUDA VA  23149-3052
VA,,038 - THIRTY-EIGHT,038,GROVE BAPTIST CHURCH,5910 W Norfolk Rd Portsmouth VA  23703-3327
VA,,903 - CLARKSVILLE,903,CLARKSVILLE COMMUNITY CENTER,103 Woodland Dr Clarksville VA  23927-9028
VA,,502 - PETERS SWITCH,502,SHARON FIREHOUSE,3910 Longdale Furnace Rd Clifton Forge VA  24422-3503
VA,,202 - SECOND WARD SECOND PRECINCT,202,ROBERT S PAYNE SCHOOL,1201 Floyd St Lynchburg VA  24501-1913
VA,,003 - OCEAN LAKES,003,OCEAN LAKES ELEMENTARY SCHOOL,1616 Upton Dr Virginia Beach VA  23454-5730
VA,,201 - NEW MARKET,201,MIDDLESEX VOLUNTEER RESCUE SQUAD BLDG,17684 GENERAL PULLER HWY DELTAVILLE VA 23043
VA,,026 - RALEIGH COURT 2,026,WOODROW WILSON MIDDLE SCHOOL,1813 Carter Rd SW Roanoke VA  24015-2645
VA,,010 - HIDDEN VALLEY,010,BETHEL BAPTIST CHURCH,1601 S Colorado St Salem VA  24153-6922
VA,,101 - PRECINCT 1-1,101,TRINITY UMC FELLOWSHIP HALL,410 TAZEWELL AVE Cape Charles VA 23310
VA,,204 - MT CLINTON,204,MOUNTAIN VIEW ELEM SCHOOL,2800 RAWLEY PK HARRISONBURG VA  22801-4611
VA,,501 - PRECINCT E-1,501,ST MICHAELS LUTHERAN CHURCH,2308 Merrimac Rd Blacksburg VA  24060-3756
VA,,810 - EIGHT HUNDRED TEN,810,SOUTHSIDE SOCIAL SERVICE CNTR,4100 HULL STREET richmond VA  23224-1727
VA,,301 - WARD THREE,301,DUPONT SCHOOL,300 S 18th Ave Hopewell VA  23860-3653
VA,,201 - PRECINCT 2-1,201,AMERICAN LEGION POST 56,21210 SOUTH BAYSIDE RD CHERITON VA 23316
VA,,114 - MONUMENT HILLS,114,TUCKAHOE PRESBYTERIAN CHURCH,7000 Park Ave Richmond VA  23226-3624
VA,,102 - CEDAR POINT,102,CEDAR POINT ELEMENTARY SCHOOL,12601 Braemar Pkwy Bristow VA  20136-3079
VA,,204 - PRECINCT B-4,204,CHRISTIANSBURG RECREATION CENTER,1600 N FRANKLIN ST Christiansburg VA 24073
VA,,401 - ROSELAND,401,ROSELAND RESCUE SQUAD BUILDING,7745 Patrick Henry Hwy Roseland VA  22967-2847
VA,,501 - IRON GATE,501,IRON GATE TOWN HALL,401 COMMERCE AVENUE Iron Gate VA 24448
VA,,103 - SOUTH CASTLEWOOD,103,CASTLEWOOD HIGH SCHOOL,304 Blue Devil Cir Castlewood VA  24224-5622
VA,,401 - PRECINCT D-1,401,CHRISTIANSBURG ARMORY,15 College St Christiansburg VA  24073-2921
VA,,701 - WEST END,701,PHILLIP F GAY FIRE HOUSE,1000 W 3rd St Farmville VA  23901-2633
VA,,303 - PRECINCT C-3,303,HALLS UNITED METHODIST CHURCH,4302 Northfork Rd Elliston VA  24087-3226
VA,,303 - THREE HUNDRED THREE,303,J E B STUART SCHOOL,3101 Fendall Ave Richmond VA  23222-2609
VA,,901 - AVERETT,901,FAMILY FOOD STORE,1846 HIGHWAY FORTY NINE NELSON VA 24580
VA,,401 - SUMMIT,401,LEE HILL COMMUNITY BUILDING,H C C DRIVE Fredericksburg VA 22408
VA,,405 - CHESTERFIELD,405,CHESTERFIELD HGTS ELEM SCHOOL,2915 Westminster Ave Norfolk VA  23504-4531
VA,,024 - TWENTY-FOUR,024,HUNT/MAPP MIDDLE SCHOOL,3701 Willett Dr Portsmouth VA  23707-1201
VA,,103 - PRECINCT A-3,103,MARGARET BEEKS ELEMENTARY SCH,709 Airport Rd Blacksburg VA  24060-5405
VA,,223 - GLADE,223,RESTON COMMUNITY CENTER,2310 HUNTERS WOODS PLZ Reston VA 20191
VA,,803 - CHASE CITY ELEMENTARY SCHOOL,803,CHASE CITY ELEMENTARY SCHOOL,5450 Highway Forty Seven Chase City VA  23924-3728
VA,,302 - PRECINCT C-2,302,CHRISTIANBRG CHURCH OF CHRIST,1250 S Franklin St Christiansburg VA  24073-4410
VA,,042 - SHIRLINGTON,042,PARK OPERATIONS BUILDING,2700 S Taylor St Arlington VA  22206-2220
VA,,211 - PALMER,211,LUTRELLE F PALMER ELEM SCHOOL,100 Palmer Ln Newport News VA  23602-7150
VA,,302 - CUMBERLAND,302,NEW ELAM BAPTIST CHURCH,8101 Cumberland Rd New Kent VA  23124-2009
VA,,204 - HILLPOINT,204,HILLPOINT ELEMENTARY SCHOOL,1101 HILLPOINT ROAD SUFFOLK VA 23434
VA,,401 - FOREST LIBRARY,401,FOREST LIBRARY,15583 Forest Rd Forest VA 24551
VA,,501 - FABER,501,NELSON CO RESCUE SQUAD BLDG,8301 IRISH ROAD FABER VA 22938
VA,,102 - TIMBERVILLE,102,PLAINS DISTRICT COMMUNITY CENTER,233 MCCAULEY DR Timberville VA 22853
VA,,203 - PRECINCT B-3,203,BELMONT CHRISTIAN CHURCH,2149 Dominion Dr Christiansburg VA  24073-6023
VA,,217 - WESLEY,217,WESLEY MEM UNITED METH CHURCH,288 E Little Creek Rd Norfolk VA  23505-2520
VA,,317 - WASHINGTON,317,HUNTINGTON MIDDLE SCHOOL,3401 Orcutt Ave Newport News VA  23607-3521
VA,,091 - LEXINGTON,091,LARKSPUR MIDDLE SCHOOL,4696 Princess Anne Rd Virginia Beach VA 23462
VA,,304 - PRECINCT C-4,304,FALLING BRANCH ELEMENTARY SCH,735 Falling Branch Rd Christiansburg VA  24073-7301
VA,,401 - BUSH HILL,401,BUSH HILL ELEMENTRY SCHOOL,5927 Westchester St Alexandria VA  22310-1122
VA,,801 - FINCHLEY,801,TOWNES ENTERPRISES BUILDING,11761 HIGHWAY FIFTY EIGHT CLARKSVILLE VA 23927
VA,,501 - CHESTER GAP,501,CHESTER GAP FIRE HALL,42 Waterfall Rd Chester Gap VA  22623-2028
VA,,902 - BUFFALO SPRINGS,902,CHERRY HILL FELLOWSHIP HALL,2318 HIGHWAY FIFTY EIGHT BUFFALO VA 24529
VA,,047 - FOUR MILE RUN,047,BARCROFT SPORT AND FITNESS CTR,4200 S Four Mile Run Dr Arlington VA  22206-1189
VA,,402 - PRECINCT D-2,402,AUBURN HIGH SCHOOL,4163 Riner Rd Riner VA  24149-2513
VA,,701 - PRECINCT G-1,701,BLACKSBURG COMMUNITY CENTER,725 Patrick Henry Dr Blacksburg VA  24060-3138
VA,,205 - SILVER LAKE,205,WOODMEN OF THE WORLD BUILDING,3045 JOHN WAYLAND HWY DAYTON VA  22821-2000
VA,,401 - PROVIDENCE FORGE,401,PF RECREATION ASSOCIATION BLDG,9900 CARRIAGE RD PROVIDENCE FORGE VA  23140-3513
