state,election_date,jurisdiction_type,county_name,precinct_id,precinct_name,name,address,polling_location_type
MN,2018-11-06,county,Otter Tail,155,ERHARD,ERHARD CITY HALL,519 MAIN ST,polling_place
MN,2018-11-06,county,Otter Tail,160,ERHARDS GROVE TWP,ERHARDS GROVE TWP (ERHARD CITY HALL),519 MAIN ST,polling_place
MN,2018-11-06,county,Otter Tail,165,EVERTS TWP,EVERTS TWP (TOWN HALL SEC 8),26085 355TH AVE,polling_place
MN,2018-11-06,county,Otter Tail,210,FERGUS FALLS TWP,FERGUS FALLS TWP (LAKES AREA SHOOTING CTR),19135 250TH ST,polling_place
MN,2018-11-06,county,Otter Tail,170,FERGUS FALLS W-1 P-1,FERGUS FALLS FIRE STATION (W-1 P-1),325 WASHINGTON AVE E,polling_place
MN,2018-11-06,county,Otter Tail,175,FERGUS FALLS W-1 P-2,FERGUS FALLS FIRE STATION (W-1 P-2),325 WASHINGTON AVE E,polling_place
MN,2018-11-06,county,Otter Tail,180,FERGUS FALLS W-2 P-1,NATIONAL GUARD ARMORY (W-2 P-1),421 CECIL AVE,polling_place
MN,2018-11-06,county,Otter Tail,185,FERGUS FALLS W-2 P-2,NATIONAL GUARD ARMORY (W-2 P-2),421 CECIL AVE,polling_place
MN,2018-11-06,county,Otter Tail,186,FERGUS FALLS W-2 P-3,NATIONAL GUARD ARMORY (W-2 P-3),421 CECIL AVE,polling_place
MN,2018-11-06,county,Otter Tail,190,FERGUS FALLS W-3 P-1,MN STATE COMMUNITY & TECHNICAL COLLEGE (W-3 P-1),1414 COLLEGE WAY,polling_place
MN,2018-11-06,county,Otter Tail,195,FERGUS FALLS W-3 P-2,MN STATE COMMUNITY & TECHNICAL COLLEGE (W-3 P-2),1414 COLLEGE WAY,polling_place
MN,2018-11-06,county,Otter Tail,200,FERGUS FALLS W-4 P-1,HILLCREST LUTHERAN ACADEMY GYM (W-4 P-1),610 HILLCREST DR,polling_place
MN,2018-11-06,county,Otter Tail,205,FERGUS FALLS W-4 P-2,HILLCREST LUTHERAN ACADEMY GYM (W-4 P-2),610 HILLCREST DR,polling_place
MN,2018-11-06,county,Otter Tail,215,FOLDEN TWP,FOLDEN TWP (TOWN HALL SEC 26),17477 COUNTY HIGHWAY 65,polling_place
MN,2018-11-06,county,Otter Tail,220,FRIBERG TWP,FRIBERG TWP ( TOWN HALL SEC 23),30150 COUNTY HIGHWAY 43,polling_place
MN,2018-11-06,county,Otter Tail,225,GIRARD TWP,GIRARD TWP (TOWN HALL SEC 15),25518 430TH AVE,polling_place
MN,2018-11-06,county,Otter Tail,230,GORMAN TWP,GORMAN  TWP (TOWN HALL SEC 23),48975 COUNTY HIGHWAY 51,polling_place
MN,2018-11-06,county,Otter Tail,235,HENNING,HENNING CITY (CITY HALL),612 FRONT ST,polling_place
MN,2018-11-06,county,Otter Tail,240,HENNING TWP,HENNING TWP (CITY HALL),612 FRONT ST,polling_place
MN,2018-11-06,county,Otter Tail,245,HOBART TWP,HOBART TWP (TOWN HALL SEC 15),49046 370TH AVE,polling_place
MN,2018-11-06,county,Otter Tail,250,HOMESTEAD TWP,HOMESTEAD TWP (TOWN HALL SEC 11),56761 COUNTY HIGHWAY 58,polling_place
MN,2018-11-06,county,Otter Tail,255,INMAN TWP,INMAN TWP (TOWN HALL SEC 16),54915 STATE HIGHWAY 210,polling_place
MN,2018-11-06,county,Otter Tail,260,LEAF LAKE TWP,LEAF LAKE TWP (TOWN HALL SEC 16),49019 310TH ST,polling_place
MN,2018-11-06,county,Otter Tail,265,LEAF MOUNTAIN TWP,LEAF MT TWP (TOWN HALL SEC 21),12889 435TH AVE,polling_place
MN,2018-11-06,county,Otter Tail,270,LIDA TWP,LIDA TWP,42206 230TH AVE,polling_place
MN,2018-11-06,county,Otter Tail,275,MAINE TWP,MAINE TWP (TOWN HALL SEC 23),31002 COUNTY HIGHWAY 45,polling_place
MN,2018-11-06,county,Otter Tail,280,MAPLEWOOD TWP,MAPLEWOOD TWP ( TOWN HALL SEC 29),23508 COUNTY HIGHWAY 24,polling_place
MN,2018-11-06,county,Otter Tail,290,NEW YORK MILLS,NEW YORK MILLS CITY HALL,28 CENTENNIAL 84 DR W,polling_place
MN,2018-11-06,county,Otter Tail,285,NEWTON TWP,NEWTON TWP-NEW YORK MILLS CITY HALL,28 CENTENNIAL 84 DR W,polling_place
MN,2018-11-06,county,Otter Tail,295,NIDAROS TWP,NIDAROS TWP (TOWN HALL SEC 21),18845 NIDAROS CHURCH DR,polling_place
MN,2018-11-06,county,Otter Tail,300,NORWEGIAN GROVE TWP,NORWEGIAN GROVE TWP ( TOWN HALL SEC 22),42948 COUNTY HIGHWAY 21,polling_place
MN,2018-11-06,county,Otter Tail,305,OAK VALLEY TWP,OAK VALLEY TWP (TOWN HALL SEC 26),23551 COUNTY HIGHWAY 75,polling_place
MN,2018-11-06,county,Otter Tail,310,ORWELL TWP,ORWELL TWP (TOWN HALL SEC 3),14503 210TH ST,polling_place
MN,2018-11-06,county,Otter Tail,315,OSCAR TWP,OSCAR TOWNSHIP (SECTION 27),13165 300TH ST,polling_place
MN,2018-11-06,county,Otter Tail,325,OTTER TAIL TWP,OTTER TAIL TWP (TOWN HALL SEC 23),30274 COUNTY HIGHWAY 55,polling_place
MN,2018-11-06,county,Otter Tail,320,OTTERTAIL,OTTERTAIL COMMUNITY HALL (CITY),93 LAKE AVE S,polling_place
MN,2018-11-06,county,Otter Tail,330,OTTO TWP,OTTO TWP (TOWN HALL SEC 23),50453 COUNTY HIGHWAY 14,polling_place
MN,2018-11-06,county,Otter Tail,335,PADDOCK TWP,PADDOCK TWP (TOWN HALL SEC 17),49715 COUNTY HIGHWAY 19,polling_place
MN,2018-11-06,county,Otter Tail,340,PARKERS PRAIRIE,PARKERS PRAIRIE CITY HALL (CITY),102 OTTER AVE N,polling_place
MN,2018-11-06,county,Otter Tail,345,PARKERS PRAIRIE TWP,PARKERS PRAIRIE TWP ( CITY HALL),102 OTTER AVE N,polling_place
MN,2018-11-06,county,Otter Tail,355,PELICAN RAPIDS,PELICAN RAPIDS CITY HALL,315 BROADWAY N,polling_place
MN,2018-11-06,county,Otter Tail,350,PELICAN TWP,PELICAN TWP (PELICAN LIBRARY),25 MILL ST W,polling_place
MN,2018-11-06,county,Otter Tail,360,PERHAM,PERHAM CITY HALL,125 2ND AVE NE,polling_place
MN,2018-11-06,county,Otter Tail,365,PERHAM TWP,PERHAM TWP (PERHAM COMMUNITY CENTER),620 3RD AVE SE,polling_place
MN,2018-11-06,county,Otter Tail,370,PINE LAKE TWP,PINE LAKE TWP (PERHAM COMM CTR),620 3RD AVE SE,polling_place
MN,2018-11-06,county,Otter Tail,375,RICHVILLE,RICHVILLE CITY ( RUSH LAKE TWP HALL SEC 16),42757 COUNTY HIGHWAY 14,polling_place
MN,2018-11-06,county,Otter Tail,380,ROTHSAY,OTTER TAIL AUDITOR-TREASURER,510 FIR AVE W,mail_only
MN,2018-11-06,county,Otter Tail,385,RUSH LAKE TWP,RUSH LAKE TWP (TOWN HALL SEC 16),42757 COUNTY HIGHWAY 14,polling_place
MN,2018-11-06,county,Otter Tail,395,SCAMBLER TWP,SCAMBLER TWP (TOWN HALL SEC 27),18799 STATE HIGHWAY 34,polling_place
MN,2018-11-06,county,Otter Tail,390,ST OLAF TWP,ST OLAF TWP (TOWN HALL SEC 21),12665 COUNTY HIGHWAY 117,polling_place
MN,2018-11-06,county,Otter Tail,400,STAR LAKE TWP,STAR LAKE TWP (TOWN HALL SEC 15),31030 380TH ST,polling_place
MN,2018-11-06,county,Otter Tail,405,SVERDRUP TWP,SVERDRUP TWP HALL,28255 235TH ST,polling_place
MN,2018-11-06,county,Otter Tail,410,TORDENSKJOLD TWP,TORDENSKJOLD TWP (TOWN HALL SEC 8),29753 200TH ST,polling_place
MN,2018-11-06,county,Otter Tail,415,TRONDHJEM TWP,TRONHJEM TWP (OHE'S BARN),13727 COUNTY HIGHWAY 28,polling_place
MN,2018-11-06,county,Otter Tail,420,TUMULI TWP,TUMULI TWP (DALTON COMM  CTR),114 MAIN ST W,polling_place
MN,2018-11-06,county,Otter Tail,425,UNDERWOOD,UNDERWOOD CITY (COMMUNITY CENTER),200 MAIN ST S,polling_place
MN,2018-11-06,county,Otter Tail,430,URBANK,URBANK  CITY (EFFINGTON TOWN HALL SEC 23,12144 505TH AVE,polling_place
MN,2018-11-06,county,Otter Tail,435,VERGAS,VERGAS CITY (EVENT CENTER),140 LINDEN ST W,polling_place
MN,2018-11-06,county,Otter Tail,440,VINING,VINING CITY (COMMUNITY CENTER),211 SOULE AVE,polling_place
MN,2018-11-06,county,Otter Tail,445,WADENA P-4,WADENA CITY MEMORIAL AUDITORIUM  ( P-4),215 DAYTON AVE SW,polling_place
MN,2018-11-06,county,Otter Tail,450,WESTERN TWP,OTTER TAIL AUDITOR-TREASURER,510 FIR AVE W,mail_only
MN,2018-11-06,county,Otter Tail,455,WOODSIDE TWP,WOODSIDE TWP (TOWN HALL SEC 9),19973 PILGRIM RD,polling_place
MN,2018-11-06,county,Mcleod,5,ACOMA TOWNSHIP,ACOMA TOWN HALL,23486 230TH ST,polling_place
MN,2018-11-06,county,Mcleod,10,BERGEN TOWNSHIP,LESTER PRAIRIE SPORTSMENS CLUB,3548 180TH ST,polling_place
MN,2018-11-06,county,Mcleod,15,BISCAY CITY,MCLEOD COUNTY AUDITOR-TREASURER OFFICE,2391 HENNEPIN AVE N,mail_only
MN,2018-11-06,county,Mcleod,20,BROWNTON CITY,BROWNTON COMMUNITY CENTER (CITY),310 2ND ST N,polling_place
MN,2018-11-06,county,Mcleod,25,COLLINS TOWNSHIP,STEWART COMMUNITY CENTER (COLLINS),551 PRIOR ST,polling_place
MN,2018-11-06,county,Mcleod,30,GLENCOE CITY P-1,GLENCOE CITY CENTER (P1),1107 11TH ST E STE 112,polling_place
MN,2018-11-06,county,Mcleod,35,GLENCOE CITY P-2,GLENCOE CITY CENTER (P2),1107 11TH ST E STE 112,polling_place
MN,2018-11-06,county,Mcleod,40,GLENCOE CITY P-3,GLENCOE CITY CENTER (P3),1107 11TH ST E STE 112,polling_place
MN,2018-11-06,county,Mcleod,45,GLENCOE CITY P-4,GLENCOE CITY CENTER (P4),1107 11TH ST E STE 112,polling_place
MN,2018-11-06,county,Mcleod,50,GLENCOE TOWNSHIP,GLENCOE CITY CENTER,1107 11TH ST E STE 103,polling_place
MN,2018-11-06,county,Mcleod,55,HALE TOWNSHIP,HALE TOWN HALL,9527 220TH ST,polling_place
MN,2018-11-06,county,Mcleod,60,HASSAN VALLEY TOWNSHIP,HASSAN VALLEY TOWN HALL,420 AMES ST,polling_place
MN,2018-11-06,county,Mcleod,65,HELEN TOWNSHIP,PLATO FIRE HALL (HELEN),112 2ND AVE NE,polling_place
MN,2018-11-06,county,Mcleod,70,HUTCHINSON CITY P-1,RECREATION CENTER (P1),900 HARRINGTON ST,polling_place
MN,2018-11-06,county,Mcleod,75,HUTCHINSON CITY P-2,RECREATION CENTER (P2),900 HARRINGTON ST,polling_place
MN,2018-11-06,county,Mcleod,80,HUTCHINSON CITY P-3,RECREATION CENTER (P3),900 HARRINGTON ST,polling_place
MN,2018-11-06,county,Mcleod,95,HUTCHINSON TOWNSHIP,GOPHER CAMPFIRE,24718 CO RD  7,polling_place
MN,2018-11-06,county,Mcleod,100,LESTER PRAIRIE CITY,LESTER PRAIRIE CITY HALL,37 JUNIPER ST,polling_place
MN,2018-11-06,county,Mcleod,105,LYNN TOWNSHIP,LYNN TOWN HALL,14995 CO  RD 7,polling_place
MN,2018-11-06,county,Mcleod,110,PENN TOWNSHIP,PENN TOWN HALL,15989 40TH ST,polling_place
MN,2018-11-06,county,Mcleod,115,PLATO CITY,MCLEOD COUNTY AUDITOR-TREASURER OFFICE,2391 HENNEPIN AVE N,mail_only
MN,2018-11-06,county,Mcleod,120,RICH VALLEY TOWNSHIP,RICH VALLEY TOWN HALL,16543 IDEAL AVE,polling_place
MN,2018-11-06,county,Mcleod,125,ROUND GROVE TOWNSHIP,MCLEOD COUNTY AUDITOR-TREASURER OFFICE,2391 HENNEPIN AVE N,mail_only
MN,2018-11-06,county,Mcleod,130,SILVER LAKE CITY,SILVER LAKE AUDITORIUM,320 Main ST W,polling_place
MN,2018-11-06,county,Mcleod,135,STEWART CITY,STEWART COMMUNITY CENTER (STEWART),551 PRIOR ST,polling_place
MN,2018-11-06,county,Mcleod,140,SUMTER TOWNSHIP,BROWNTON COMMUNITY CENTER (SUMTER),310 2ND ST N,polling_place
MN,2018-11-06,county,Mcleod,145,WINSTED CITY,WINSTED CITY HALL,201 1ST ST N,polling_place
MN,2018-11-06,county,Mcleod,150,WINSTED TOWNSHIP,WINSTED FIRE HALL (TWP),431 6TH ST S,polling_place
MN,2018-11-06,county,Meeker,5,ACTON TWP.,ACTON TWP-GROVE CITY COMMUNITY CENTER,210 ATLANTIC AVE W,polling_place
MN,2018-11-06,county,Meeker,10,CEDAR MILLS,MEEKER COUNTY,325 SIBLEY AVE N,mail_only
MN,2018-11-06,county,Meeker,15,CEDAR MILLS TWP.,MEEKER COUNTY,325 SIBLEY AVE N,mail_only
MN,2018-11-06,county,Meeker,20,COLLINWOOD TWP.,COLLINWOOD TOWNSHIP HALL,21904 746TH AVE,polling_place
MN,2018-11-06,county,Meeker,25,COSMOS,MEEKER COUNTY,325 SIBLEY AVE N,mail_only
MN,2018-11-06,county,Meeker,30,COSMOS TWP.,MEEKER COUNTY,325 SIBLEY AVE N,mail_only
MN,2018-11-06,county,Meeker,35,DANIELSON TWP.,MEEKER COUNTY,325 SIBLEY AVE N,mail_only
MN,2018-11-06,county,Meeker,40,DARWIN,CITY OF DARWIN-CITY/TOWNSHIP HALL,305 CURRAN ST,polling_place
MN,2018-11-06,county,Meeker,45,DARWIN TWP.,DARWIN TWP-CITY/TOWNSHIP HALL,305 CURRAN ST,polling_place
MN,2018-11-06,county,Meeker,50,DASSEL,CITY OF DASSEL-CITY HALL,460 3RD ST,polling_place
MN,2018-11-06,county,Meeker,55,DASSEL TWP.,DASSEL TOWNSHIP - HISTORICAL BLDG,901 1ST ST N,polling_place
MN,2018-11-06,county,Meeker,60,EDEN VALLEY,CITY OF EDEN VALLEY-Civic Center,171 COSSAIRT AVE W,polling_place
MN,2018-11-06,county,Meeker,65,ELLSWORTH TWP.,ELLSWORTH-TOWNSHIP HALL,19258 CSAH 9,polling_place
MN,2018-11-06,county,Meeker,70,FOREST CITY TWP.,FOREST CITY THRESHER'S BLDG,64917 309th ST,polling_place
MN,2018-11-06,county,Meeker,75,FOREST PRAIRIE TWP.,FOREST PRAIRIE TWP-COMMUNITY HALL,110 CENTRAL AVE S,polling_place
MN,2018-11-06,county,Meeker,80,GREENLEAF TWP.,GREENLEAF-BECKVILLE CHURCH,20521 600TH AVE,polling_place
MN,2018-11-06,county,Meeker,85,GROVE CITY,CITY OF GROVE CITY- GROVE CITY COMMUNITY CENTER,210 ATLANTIC AVE W,polling_place
MN,2018-11-06,county,Meeker,90,HARVEY TWP.,MEEKER COUNTY,325 SIBLEY AVE N,mail_only
MN,2018-11-06,county,Meeker,95,KINGSTON,CITY OF KINGSTON-COMMUNITY CENTER,30840 722ND AVE,polling_place
MN,2018-11-06,county,Meeker,100,KINGSTON TWP.,KINGSTON TWP - COMMUNITY CENTER,30840 722ND AVE,polling_place
MN,2018-11-06,county,Meeker,130,LITCHFIELD TWP.,LITCHFIELD FIRE/RESCUE BLDG,227 Ramsey Ave N,polling_place
MN,2018-11-06,county,Meeker,105,LITCHFIELD W-1,WARD 1 CITY OF LITCHFIELD - ST. PHILIPS CHURCH,821 5TH ST E,polling_place
MN,2018-11-06,county,Meeker,110,LITCHFIELD W-2,WARD 2 CITY OF LITCHFIELD - ST. PHILIPS CHURCH,821 5TH ST E,polling_place
MN,2018-11-06,county,Meeker,115,LITCHFIELD W-3,WARD 3 CITY OF LITCHFIELD - ST. PHILIPS CHURCH,821 5TH ST E,polling_place
MN,2018-11-06,county,Meeker,120,LITCHFIELD W-4,WARD 4 CITY OF LITCHFIELD - ST. PHILIPS CHURCH,821 5TH ST E,polling_place
MN,2018-11-06,county,Meeker,125,LITCHFIELD W-5,WARD 5 CITY OF LITCHFIELD - ST. PHILIPS CHURCH,821 5TH ST E,polling_place
MN,2018-11-06,county,Meeker,135,MANANNAH TWP.,MANANNAH TWP  HALL,57211 351ST ST,polling_place
MN,2018-11-06,county,Meeker,140,SWEDE GROVE TWP.,SWEDE GROVE-GROVE CITY COMMUNITY CENTER,210 ATLANTIC AVE W,polling_place
MN,2018-11-06,county,Meeker,145,UNION GROVE TWP.,UNION GROVE-TOWNSHIP HALL,35975 515TH AVE,polling_place
MN,2018-11-06,county,Meeker,150,WATKINS,CITY OF WATKINS-COMMUNITY HALL,110 CENTRAL AVE S,polling_place
MN,2018-11-06,county,Norman,5,ADA W-1,NORMAN COUNTY COURTHOUSE ATRIUM,16 3RD AVE E,polling_place
MN,2018-11-06,county,Norman,10,ADA W-2,COURTHOUSE ANNEX,15 2ND AVE E,polling_place
MN,2018-11-06,county,Norman,15,ANTHONY TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,20,BEAR PARK TWP.,BEAR PARK TOWN HALL,3097 CO HWY 36,polling_place
MN,2018-11-06,county,Norman,25,BORUP,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,30,FLOM TWP.,FLOM TOWN HALL,4388 110TH AVE,polling_place
MN,2018-11-06,county,Norman,35,FOSSUM TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,40,GARY,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,45,GOOD HOPE TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,50,GREEN MEADOW TWP.,GREEN MEADOW TOWN HALL,2995 260TH AVE,polling_place
MN,2018-11-06,county,Norman,55,HALSTAD,HALSTAD TELEPHONE COMPANY,345 2ND AVE W,polling_place
MN,2018-11-06,county,Norman,60,HALSTAD TWP.,HALSTAD TELEPHONE COMPANY,345 2ND AVE W,polling_place
MN,2018-11-06,county,Norman,65,HEGNE TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,70,HENDRUM,HENDRUM FIRE HALL,309 MAIN ST E,polling_place
MN,2018-11-06,county,Norman,75,HENDRUM TWP.,HENDRUM TOWNSHIP - FIRE HALL,309 MAIN ST E,polling_place
MN,2018-11-06,county,Norman,80,HOME LAKE TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,85,LAKE IDA TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,90,LEE TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,95,LOCKHART TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,105,MARY TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,100,MCDONALDSVILLE TWP.,ADA COURTHOUSE-MCDONALDSVILLE,16 3RD AVE E,polling_place
MN,2018-11-06,county,Norman,110,PERLEY,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,115,PLEASANT VIEW TWP.,PLEASANT VIEW TOWN HALL,2520 CO HWY 19,polling_place
MN,2018-11-06,county,Norman,120,ROCKWELL TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,125,SHELLY,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,130,SHELLY TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,135,SPRING CREEK TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
MN,2018-11-06,county,Norman,140,STRAND TWP.,NORMAN COUNTY AUDITOR,16 E 3RD AVE,mail_only
