state,jurisdiction_type,county_name,precinct_name,name,address
KY,county,,PRECINCT 160 42 DISTRICT,AMVETS POST #9,1567 S SHELBY ST LOUISVILLE KY 40217
KY,county,,PRECINCT 182 33 DISTRICT,BOWEN ELEM SCH GYM,1601 ROOSEVELT AVE LOUISVILLE KY 40242
KY,county,,MASSAC MILAN,MT ZION BAPTIST CHURCH,9701 BLANDVILLE RD WEST PADUCAH KY 42086
KY,county,,MAYORS OFFICE ENGINE H,NEW NATIONAL GUARD ARMORY,2299 CONCRETE RD CARLISLE KY 40311
KY,county,,YERKES,LKLP SENIOR CITIZENS BLDG,8551 KY HIGHWAY 451 YERKES KY 41778
KY,county,,PRECINCT 151 33 DISTRICT,BOWEN ELEM SCH GYM,1601 ROOSEVELT AVE LOUISVILLE KY 40242
KY,county,,PRECINCT 108 36 DISTRICT,EASTWOOD FIRE STATION,16010 SHELBYVILLE RD LOUISVILLE KY 40245
KY,county,,PLUM SPRINGS,BRADD CONFERENCE CENTER,177 N GRAHAM AVE BOWLING GREEN KY 42101
KY,county,,PRECINCT 104 36 DISTRICT,EASTWOOD FIRE STATION,16010 SHELBYVILLE RD LOUISVILLE KY 40245
KY,county,,PRECINCT 104 41 DISTRICT,ROOSEVELT-PERRY ELEM SCH GYM,1606 MAGAZINE ST LOUISVILLE KY 40203
KY,county,,PRECINCT 121 31 DISTRICT,WHEELER ELEM SCH GYM,5700 CYNTHIA DR LOUISVILLE KY 40291
KY,county,,PRECINCT 108 34 DISTRICT,BLOOM ELEM SCH CAFETERIA,1627 LUCIA AVE LOUISVILLE KY 40204
KY,county,,LITTLE MOUNT,CLAY COMMUNITY CENTER,3400 INDIAN MOUND DR MT STERLING KY 40353
KY,county,,PRECINCT 109 34 DISTRICT,BLOOM ELEM SCH CAFETERIA,1627 LUCIA AVE LOUISVILLE KY 40204
KY,county,,ELM,BLOCK BLDG,1470 AND 592 INTERSECTION STRUNK KY 42649
KY,county,,PRECINCT 111 36 DISTRICT,EASTWOOD RECREATION CTR,16300 EASTWOOD CUTOFF RD LOUISVILLE KY 40245
KY,county,,EAST DOOR,GOODNIGHT LIBRARY MUSIC ROOM,203 S MAIN ST FRANKLIN KY 42134
KY,county,,PRECINCT 111 34 DISTRICT,HIGHLAND MID SCH GYM,1700 NORRIS PL LOUISVILLE KY 40205
KY,county,,MEADOWLAND,BRADD CONFERENCE CENTER,177 N GRAHAM AVE BOWLING GREEN KY 42101
KY,county,,PRECINCT 112 34 DISTRICT,HIGHLAND MID SCH GYM,1700 NORRIS PL LOUISVILLE KY 40205
KY,county,,MONTEREY,MONTEREY FIRE DEPT,HWY 127 S OWENTON KY 40359
KY,county,,PRECINCT 157 35 DISTRICT,HIGHLAND MID SCH GYM,1700 NORRIS PL LOUISVILLE KY 40205
KY,county,,PRECINCT 137 31 DISTRICT,WHEELER ELEM SCH GYM,5700 CYNTHIA DR LOUISVILLE KY 40291
KY,county,,PRECINCT 113 30 DISTRICT,RANGELAND ELEM SCH GYM,1701 RANGELAND RD LOUISVILLE KY 40219
KY,county,,PRECINCT 123 46 DISTRICT,RANGELAND ELEM SCH GYM,1701 RANGELAND RD LOUISVILLE KY 40219
KY,county,,OTTER CREEK,MCCREARY CO MIDDLE SCHOOL,180 RAIDER WAY RD STEARNS KY 42647
KY,county,,PRECINCT 143 34 DISTRICT,DEER PARK BAPT CH,1733 BARDSTOWN RD LOUISVILLE KY 40205
KY,county,,SOUTHPOINT,SOUTHERN ELEMENTARY SCHOOL,1200 FAIRFAX WAY GEORGETOWN KY 40324
KY,county,,POOLE,POOLE FIRE DEPARTMENT,9110 US HWY 41A N SEBREE KY 42455
KY,county,,PRECINCT 173 42 DISTRICT,SAINT STEPHEN UNITED,1875 FARNSLEY RD LOUISVILLE KY 40216
KY,county,,NORTHGATE,BRADD CONFERENCE CENTER,177 N GRAHAM AVE BOWLING GREEN KY 42101
KY,county,,PRECINCT 117 44 DISTRICT,SAINT STEPHEN UNITED,1875 FARNSLEY RD LOUISVILLE KY 40216
KY,county,,PRECINCT 126 31 DISTRICT,WHEELER ELEM SCH GYM,5700 CYNTHIA DR LOUISVILLE KY 40291
KY,county,,PRECINCT 135 40 DISTRICT,MCFERRAN PREP ACADEMY GYM,1900 S 7TH ST LOUISVILLE KY 40208
KY,county,,PRECINCT 110 40 DISTRICT,MCFERRAN PREP ACADEMY GYM,1900 S 7TH ST LOUISVILLE KY 40208
KY,county,,STEARNS,MCCREARY CO MIDDLE SCHOOL,180 RAIDER WAY RD STEARNS KY 42647
KY,county,,PRECINCT 112 40 DISTRICT,MCFERRAN PREP ACADEMY GYM,1900 S 7TH ST LOUISVILLE KY 40208
KY,county,,RICHPOND,SOUTH WARREN MIDDLE/HIGH SCHOOL,8140 NASHVILLE RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 166 42 DISTRICT,MCFERRAN PREP ACADEMY GYM,1900 S 7TH ST LOUISVILLE KY 40208
KY,county,,RICHARDSVILLE,RICHARDSVILLE COMMUNITY CENTER,1779 RICHARDSVILLE RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 126 44 DISTRICT,ST LAWRENCE CATH CH COMM RM,1925 LEWISTON DR LOUISVILLE KY 40216
KY,county,,PRECINCT 131 44 DISTRICT,ST LAWRENCE CATH CH COMM RM,1925 LEWISTON DR LOUISVILLE KY 40216
KY,county,,PRECINCT 122 37 DISTRICT,AUBURNDALE ELEM SCH GYM,5749 NEW CUT RD LOUISVILLE KY 40214
KY,county,,PRECINCT 102 30 DISTRICT,BUECHEL METRO HIGH SCH,1960 BASHFORD MANOR LN LOUISVILLE KY 40218
KY,county,,PRECINCT 103 30 DISTRICT,BUECHEL METRO HIGH SCH,1960 BASHFORD MANOR LN LOUISVILLE KY 40218
KY,county,,REVELO,MCCREARY CO MIDDLE SCHOOL,180 RAIDER WAY RD STEARNS KY 42647
KY,county,,PRECINCT 163 33 DISTRICT,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR LOUISVILLE KY 40243
KY,county,,DOUGLAS,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 170 33 DISTRICT,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR LOUISVILLE KY 40243
KY,county,,RIVERSIDE,RICHARDSVILLE COMMUNITY CENTER,1779 RICHARDSVILLE RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 167 33 DISTRICT,EAST END GOVT CTR,200 JUNEAU DR LOUISVILLE KY 40243
KY,county,,PRECINCT 124 36 DISTRICT,EAST END GOVT CTR,200 JUNEAU DR LOUISVILLE KY 40243
KY,county,,FLORENCE # 9,KENTABOO ACTIVITY CENTER,7037 CURTIS AVE FLORENCE KY 41042
KY,county,,PRECINCT 144 34 DISTRICT,SAINT PAUL UNITED METH CH,2000 DOUGLASS BLVD LOUISVILLE KY 40205
KY,county,,PRECINCT 145 34 DISTRICT,SAINT PAUL UNITED METH CH,2000 DOUGLASS BLVD LOUISVILLE KY 40205
KY,county,,EAGLE,EAGLE ELEMENTARY SCHOOL,70 EAGLE SCHOOL RD WHITLEY CITY KY 42634
KY,county,,HAPPY,R W COMBS ELEMENTARY SCHOOL,9165 S KY HIGHWAY 15 HAPPY KY 41746
KY,county,,PRECINCT 146 34 DISTRICT,SAINT PAUL UNITED METH CH,2000 DOUGLASS BLVD LOUISVILLE KY 40205
KY,county,,PRECINCT 116 34 DISTRICT,BELLARMINE UNIV KNIGHTS HALL,2000 NORRIS PL LOUISVILLE KY 40205
KY,county,,BIG RED,W R MCNEILL ELEMENTARY SCHOOL,1800 CREASON ST BOWLING GREEN KY 42101
KY,county,,PRECINCT 117 34 DISTRICT,BELLARMINE UNIV KNIGHTS HALL,2000 NORRIS PL LOUISVILLE KY 40205
KY,county,,PRECINCT 117 41 DISTRICT,MARY T. MEAGHER AQUATIC CTR,201 RESERVOIR AVE LOUISVILLE KY 40206
KY,county,,PRECINCT 150 38 DISTRICT,AUBURNDALE ELEM SCH GYM,5749 NEW CUT RD LOUISVILLE KY 40214
KY,county,,PRECINCT 119 41 DISTRICT,MARY T. MEAGHER AQUATIC CTR,201 RESERVOIR AVE LOUISVILLE KY 40206
KY,county,,PRECINCT 155 41 DISTRICT,MARY T. MEAGHER AQUATIC CTR,201 RESERVOIR AVE LOUISVILLE KY 40206
KY,county,,WOLF CREEK,WEST MCCREARY FIRE DEPT,7547 W HWY 92 STEARNS KY 42647
KY,county,,PRECINCT 148 32 DISTRICT,DUNN ELEM SCH GYM,2010 RUDY LN LOUISVILLE KY 40207
KY,county,,PUBLIC SCHOOL,SIMPSON CO SUPERINTENDENT OFFICE,205 IRIS DR FRANKLIN KY 42134
KY,county,,PRECINCT 112 37 DISTRICT,BEECHMONT COMM CTR,205 W WELLINGTON AVE LOUISVILLE KY 40214
KY,county,,MCNEILL,W R MCNEILL SCHOOL,1800 CREASON ST BOWLING GREEN KY 42101
KY,county,,PRECINCT 115 37 DISTRICT,BEECHMONT COMM CTR,205 W WELLINGTON AVE LOUISVILLE KY 40214
KY,county,,WHEATLEY,WHEATLEY MASONIC LODGE BLDG,HWY 227 WHEATLEY KY 40389
KY,county,,PRECINCT 161 32 DISTRICT,LOWE ELEM SCH GYM,210 OXFORDSHIRE LN LOUISVILLE KY 40222
KY,county,,PRECINCT 151 38 DISTRICT,AUBURNDALE ELEM SCH GYM,5749 NEW CUT RD LOUISVILLE KY 40214
KY,county,,PRECINCT 162 32 DISTRICT,LOWE ELEM SCH GYM,210 OXFORDSHIRE LN LOUISVILLE KY 40222
KY,county,,PRECINCT 163 32 DISTRICT,LOWE ELEM SCH GYM,210 OXFORDSHIRE LN LOUISVILLE KY 40222
KY,county,,CUMBERLAND FALLS,VOTING BUILDING,ACROSS DARRELL VANOVER STORE PARKERS LANE KY 42634
KY,county,,WEST GREENVILLE,MUHLENBERG HIGH SCHOOL-W CAMPUS,501 HWY 189 BYPASS GREENVILLE KY 42345
KY,county,,PRECINCT 140 41 DISTRICT,MIDWEST CH OF CHRIST,2115 GARLAND AVE LOUISVILLE KY 40211
KY,county,,ROYAL SPRINGS,WATER COMPANY OFFICE BLDG,125 W CLINTON ST GEORGETOWN KY 40324
KY,county,,PRECINCT 150 41 DISTRICT,MIDWEST CH OF CHRIST,2115 GARLAND AVE LOUISVILLE KY 40211
KY,county,,HARTLAND,BOWLING GREEN HIGH SCHOOL,1801 ROCKINGHAM LN BOWLING GREEN KY 42101
KY,county,,PRECINCT 125 30 DISTRICT,USPIRITUS  (FKA BROOKLAWN),2125 GOLDSMITH LN LOUISVILLE KY 40218
KY,county,,PRECINCT 126 30 DISTRICT,USPIRITUS  (FKA BROOKLAWN),2125 GOLDSMITH LN LOUISVILLE KY 40218
KY,county,,PRECINCT 136 28 DISTRICT,GREENWOOD ELEM SCH,5801 GREENWOOD RD LOUISVILLE KY 40258
KY,county,,PRECINCT 153 33 DISTRICT,MIDDLETOWN ELEM SCH,218 N MADISON AVE LOUISVILLE KY 40243
KY,county,,PRECINCT 148 34 DISTRICT,STRATHMOOR PRESBY CH,2201 HAWTHORNE AVE LOUISVILLE KY 40205
KY,county,,BETHEL,BY JONES MARKET,BETHEL RD & LEAMON RICHMOND RD PINE KNOT KY 42635
KY,county,,PRECINCT 149 34 DISTRICT,STRATHMOOR PRESBY CH,2201 HAWTHORNE AVE LOUISVILLE KY 40205
KY,county,,GREYSTONE,SOUTH WARREN MIDDLE/HIGH SCHOOL,8140 NASHVILLE RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 169 42 DISTRICT,HILL ST MISSIONARY BAPT CH,2203 DIXIE HWY LOUISVILLE KY 40210
KY,county,,SHIVE KIEL,BOWLING GREEN HIGH SCHOOL,1801 ROCKINGHAM LN BOWLING GREEN KY 42104
KY,county,,PRECINCT 170 42 DISTRICT,HILL ST MISSIONARY BAPT CH,2203 DIXIE HWY LOUISVILLE KY 40210
KY,county,,PRECINCT 171 42 DISTRICT,HILL ST MISSIONARY BAPT CH,2203 DIXIE HWY LOUISVILLE KY 40210
KY,county,,PRECINCT 108 28 DISTRICT,PRP HIGH SCH SMALL GYM,5901 GREENWOOD RD LOUISVILLE KY 40258
KY,county,,PRECINCT 120 37 DISTRICT,SUNSET LODGE #915,221 STEEDLY DR LOUISVILLE KY 40214
KY,county,,PRECINCT 127 40 DISTRICT,KERRICK ELEM SCH GYM,2210 UPPER HUNTERS TRCE LOUISVILLE KY 40216
KY,county,,MILL CREEK,FIRE DEPT BLDG,EAGLE/SAWYER FIRE DEPT SAWYER KY 42643
KY,county,,PRECINCT 130 44 DISTRICT,KERRICK ELEM SCH GYM,2210 UPPER HUNTERS TRCE LOUISVILLE KY 40216
KY,county,,VALLEYVIEW,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 119 44 DISTRICT,BUTLER HIGH SCH SMALL GYM,2222 CRUMS LN LOUISVILLE KY 40216
KY,county,,SUTHERLAND FARMS,BASIL GRIFFIN PARK-PARKS & REC,2055 THREE SPRINGS RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 121 44 DISTRICT,BUTLER HIGH SCH SMALL GYM,2222 CRUMS LN LOUISVILLE KY 40216
KY,county,,PRECINCT 123 44 DISTRICT,BUTLER HIGH SCH SMALL GYM,2222 CRUMS LN LOUISVILLE KY 40216
KY,county,,PRECINCT 111 28 DISTRICT,PRP HIGH SCH SMALL GYM,5901 GREENWOOD RD LOUISVILLE KY 40258
KY,county,,HARDWICKS CREEK #6,CLAY CITY ELEMENTARY SCHOOL,4901 MAIN ST CLAY CITY KY 40312
KY,county,,PRECINCT 130 40 DISTRICT,BUTLER HIGH SCH SMALL GYM,2222 CRUMS LN LOUISVILLE KY 40216
KY,county,,PRECINCT 129 44 DISTRICT,INCARNATION CATH CH,2229 LOWER HUNTERS TRCE LOUISVILLE KY 40258
KY,county,,SOUTH WHITLEY,WHITLEY CITY FIRE DEPARTMENT,HWY 27 WHITLEY CITY KY 42653
KY,county,,ARY,ROBINSON ELEMENTARY SCHOOL,3311 PIGEON ROOST RD ARY KY 41712
KY,county,,PRECINCT 137 44 DISTRICT,INCARNATION CATH CH,2229 LOWER HUNTERS TRCE LOUISVILLE KY 40258
KY,county,,PRECINCT 147 34 DISTRICT,IMMANUEL UNITED CH OF CHRIST,2300 TAYLORSVILLE RD LOUISVILLE KY 40205
KY,county,,HIDDEN RIVER,JODY RICHARDS ELEMENTARY SCHOOL,2100 ELROD RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 161 34 DISTRICT,IMMANUEL UNITED CH OF CHRIST,2300 TAYLORSVILLE RD LOUISVILLE KY 40205
KY,county,,PRECINCT 166 34 DISTRICT,HAWTHORNE ELEM SCH GYM,2301 CLARENDON AVE LOUISVILLE KY 40205
KY,county,,PRECINCT 155 37 DISTRICT,MAPLE GROVE BAPT CH,5911 E MANSLICK RD LOUISVILLE KY 40219
KY,county,,PRECINCT 129 34 DISTRICT,HAWTHORNE ELEM SCH GYM,2301 CLARENDON AVE LOUISVILLE KY 40205
KY,county,,PRECINCT 117 43 DISTRICT,BYCK ELEM SCH GYM,2328 CEDAR ST LOUISVILLE KY 40212
KY,county,,NORTH WHITLEY,WHITLEY CITY FIRE DEPARTMENT,HWY 27 WHITLEY CITY KY 42653
KY,county,,WEST BAGDAD,BAGDAD RURITAN BLDG,5632 ELMBURG RD BAGDAD KY 40003
KY,county,,PRECINCT 144 41 DISTRICT,BYCK ELEM SCH GYM,2328 CEDAR ST LOUISVILLE KY 40212
KY,county,,PRECINCT 147 43 DISTRICT,BYCK ELEM SCH GYM,2328 CEDAR ST LOUISVILLE KY 40212
KY,county,,THREE SPRINGS,JODY RICHARDS ELEMENTARY SCHOOL,2100 ELROD RD BOWLING GREEN KY 42101
KY,county,,PRECINCT 177 32 DISTRICT,COMM OF CHRIST CH,2401 MERRIWOOD DR LOUISVILLE KY 40221
KY,county,,JONESVILLE,JONESVILLE FIRE DEPT,HWY 36 JONESVILLE KY 41052
KY,county,,PRECINCT 166 32 DISTRICT,COMM OF CHRIST CH,2401 MERRIWOOD DR LOUISVILLE KY 40221
KY,county,,PRECINCT 160 35 DISTRICT,MAPLE GROVE BAPT CH,5911 E MANSLICK RD LOUISVILLE KY 40219
KY,county,,PRECINCT 143 43 DISTRICT,CALVIN PRESBY CH,2501 RUDY LN LOUISVILLE KY 40207
KY,county,,PRECINCT 153 41 DISTRICT,CALVIN PRESBY CH,2501 RUDY LN LOUISVILLE KY 40207
KY,county,,WEST PINE KNOT,PINE KNOT MIDDLE SCHOOL,HWY 92 PINE KNOT KY 42635
