county_name,precinct_id,name,address,polling_place_type
Bottineau,03,04 Westhope City Hall,"Westhope City Hall, Westhope, ND, 58793",vote_center
Bottineau,03,10 Lansford Mall,"Lansford Mall, Lansford, ND, 58750",vote_center
Bottineau,03,Cobblestone Inn & Suites,"1109 11th St E, Bottineau, ND, 58318",vote_center
Bottineau,04,04 Westhope City Hall,"Westhope City Hall, Westhope, ND, 58793",vote_center
Bottineau,04,10 Lansford Mall,"Lansford Mall, Lansford, ND, 58750",vote_center
Bottineau,04,Cobblestone Inn & Suites,"1109 11th St E, Bottineau, ND, 58318",vote_center
Bottineau,05,04 Westhope City Hall,"Westhope City Hall, Westhope, ND, 58793",vote_center
Bottineau,05,10 Lansford Mall,"Lansford Mall, Lansford, ND, 58750",vote_center
Bottineau,05,Cobblestone Inn & Suites,"1109 11th St E, Bottineau, ND, 58318",vote_center
Bowman,01,Bowman City # 1 - Bowman City Hall,"101 First St NE, Bowman, ND, 58623",polling_place
Bowman,02,South - Four Seasons # 2 - Bowman Four Seasons Bld,"12 Hwy 12 East, Bowman, ND, 58623",polling_place
Bowman,03,West - Rhame # 3 - Rhame American Legion Hall,"56 Main Street North, Rhame, ND, 58651",polling_place
Bowman,04,East - Scranton # 4 - Scranton Fire Hall,"103 Main Street, Scranton, ND, 58653",polling_place
Burke,01,Burke County Courthouse-Vote by Mail Polling Place,"103 Main St NW, Bowbells, ND, 58721",polling_place
Burke,02,Burke County Courthouse-Vote by Mail Polling Place,"103 Main St NW, Bowbells, ND, 58721",polling_place
Burke,03,Burke County Courthouse-Vote by Mail Polling Place,"103 Main St NW, Bowbells, ND, 58721",polling_place
Burke,04,Burke County Courthouse-Vote by Mail Polling Place,"103 Main St NW, Bowbells, ND, 58721",polling_place
Burke,05,Burke County Courthouse-Vote by Mail Polling Place,"103 Main St NW, Bowbells, ND, 58721",polling_place
Burke,06,Burke County Courthouse-Vote by Mail Polling Place,"103 Main St NW, Bowbells, ND, 58721",polling_place
Burleigh,01,Lincoln City Hall,"74 Santee Rd, Lincoln, ND, 58504",polling_place
Burleigh,02,GracePoint Church,"205 43rd Ave NE, Bismarck, ND, 58503",polling_place
Burleigh,03,Sunrise School,"3800 Nickerson Ave, Bismarck, ND, 58503",polling_place
Burleigh,04,County 4-H Building,"3715 E Bismarck Expressway, Bismarck, ND, 58501",polling_place
Burleigh,05,Evangel Assembly of God,"3225 N 14th St, Bismarck, ND, 58503",polling_place
Burleigh,06,Liberty School,"5400 Onyx Dr, Bismarck, ND, 58503",polling_place
Burleigh,07,The Element,"3220 N 19th Street, Bismarck, ND, 58503",polling_place
Burleigh,08,Legacy High School,"3400 E Calgary Ave, Bismarck, ND, 58503",polling_place
Burleigh,01,Wilton County Shop,"30300 93rd St NE, Wilton, ND, 58579",polling_place
Burleigh,02,Wilton County Shop,"30300 93rd St NE, Wilton, ND, 58579",polling_place
Burleigh,03,Wing Fire Hall,"2 2nd Ave W, Wing, ND, 58494",polling_place
Burleigh,01,Sterling School,"118 McKenzie St, Sterling, ND, 58572",polling_place
Burleigh,02,Menoken School,"412 Bismarck St N, Menoken, ND, 58558",polling_place
Burleigh,03,County 4-H Building,"3715 E Bismarck Expressway, Bismarck, ND, 58501",polling_place
Burleigh,01,United Tribes Technical College,"3315 University Dr, Bismarck, ND, 58504",polling_place
Burleigh,02,Senior Center,"315 N 20th St, Bismarck, ND, 58501",polling_place
Burleigh,03,Lord of Life Lutheran Church,"1143 N 26th St, Bismarck, ND, 58501",polling_place
Burleigh,04,Solheim School,"325 Munich Dr, Bismarck, ND, 58504",polling_place
Burleigh,01,South Central High School,"406 S Anderson St, Bismarck, ND, 58504",polling_place
Burleigh,02,Roosevelt School,"613 W Avenue B, Bismarck, ND, 58501",polling_place
Burleigh,03,Bismarck Civic Center,"601 E Sweet Ave, Bismarck, ND, 58504",polling_place
Burleigh,04,Bismarck Civic Center,"601 E Sweet Ave, Bismarck, ND, 58504",polling_place
Burleigh,05,Bismarck Civic Center,"601 E Sweet Ave, Bismarck, ND, 58504",polling_place
Burleigh,06,Bismarck Civic Center,"601 E Sweet Ave, Bismarck, ND, 58504",polling_place
Burleigh,07,Bismarck Civic Center,"601 E Sweet Ave, Bismarck, ND, 58504",polling_place
Burleigh,01,Highland Acres School,"1200 Prairie Dr, Bismarck, ND, 58501",polling_place
Burleigh,02,State Capitol Building,"600 E Boulevard Ave, Bismarck, ND, 58501",polling_place
Burleigh,03,Northridge School,"1727 N 3rd St, Bismarck, ND, 58501",polling_place
Burleigh,04,Pioneer School,"1400 E Braman Ave, Bismarck, ND, 58501",polling_place
Burleigh,05,Robert Miller School,"1989 N 20th St, Bismarck, ND, 58501",polling_place
Burleigh,06,Simle Middle School,"1215 N 19th St, Bismarck, ND, 58501",polling_place
Burleigh,01,Century Baptist Church,"205 Colt Ave, Bismarck, ND, 58503",polling_place
Burleigh,03,Grimsrud School,"716 W St Benedict Dr, Bismarck, ND, 58501",polling_place
Burleigh,04,Century Baptist Church,"205 Colt Ave, Bismarck, ND, 58503",polling_place
Cass,01,Ev Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,01,Ev-Baymont Inn,"3333 13th Ave S, Fargo, ND, 58103",polling_place
Cass,01,Ev-Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,01,Ev-Fargodome,"1800 University Dr N, Fargo, ND, 58102",polling_place
Cass,01,Olivet Lutheran,"1330 University Drive South, Fargo, ND, 58103",polling_place
Cass,02,Baymont Inn,"3333 13th Avenue South, Fargo, ND, 58103",polling_place
Cass,02,Ev Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,02,Ev-Baymont Inn,"3333 13th Ave S, Fargo, ND, 58103",polling_place
Cass,02,Ev-Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,02,Ev-Fargodome,"1800 University Dr N, Fargo, ND, 58102",polling_place
Cass,01,Westside Elementary,"945 7th Ave W, West Fargo, ND, 58078",polling_place
Cass,02,West Fargo City Hall,"800 4th Ave E, West Fargo, ND, 58078",polling_place
Cass,03,Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,03,Ev Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,03,Ev-Baymont Inn,"3333 13th Ave S, Fargo, ND, 58103",polling_place
Cass,03,Ev-Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,03,Ev-Fargodome,"1800 University Dr N, Fargo, ND, 58102",polling_place
Cass,01,Meadowridge Chapel,"2198 2nd Avenue East, West Fargo, ND, 58078",polling_place
Cass,02,Lutheran Church of the Cross,"1420 16th St E, West Fargo, ND, 58078",polling_place
Cass,03,Scheels Arena,"5225 31st Ave S, Fargo, ND, 58104",polling_place
Cass,04,Ev Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,04,Ev-Baymont Inn,"3333 13th Ave S, Fargo, ND, 58103",polling_place
Cass,04,Ev-Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,04,Ev-Fargodome,"1800 University Dr N, Fargo, ND, 58102",polling_place
Cass,04,Journey in Faith Church,"650 40th Avenue East, West Fargo, ND, 58078",polling_place
Cass,01,Northern Cass PSD,"16021 18th St Se, Hunter, ND, 58048",polling_place
Cass,01,Robert Johnson Rec Ctr,"1104 2nd Avenue South, Fargo, ND, 58103",polling_place
Cass,02,Fargo Public Library,"102 3rd ST N, Fargo, ND, 58102",polling_place
Cass,01,Page Senior Center,"124 Morton Avenue, Page, ND, 58064",polling_place
Cass,02,Arthur Community Hall,"550 Main St, Arthur, ND, 58006",polling_place
Cass,03,Buffalo Community Center,"507 Main St, Buffalo, ND, 58011",polling_place
Cass,04,Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,05,Ev Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,05,Ev-Baymont Inn,"3333 13th Ave S, Fargo, ND, 58103",polling_place
Cass,05,Ev-Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,05,Ev-Fargodome,"1800 University Dr N, Fargo, ND, 58102",polling_place
Cass,05,Mapleton Community Ctr,"615 2nd St, Mapleton, ND, 58059",polling_place
Cass,06,Ev Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,06,Ev-Baymont Inn,"3333 13th Ave S, Fargo, ND, 58103",polling_place
Cass,06,Ev-Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,06,Ev-Fargodome,"1800 University Dr N, Fargo, ND, 58102",polling_place
Cass,06,Triumph West,"3745 Sheyenne St, West Fargo, ND, 58078",polling_place
Cass,07,Davenport Community Center,"120 Main Street, Davenport, ND, 58021",polling_place
Cass,07,Ev Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,07,Ev-Baymont Inn,"3333 13th Ave S, Fargo, ND, 58103",polling_place
Cass,07,Ev-Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,07,Ev-Fargodome,"1800 University Dr N, Fargo, ND, 58102",polling_place
Cass,08,Ev Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,08,Ev-Baymont Inn,"3333 13th Ave S, Fargo, ND, 58103",polling_place
Cass,08,Ev-Cambria Suites,"825 E Beaton Dr, West Fargo, ND, 58078",polling_place
Cass,08,Ev-Fargodome,"1800 University Dr N, Fargo, ND, 58102",polling_place
Cass,08,Horace Senior Ctr,"214 Thue Ct, Horace, ND, 58047",polling_place
Cass,01,Tower City Community Center,"507 Broadway St, Tower City, ND, 58071",polling_place
Cass,02,Alice Nu Tech Seed Office,"307 3rd St, Alice, ND, 58031",polling_place
Cass,01,Hickson Community Ctr,"Main St, Hickson, ND, 58047",polling_place
Cass,02,Kindred City Hall,"31 5th Ave N, Kindred, ND, 58051",polling_place
Cass,01,West Acres,"3920 13th Avenue South, Fargo, ND, 58103",polling_place
Cass,02,Living Waters Church,"4451 40th Ave S, Fargo, ND, 58104",polling_place
Cass,03,Calvary United Methodist,"4575 45th Street South, Fargo, ND, 58104",polling_place
Cass,01,Bethel Evangelical,"2702 30th Ave S, Fargo, ND, 58103",polling_place
Cass,02,First Assembly,"3401 25th St S, Fargo, ND, 58104",polling_place
Cass,01,El Zagal Shrine,"1429 3rd Street North, Fargo, ND, 58102",polling_place
Cass,02,Grace Covenant (formerly Knollbrook),"3030 Broadway North, Fargo, ND, 58102",polling_place
Cass,01,FargoDome,"1800 University Drive North, Fargo, ND, 58102",polling_place
Cass,02,Reiles Acres Community Center,"4635 35th Ave N, Reiles Acres, ND, 58102",polling_place
Cass,03,Harwood Community Center,"210 Freedland Drive, Harwood, ND, 58042",polling_place
Cass,04,Argusville Community Center,"107 Northern Dr, Argusville, ND, 58005",polling_place
Cass,01,The Bowler,"2630 University Dr S, Fargo, ND, 58103",polling_place
Cass,02,Atonement Lutheran,"4601 University Drive South, Fargo, ND, 58104",polling_place
Cass,03,Riverview Place,"5300 12th St S, Fargo, ND, 58104",polling_place
Cavalier,01,Cavalier County Courthouse,"901 3rd Street, Langdon, ND, 58249",polling_place
Dickey,02,Precinct 2 - Fullerton - Fullerton City Hall,"33 North Monroe, Fullerton, ND, 58441",polling_place
Dickey,03,Precinct 3 -Oakes City - Oakes Armory,"124 5th St S, Oakes, ND, 58474",polling_place
Dickey,01,Precinct 1 -Ellendale City - Senior Citizen Center,"67 1st Ave S, Ellendale, ND, 58436",polling_place
Divide,01,Precinct 1-Crosby Community Center,"1002 2nd ST SE, Crosby, ND, 58730",polling_place
Divide,02,Precinct 2-Crosby Community Center,"1002 2nd ST SE, Crosby, ND, 58730",polling_place
Divide,03,Precinct 3-Fortuna Senior Citizens,"250 MAIN ST, Fortuna, ND, 58844",polling_place
Divide,04,Precinct 4-Noonan Community Center,"605 MAIN ST S, Noonan, ND, 58765",polling_place
Dunn,01,Twin Buttes Tribal Building,"708 79E Avenue NW, Twin Buttes, ND, 58636",polling_place
Dunn,02,Halliday City Hall,"131 Main St. E, Halliday, ND, 58636",polling_place
Dunn,03,Dunn Center City Hall,"3 Main St. W, Dunn Center, ND, 58626",polling_place
Dunn,11,Dodge City Hall,"101 Central Avenue, Dodge, ND, 58625",polling_place
Dunn,15,North Fox - St Anthony Mission,"9385 BIA Rte 12, Mandaree, ND, 58757",polling_place
Dunn,07,Killdeer School,"101 High St. NW, Killdeer, ND, 58640",polling_place
Dunn,10,Halliday City Hall,"131 Main St. E, Halliday, ND, 58636",polling_place
Dunn,12,Manning - Dunn County Courthouse,"205 Owens Street, Manning, ND, 58642",polling_place
Dunn,14,New Hradec - Catholic Workman Hall,"Catholic Workman Hall, New Hradec, ND, 58601",polling_place
Dunn,08,Killdeer School,"101 High St. NW, Killdeer, ND, 58640",polling_place
Dunn,09,Killdeer School,"101 High St. NW, Killdeer, ND, 58640",polling_place
Dunn,16,Killdeer School,"101 High St. NW, Killdeer, ND, 58640",polling_place
Eddy,01,Brown Memorial,"3  7th Street South, New Rockford, ND, 58356",polling_place
Eddy,02,Brown Memorial,"3  7th Street South, New Rockford, ND, 58356",polling_place
Emmons,01,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",vote_center
Emmons,01,Hazelton City Hall,"342 Main St., Hazelton, ND, 58544",polling_place
Emmons,02,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",vote_center
Emmons,03,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",vote_center
Emmons,04,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",vote_center
Emmons,04,The Blue Room,"622 Main St., Strasburg, ND, 58573",polling_place
Emmons,05,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",vote_center
Emmons,05,The Blue Room,"622 Main St., Strasburg, ND, 58573",polling_place
Foster,01,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,02,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,03,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,04,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,05,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,06,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Golden Valley,01,Beach Community Center,"153 Main St., Beach, ND, 58621",polling_place
Grand Forks,01,Alerus Center Election Day,"1200 42nd St S, Grand Forks, ND, 58203",polling_place
Grand Forks,02,Holy Family Church,"1001 S 17th Ave, Grand Forks, ND, 58201",polling_place
Grand Forks,03,First Presbyterian Church,"5555 S Washington St, Grand Forks, ND, 58201",polling_place
Grand Forks,04,ICON Arena/Park Dist Offices,"1060 47th Ave S, Grand Forks, ND, 58201",polling_place
Grand Forks,05,Alerus Center Election Day,"1200 42nd St S, Grand Forks, ND, 58203",polling_place
Grand Forks,06,Bible Baptist Church,"6367 Gateway Dr, Grand Forks, ND, 58203",polling_place
Grand Forks,07,Wesley United Church,"1600 4th Ave N, Grand Forks, ND, 58203",polling_place
Grand Forks,08,GF City Hall,"255 N 4th St, Grand Forks, ND, 58203",polling_place
Grand Forks,09,GF City Hall,"255 N 4th St, Grand Forks, ND, 58203",polling_place
Grand Forks,10,St. Paul's Episcopal Church,"319 5th St S, Grand Forks, ND, 58201",polling_place
Grand Forks,11,St. Paul's Episcopal Church,"319 5th St S, Grand Forks, ND, 58201",polling_place
Grand Forks,12,Hope Evangelical Chruch,"1601 17th Ave S, Grand Forks, ND, 58201",polling_place
Grand Forks,13,Gilby Presbyterian Church,"125 3rd St, Gilby, ND, 58235",polling_place
Grand Forks,14,Larimore Senior Citizens Center,"116 Towner Ave, Larimore, ND, 58251",polling_place
Grand Forks,15,Manvel Public School,"801 Oldham Ave, Manvel, ND, 58256",polling_place
Grand Forks,16,Northwood Community Center,"12 N Raymond St, Northwood, ND, 58267",polling_place
Grand Forks,17,Emerado Community Hall,"300 Main Street, Emerado, ND, 58228",polling_place
Grand Forks,18,Thompson Community Center,"306 Pacific Ave, Thompson, ND, 58278",polling_place
Grand Forks,19,Public Works,"724 N 47th St, Grand Forks, ND, 58201",polling_place
Grand Forks,20,Gorecki Alumni Center,"3501 University Avenue, Grand Forks, ND, 58203",polling_place
Grand Forks,21,UND Wellness Center,"801 Princeton St, Grand Forks, ND, 58203",polling_place
Grand Forks,22,UND Wellness Center,"801 Princeton St, Grand Forks, ND, 58203",polling_place
Grand Forks,23,ICON Arena/Park Dist Offices,"1060 47th Ave S, Grand Forks, ND, 58201",polling_place
Grand Forks,24,Alerus Center Election Day,"1200 42nd St S, Grand Forks, ND, 58203",polling_place
Grand Forks,25,Alerus Center Election Day,"1200 42nd St S, Grand Forks, ND, 58203",polling_place
Grand Forks,26,Alerus Center Election Day,"1200 42nd St S, Grand Forks, ND, 58203",polling_place
Grand Forks,27,Alerus Center Election Day,"1200 42nd St S, Grand Forks, ND, 58203",polling_place
Grant,01,Elgin Community Center,"305 Main Street North, Elgin, ND, 58533",vote_center
Grant,01,Grant County Courthouse,"106 2nd AVE NE, Carson, ND, 58529",vote_center
Grant,02,Elgin Community Center,"305 Main Street North, Elgin, ND, 58533",vote_center
Grant,02,Grant County Courthouse,"106 2nd AVE NE, Carson, ND, 58529",vote_center
Grant,03,Elgin Community Center,"305 Main Street North, Elgin, ND, 58533",vote_center
Grant,03,Grant County Courthouse,"106 2nd AVE NE, Carson, ND, 58529",vote_center
Grant,04,Elgin Community Center,"305 Main Street North, Elgin, ND, 58533",vote_center
Grant,04,Grant County Courthouse,"106 2nd AVE NE, Carson, ND, 58529",vote_center
Griggs,01,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Griggs,02,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Griggs,03,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Griggs,04,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Griggs,05,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Hettinger,01,Hettinger County Court House,"336 Pacific Avenue, Mott, ND, 58646",polling_place
Hettinger,02,Hettinger County Court House,"336 Pacific Avenue, Mott, ND, 58646",polling_place
Hettinger,03,Hettinger County Court House,"336 Pacific Avenue, Mott, ND, 58646",polling_place
Hettinger,04,Hettinger County Court House,"336 Pacific Avenue, Mott, ND, 58646",polling_place
Kidder,01,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,02,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,03,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,04,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,05,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,06,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
LaMoure,04,"Precinct 1,2,3,4(Edgeley National Guard Armory)","508 1st Ave W, Edgeley, ND, 58433",vote_center
LaMoure,04,"Precinct 1,2,3,4(LaMoure Civic Center)","33 Center Ave E, LaMoure, ND, 58458",vote_center
LaMoure,01,"Precinct 1,2,3,4(Edgeley National Guard Armory)","508 1st Ave W, Edgeley, ND, 58433",vote_center
LaMoure,01,"Precinct 1,2,3,4(LaMoure Civic Center)","33 Center Ave E, LaMoure, ND, 58458",vote_center
LaMoure,02,"Precinct 1,2,3,4(Edgeley National Guard Armory)","508 1st Ave W, Edgeley, ND, 58433",vote_center
LaMoure,02,"Precinct 1,2,3,4(LaMoure Civic Center)","33 Center Ave E, LaMoure, ND, 58458",vote_center
LaMoure,03,"Precinct 1,2,3,4(Edgeley National Guard Armory)","508 1st Ave W, Edgeley, ND, 58433",vote_center
LaMoure,03,"Precinct 1,2,3,4(LaMoure Civic Center)","33 Center Ave E, LaMoure, ND, 58458",vote_center
Logan,01,Napoleon American Legion Hall,"69 Broadway St, Napoleon, ND, 58561",polling_place
Logan,02,Napoleon American Legion Hall,"69 Broadway St, Napoleon, ND, 58561",polling_place
Logan,03,Napoleon American Legion Hall,"69 Broadway St, Napoleon, ND, 58561",polling_place
Logan,04,Napoleon American Legion Hall,"69 Broadway St, Napoleon, ND, 58561",polling_place
Logan,05,Napoleon American Legion Hall,"69 Broadway St, Napoleon, ND, 58561",polling_place
McHenry,16,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,18,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,27,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,41,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,47,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,55,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,58,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,62,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McIntosh,01,McIntosh County Courthouse,"112 1st St NE, Ashley, ND, 58413",polling_place
McIntosh,01,National Guard Armory,"1210 1st Ave S, Wishek, ND, 58495",polling_place
McIntosh,02,McIntosh County Courthouse,"112 1st St NE, Ashley, ND, 58413",polling_place
McIntosh,02,National Guard Armory,"1210 1st Ave S, Wishek, ND, 58495",polling_place
McIntosh,03,McIntosh County Courthouse,"112 1st St NE, Ashley, ND, 58413",polling_place
McIntosh,03,National Guard Armory,"1210 1st Ave S, Wishek, ND, 58495",polling_place
McIntosh,04,McIntosh County Courthouse,"112 1st St NE, Ashley, ND, 58413",polling_place
McIntosh,04,National Guard Armory,"1210 1st Ave S, Wishek, ND, 58495",polling_place
McIntosh,05,McIntosh County Courthouse,"112 1st St NE, Ashley, ND, 58413",polling_place
McIntosh,05,National Guard Armory,"1210 1st Ave S, Wishek, ND, 58495",polling_place
McIntosh,06,McIntosh County Courthouse,"112 1st St NE, Ashley, ND, 58413",polling_place
McIntosh,06,National Guard Armory,"1210 1st Ave S, Wishek, ND, 58495",polling_place
McKenzie,01,Four Bears Community Center,"200 Chief Four Bears Ave, New Town, ND, 58763",polling_place
McKenzie,02,Mandaree Community Center,"212 Ridge Road, Mandaree, ND, 58757",polling_place
McKenzie,03,East Fairview School,"301 2nd St S, East Fairview, ND, 59221",polling_place
McKenzie,04,Cartwright Hall,"213 Main St, Cartwright, ND, 58838",polling_place
McKenzie,05,Alexander City Hall,"112 Manning Ave, Alexander, ND, 58831",polling_place
McKenzie,06,Wilmington Lutheran Church,"300 2nd Ave East, Arnegard, ND, 58835",polling_place
McKenzie,07,Squaw Gap Multipurpose Center,"493 ND Highway 16 N, East Sidney, ND, 59270",polling_place
McKenzie,08,Grassy Butte Community Hall,"501 Main St N, Grassy Butte, ND, 58634",polling_place
McKenzie,09,McKenzie County Courthouse,"201 5th St NW, Watford City, ND, 58854",polling_place
McKenzie,11,Watford City City Hall,"213 2nd ST NE, Watford City, ND, 58854",polling_place
McKenzie,12,Keene Community Buillding,"104 2nd Ave, Keene, ND, 58847",polling_place
McLean,02,Vote Ctr-Garrison City Auditorium,"15 Main St South, Garrison, ND, 58540",vote_center
McLean,02,Vote Ctr-Turtle Lake Legion,"23 2nd Ave East, Turtle Lake, ND, 58575",vote_center
McLean,02,Vote Ctr-Washburn Memorial Bldg,"805 Main Avenue, Washburn, ND, 58577",vote_center
McLean,02,White Shield Complex,"1620 61st Ave NW, Whiteshield, ND, 58540",polling_place
McLean,03,Vote Ctr-Garrison City Auditorium,"15 Main St South, Garrison, ND, 58540",vote_center
McLean,03,Vote Ctr-Turtle Lake Legion,"23 2nd Ave East, Turtle Lake, ND, 58575",vote_center
McLean,03,Vote Ctr-Washburn Memorial Bldg,"805 Main Avenue, Washburn, ND, 58577",vote_center
McLean,01,Vote Ctr-Garrison City Auditorium,"15 Main St South, Garrison, ND, 58540",vote_center
McLean,01,Vote Ctr-Turtle Lake Legion,"23 2nd Ave East, Turtle Lake, ND, 58575",vote_center
McLean,01,Vote Ctr-Washburn Memorial Bldg,"805 Main Avenue, Washburn, ND, 58577",vote_center
Mercer,01,Mercer County Vote Centers,"120 7th St NE, Beulah, ND, 58523",polling_place
Mercer,01,Vote by Mail (Mercer County Auditor's Office),"PO Box 39, Stanton, ND, 58571",polling_place
Mercer,03,Mercer County Vote Centers,"120 7th St NE, Beulah, ND, 58523",polling_place
Mercer,03,Vote by Mail (Mercer County Auditor's Office),"PO Box 39, Stanton, ND, 58571",polling_place
