state,election_date,jurisdiction_type,county_name,precinct_name,name,address,polling_location_type
PA,2012-11-06,county,,PHILA WD 52 DIV 13,52/13 SETTLEMENT MUSIC SCHOOL,4910 WYNNEFIELD AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 12,52/12 INGLIS HOUSE (FOUNDERS HALL),2600 BELMONT AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,ERIE FOURTH WARD 2ND DISTRICT,GANNON UNIV-ZURN SCIENCE BUILDING,131 W 7TH ST ERIE PA 16501,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 11,52/11 INGLIS HOUSE (FOUNDERS HALL),2600 BELMONT AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITCAIRN 00 03,PITCAIRN BUILDING I,582 SIXTH ST PITCAIRN PA,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 14,52/14 JOHN C ANDERSON CULTURE CTR,5301 OVERBROOK AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,CLARA TOWNSHIP,CLARA TWP BLDG,566 CLARA RD SHINGLEHOUSE PA 16748,polling_location
PA,2012-11-06,county,,PITTSBURGH 03 02,MULTIPURPOSE RM K.LEROY IRVIS TOWERS,715 MERCER ST PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 10,52/10 PARK PLAZA CONDOMINIUMS,3900 FORD RD PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 19 28,ST MARY'S OF THE MOUNT SCHOOL,115 BIGHAM ST PITTSBURGH PA 15211,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 01,52/01 PARKSIDE AVE BANQUET HALL,4950 PARKSIDE AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,GARRETT BORO,GARRETT BORO OFFICE,307 MUNICIPAL RD GARRETT PA 15542,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 09,52/09 SIMPSON HOUSE,2101 BELMONT AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,TUSCARORA TWP,TUSCARORA TOWNSHIP MUNICIPAL BUILDING (30),72 CEMETERY RD DONNALLY MILLS PA,polling_location
PA,2012-11-06,county,,PINE 00 08,NORTH PARK SKATING RINK MAIN FLOOR,303 PEARCE MILL RD PINE PA,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 08,52/08 PARK TOWER APTS,4001 CONSHOHOCKEN AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WATERFORD BORO,MUNICIPAL BUILDING,SE PARK ROW WATERFORD PA 16441,polling_location
PA,2012-11-06,county,,AKRON BORO WEST,AKRON CHURCH OF THE BRETHREN,613 MAIN ST AKRON PA 17501,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 06,52/06 BRITH SHOLOM HOUSE,3939 CONSHOHOCKEN AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,SELLERSVILLE BORO 3RD,SELLERSVILLE FIRE HOUSE,2 N MAIN ST SELLERSVILLE PA 18960,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 04,52/04 DUFFIELD HOUSE,3701 CONSHOHOCKEN AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,MAHONING TWP I,TRINITY METHODIST CHURCH,306 LOMBARD AVE DANVILLE PA,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 07,52/07 BRITH SHOLOM HOUSE,3939 CONSHOHOCKEN AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,SHELOCTA,SHELOCTA/BOROUGH BUILDING,440 MAIN ST SHELOCTA PA 15774,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 05,52/05 GOMPERS SCHOOL,57TH &amp;amp; WYNNEFIELD AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LANCASTER TWP 3,LANCASTER TWP FIRE DEPT,125 FAIRVIEW AVE BAUSMAN PA 17504,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 26,51/26 LONGSTRETH SCHOOL,58TH &amp;amp; WILLOWS AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,DICKSON CITY W-01 P-1,DICKSON CITY CIVIC CENTER,935 ALBERT ST  PA,polling_location
PA,2012-11-06,county,,DICKSON CITY W-03 P-2,DICKSON CITY CIVIC CENTER,935 ALBERT ST  PA,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 03,52/03 PRESIDENTIAL CITY APTS/MADISON BLDG,3900 CITY AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,ERIE FIFTH WARD 3RD DISTRICT,GREATER CALVARY BAPTIST CHURCH,2624 GERMAN ST ERIE PA 16504,polling_location
PA,2012-11-06,county,,DORMONT 00 04,DORMONT UNITED METHODIST CHURCH,1641 POTOMAC AVE DORMONT PA,polling_location
PA,2012-11-06,county,,PHILA WD 52 DIV 02,52/02 RIVER PARK HOUSE APTS,3600 CONSHOHOCKEN AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,ERIE SECOND WARD 7TH DISTRICT,"J.F. KENNEDY NATO, INC.",2021 E 20TH ST ERIE PA 16510,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 28,51/28 LONGSTRETH SCHOOL,58TH &amp;amp; WILLOWS AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,GENESEE TOWNSHIP,FIREMEN'S HALL (TOWN HALL),405 MAIN ST GENESEE PA 16923,polling_location
PA,2012-11-06,county,,LANCASTER CITY 7W 8P CONESTOGA VALLEY SD,7TH DAY ADVENTIST CHURCH-CV,151 CITY MILL RD LANCASTER PA 17602,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 25,51/25 MITCHELL SCHOOL,56TH &amp;amp; KINGSESSING AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,MORRIS TWP. - 2ND PCT.,ST JOHN THE BAPTIST ORTHODOX SOCIAL HALL,53 FULTON ST HAWK RUN PA 16840,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 21,51/21 MITCHELL SCHOOL,56TH &amp;amp; KINGSESSING AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,HOOVERSVILLE BORO,HOOVERSVILLE COMMUNITY BUILDING,80 MAIN ST HOOVERSVILLE PA 15936,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 27,51/27 LONGSTRETH SCHOOL,58TH &amp;amp; WILLOWS AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 23,51/23 LONGSTRETH SCHOOL,58TH &amp;amp; WILLOWS AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,CORRY THIRD WARD,ST. THOMAS SCHOOL,229 W WASHINGTON ST CORRY PA 16407,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 20,51/20 SHAW MIDDLE SCHOOL,54TH &amp;amp; WARRINGTON AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,MCKEES ROCKS 01 01,STOWE ROCKS BOOSTER HALL,19 FURNACE ST MCKEES ROCKS PA 15136,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 24,51/24 MITCHELL SCHOOL,56TH &amp;amp; KINGSESSING AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WASHINGTONVILLE BORO,DELONG COMMUNITY HALL,7 CHURCH ST WASHINGTONVILLE PA 17884,polling_location
PA,2012-11-06,county,,WILKINSBURG 03 01,MIFFLIN METHODIST CHURCH,905 MIFFLIN AVE WILKINSBURG PA,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 19,51/19 LONGSTRETH SCHOOL,58TH &amp;amp; WILLOWS STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 22,51/22 MITCHELL SCHOOL,56TH &amp;amp; KINGSESSING AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,INDIAN LAKE BORO,INDIAN LAKE MUNICIPAL BUILDING,1301 CAUSEWAY DR CENTRAL CITY PA 15926,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 16,51/16 HARRINGTON SCHOOL,53RD ST &amp;amp; BALTIMORE AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 11 17,UNION PROJECT,801 N NEGLEY AVE PITTSBURGH PA 15206,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 17,51/17 SHAW MIDDLE SCHOOL,54TH ST &amp;amp; WARRINGTON AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,NORTH EAST BORO 2ND WARD,NORTH EAST SENIOR CENTER,50 E MAIN ST NORTH EAST PA 16428,polling_location
PA,2012-11-06,county,,WESTMONT(B)#4,WESTMONT CHURCH OF THE BRETHREN,2301 SUNSHINE AVE JOHNSTOWN PA 15905,polling_location
PA,2012-11-06,county,,PHILA WD 51 DIV 18,51/18 HARRINGTON SCHOOL,53RD ST &amp;amp; BALTIMORE AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,FORKS - EASTERN #1,FAITH LUTHERAN CHURCH,2012 SULLIVAN EASTON PA,polling_location
PA,2012-11-06,county,,MIDDLETOWN TWP LOWER 4,WALTER MILLER ELEMENTARY SCHOOL,10 S COBALT RIDGE DR LEVITTOWN PA 19057,polling_location
PA,2012-11-06,county,,WEST BRUNSWICK TOWNSHIP - SOUTH DISTRICT,WEST BRUNSWICK TWP BLDG,95 MUNICIPAL RD ORWIGSBURG PA 17961,polling_location
PA,2012-11-06,county,,LOWER MAKEFIELD TWP SOUTH 5,EDGEWOOD ELEMENTARY SCHOOL,899 OXFORD VALLEY RD YARDLEY PA 19067,polling_location
PA,2012-11-06,county,,KANE BOROUGH - 2ND WD,ST CALLISTUS ROMAN CATHOLIC CHURCH,342 CHASE ST KANE PA 16735,polling_location
PA,2012-11-06,county,,PHILA WD 43 DIV 07,43/07 LENFEST CENTER,10TH &amp;amp; PIKE STS PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,MILFORD TWP ROEDER,MUMBAUERSVILLE ROD &amp;amp; GUN CLUB,1911 KLINES MILL RD PENNSBURG PA 18073,polling_location
PA,2012-11-06,county,,PHILA WD 43 DIV 04,43/04 HUNTING PARK REC CENTER,1001 W HUNTING PARK AVE PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,JEFFERSON TWP,BAKERSVILLE FIRE HALL,2341 BAKERSVILLE-EDIE RD SOMERSET PA 15501,polling_location
PA,2012-11-06,county,,SHALER 04 05,GLENSHAW PRESB CH PENN AVE PORTICO ENT,300 GLENN AVE SHALER PA,polling_location
PA,2012-11-06,county,,JOHNSTOWN 20TH W3,CHRIST THE SAVIOR EDUCATIONAL CENTER,307 GARFIELD ST JOHNSTOWN PA,polling_location
PA,2012-11-06,county,,PHILA WD 43 DIV 05,43/05 HUNTING PARK REC CENTER,1001 W HUNTING PARK AVE PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,DUNMORE W-02 P-2,ST ANTHONY'S MEMORIAL PLAYGROUND,HILL &amp;amp; COONEY STS  PA,polling_location
PA,2012-11-06,county,,PHILA WD 43 DIV 02,43/02 CAYUGA SCHOOL,4344 N 05TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WESLEYVILLE BORO EAST DISTRICT,BOROUGH BUILDING,3421 BUFFALO RD ERIE PA 16510,polling_location
PA,2012-11-06,county,,PITTSBURGH 14 32,TOWERS APT REC RM,2825 MURRAY AVE PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 43 DIV 06,43/06 ESPERANZA HEALTH CENTER,6TH &amp;amp; CAYUGA STS PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,COLLIER 00 02,RENNERDALE VOL FIRE CO 1ST FL HALL,30 SUBURBAN AVE COLLIER PA,polling_location
PA,2012-11-06,county,,NORTH NEWTON,NORTH NEWTON TWP COMMUNITY PARK BLDG,528 OAKVILLE RD SHIPPENSBURG PA 17257,polling_location
PA,2012-11-06,county,,PHILA WD 43 DIV 03,43/03 ESPERANZA HEALTH CENTER,6TH &amp;amp; CAYUGA STS PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,KINGSTON TWP D 03,TRUCKSVILLE UNITED METHODIST CHURCH,40 KNOB HILL RD TRUCKSVILLE PA 18708,polling_location
PA,2012-11-06,county,,PITTSBURGH 14 24,COLFAX SCHOOL CAFETERIA,2315 BEECHWOOD BLVD PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 25,42/25 GREATER OLNEY BRANCH LIBRARY,5TH &amp;amp; TABOR ROAD PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 19 25,BROOKLINE ELEMENTARY SCHOOL ROOM 320,500 WOODBOURNE AVE PITTSBURGH PA 15226,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 20,42/20 MORRISON SCHOOL,5111 N 04TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,JENNER TWP 1,TWP BLDG JENNER X ROADS,1215 BLACKS HILL RD BOSWELL PA 15531,polling_location
PA,2012-11-06,county,,PHILA WD 43 DIV 01,43/01 PRINCE HALL,4301 N BROAD ST PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,"LOWER ALLEN, 2P",CHRISTIAN LIFE ASSEMBLY,2645 LISBURN RD CAMP HILL PA 17011,polling_location
PA,2012-11-06,county,,"HAMPDEN, 10P",ALDERSGATE UNITED METHODIST CHURCH,1480 JERUSALEM RD MECHANICSBURG PA 17050,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 23,42/23 JUNIATA PARK ACADEMY,801 E HUNTING PARK AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,ERIE SIXTH WARD 12TH DISTRICT,GROVER CLEVELAND SCHOOL-GYM,1540 W 38TH ST ERIE PA 16508,polling_location
PA,2012-11-06,county,,LITITZ BORO 2W 2P,LITITZ UNITED METHODIST CHURCH,201 E MARKET ST LITITZ PA 17543,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 24,42/24 GARAGE,5440 N AMERICAN ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,CLAIRTON 01 01,PINE RUN UN METH CHURCH,901 N SIXTH ST CLAIRTON PA,polling_location
PA,2012-11-06,county,,WARMINSTER TWP 14,ANN'S CHOICE KEYSTONE CLUBHOUSE,30000 ANNS CHOICE WAY WARMINSTER PA 18974,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 08,08/08 HOLY COMMUNION LUTHERAN CHURCH,2111 SANSOM ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LAFLIN BORO,ST MARIA GORETTI CHURCH HALL,42 REDWOOD DR WILKES BARRE PA 18702,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 22,42/22 WYOMING LIBRARY,B &amp;amp; WYOMING STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 21,42/21 MORRISON SCHOOL,5111 N 04TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,JENNER TWP 3,ACOSTA FIRE DEPARTMENT,428 ACOSTA RD ACOSTA PA 15520,polling_location
PA,2012-11-06,county,,LANCASTER TWP 4,BURROWES ELEMENTARY SCHOOL,1001 E ORANGE ST LANCASTER PA 17602,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 19,42/19 ZIEHLER RECREATION CENTER,B &amp;amp; GALE STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,JERMYN W-03 P-0,JERMYN MUNICIPAL BLDG,440 JEFFERSON AVE  PA,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 14,42/14 NEW LIFE PRESBYTERIAN CHURCH,425 E ROOSEVELT BLVD PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,CRANESVILLE,FIRE HOUSE,N MEADVILLE ST CRANESVILLE PA 16410,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 18,42/18 CHRISTIAN HIGH SCHOOL,401 E TABOR RD PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,PITTSBURGH 09 04,ST MARYS LYCEUM,329 45TH ST PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 17,42/17 MORRISON SCHOOL,5111 N 04TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LARKSVILLE BORO W 01,LARKSVILLE ROAD DEPARTMENT BUILDING,55 NEW ST LARKSVILLE PA 18704,polling_location
PA,2012-11-06,county,,"YORK - 9TH WARD, 1ST PRECINCT",PRINCESS STREET CENTER,368 PRINCESS ST W YORK PA 17401,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 16,42/16 ASPIRA OLNEY CHARTER SCHOOL,FRONT &amp;amp; DUNCANNON STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LAWRENCE TWP.-GOLDEN ROD PCT.,CLEARFIELD MASONIC LODGE #314,6352 CLEARFIELD WOODLAND HWY CLEARFIELD PA 16830,polling_location
PA,2012-11-06,county,,SHALER 07 04,SHALER VILLA VOLUNTEER FIRE CO,958 SAXONBURG BLVD SHALER PA,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 15,42/15 INTL CHRISTIAN HIGH SCHOOL,401 E TABOR RD PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,E BRANDYWINE N-2,E BRANDYWINE TWP BLDG,1214 HORSESHOE PIKE GUTHERIESVILLE PA,polling_location
PA,2012-11-06,county,,PHILA WD 11 DIV 16,11/16 VENANGO HOUSE,2104 W VENANGO ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 13,42/13 MORRISON SCHOOL,5111 N 04TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,MCKEESPORT 07 06,GEORGE WASHINGTON SCHOOL,1818 SUMAC ST MCKEESPORT PA,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 09,08/09 SIDNEY HILLMAN APTS,22 S 22ND ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WESLEYVILLE BORO WEST DISTRICT,WESLEY CENTER,3315 SOUTH ST ERIE PA 16510,polling_location
PA,2012-11-06,county,,"SOUTH MIDDLETON, 5P",CARLISLE EVANGELICAL FREE CHURCH,290 PETERSBURG RD CARLISLE PA 17015,polling_location
PA,2012-11-06,county,,PHILA WD 41 DIV 22,41/22 KIDDY KOTTAGE DAYCARE CTR,4343 PRINCETON AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 07,08/07 SIDNEY HILLMAN APTS,22 S 22ND ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LARKSVILLE BORO W 02,LARKSVILLE VOLUNTEER FIRE COMPANY,490 W STATE ST LARKSVILLE PA 18651,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 02,08/02 TRINITY MEMORIAL CHURCH,2212 SPRUCE ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 06,08/06 THE WARWICK HOTEL,1701 LOCUST ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LARIMER TWP,"TOWNSHIP BUILDING, WITTENBURG",156 OLD WITTENBURG RD MEYERSDALE PA 15552,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 05,08/05 THE WARWICK HOTEL,1701 LOCUST ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,SOUTH PARK 00 09,SOUTH PRK HI RR ENT #17 MUSIC RM,2005 EAGLE RIDGE RD SOUTH PARK PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 12 10,PAULSON RECREATION CENTER,1300 PAULSON AVE PITTSBURGH PA 15206,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 04,08/04 PENN MEDICINE BLDG,1800 LOMBARD ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,ERIE FOURTH WARD 8TH DISTRICT,ERIE DAY SCHOOL,517 W 6 ST ERIE PA 16505,polling_location
PA,2012-11-06,county,,RICHLAND(T)#11,RICHLAND TOWERS,343 THEATRE DR JOHNSTOWN PA,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 03,08/03 PENN MEDICINE BLDG,1800 LOMBARD ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 23,07/23 FIREHOUSE,HART LA &amp;amp; BOUDINOT ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LARKSVILLE BORO W 04,LARKSVILLE BOROUGH BUILDING,211 E STATE ST LARKSVILLE PA 18651,polling_location
PA,2012-11-06,county,,PHILA WD 08 DIV 01,08/01 TRINITY MEMORIAL CHURCH,2212 SPRUCE ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 14 37,SHAARE TORAH SYNAGOGUE,2319 MURRAY AVE PITTSBURGH PA 15217,polling_location
PA,2012-11-06,county,,OILCREEK TWP,OILCREEK TWP      OILCREEK TWP BLDG,16835 SHREVE RUN RD PLEASANTVILLE PA 16341,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 21,07/21 ELKIN SCHOOL,D &amp;amp; CLEARFIELD STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LINCOLN TWP,SIPESVILLE FIRE HALL,968 SCHOOLHOUSE RD SIPESVILLE PA 15561,polling_location
PA,2012-11-06,county,,COVINGTON TOWNSHIP,COVINGTON TOWNSHIP BUILDING,88 DEER HAVEN RD FRENCHVILLE PA 16836,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 22,07/22 ELKIN SCHOOL,D &amp;amp; CLEARFIELD STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 20,07/20 FIREHOUSE,HART LA &amp;amp; BOUDINOT ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,ERIE FIFTH WARD 7TH DISTRICT,HOLY ROSARY SCHOOL,1012 E 28TH ST ERIE PA 16504,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 17,07/17 SOMERSET VILLAS,200 E SOMERSET ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,COLLIER 00 01,COLLIER TWP MUNICIPAL BUILDING,2418 HILLTOP RD COLLIER PA,polling_location
PA,2012-11-06,county,,WHITEHALL 00 16,BALDWIN COM U M CHURCH ASBURY HALL,5001 BAPTIST RD WHITEHALL PA,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 19,07/19 STETSON SCHOOL,B &amp;amp; ALLEGHENY AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LARKSVILLE BORO W 03,LARKSVILLE BOROUGH BUILDING,211 E STATE ST LARKSVILLE PA 18651,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 18,07/18 STETSON SCHOOL,B &amp;amp; ALLEGHENY AVE PHILADELPHIA PA 1,polling_location
PA,2012-11-06,county,,PITTSBURGH 19 24,ST PIUS X SCHOOL,2690 WADDINGTON AVE PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 15,07/15 STETSON SCHOOL,B &amp;amp; ALLEGHENY AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,L TURKEYFOOT TWP,TWP HOUSE NEAR JERSEY CH,2584 JERSEY HOLLOW RD CONFLUENCE PA 15424,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 14,07/14 STOREFRONT,3255 N FRONT ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LOWER FRANKFORD,LOWER FRANKFORD TWP. BLDG.,1205 EASY RD CARLISLE PA 17015,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 16,07/16 ELKIN SCHOOL,D &amp;amp; CLEARFIELD STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,ERIE FIFTH WARD 6TH DISTRICT,MC KINLEY SCHOOL,933 E 22ND ST ERIE PA 16503,polling_location
PA,2012-11-06,county,,N. LEBANON TWP- MIDDLE,NORTH LEBANON TOWNSHIP BUILDING,725 KIMMERLINGS RD LEBANON PA 17046,polling_location
PA,2012-11-06,county,,PITTSBURGH 14 04,WIGHTMAN ANNEX,5621 SOLWAY ST PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 13,07/13 SOMERSET VILLAS,200 E SOMERSET ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WARMINSTER TWP 13,HARTSVILLE FIRE COMPANY,1195 YORK RD WARMINSTER PA 18974,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 12,07/12 CRAMP SCHOOL,HOWARD &amp;amp; ONTARIO STS PHILADELPHIA PA 1,polling_location
PA,2012-11-06,county,,LAUREL RUN BORO,LAUREL RUN BOROUGH COMMUNITY BUILDING,100 DUPONT DR LAUREL RUN PA 18702,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 11,07/11 STETSON SCHOOL,B &amp;amp; ALLEGHENY AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 19 05,GRACE EPISCOPAL CHURCH,319 W SYCAMORE ST PITTSBURGH PA 15211,polling_location
PA,2012-11-06,county,,HEMPFIELD EAST TWP LANDISVILLE EAST,CHURCH OF GOD OF LANDISVILLE,171 CHURCH ST LANDISVILLE PA 17538,polling_location
PA,2012-11-06,county,,MEYERSDALE BORO,MEYERSDALE COMMUNITY BUILDING,MAIN ST MEYERSDALE PA 15552,polling_location
PA,2012-11-06,county,,LANCASTER TWP 5,LANCASTER TWP MUNICIPAL BLDG,1240 MAPLE AVE LANCASTER PA 17603,polling_location
PA,2012-11-06,county,,MONESSEN 1ST WARD 4TH PCT,"VOL. FIRE DEPT. HILL TOP FIRE HALL,",1501 MARION AVE MONESSEN PA 15062,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 10,07/10 ELKIN SCHOOL,D &amp;amp; CLEARFIELD STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,"COAL TWP, 9W",SHAMOKIN AREA HIGH SCHOOL,2000 W STATE ST COAL TOWNSHIP PA 17866,polling_location
PA,2012-11-06,county,,CARBONDALE TWP W-00 P-SO,MEREDITH HOSE CO,100 MAIN ST  PA,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 06,07/06 SCHMIDT RECREATION CENTER,HOWARD &amp;amp; ONTARIO STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,GIRARD BORO,FIRE HOUSE,24 W MAIN ST GIRARD PA 16417,polling_location
PA,2012-11-06,county,,PHILA WD 42 DIV 08,42/08 FELTONVILLE SCHOOL ARTS/SCIENCES,210 E COURTLAND ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 09,07/09 NUEVA ESPERANZA,4261 N 05TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LEHMAN TWP D 02,LEHMAN TOWNSHIP VOLUNTEER FIRE COMPANY,25 FIREHOUSE RD LEHMAN PA 18627,polling_location
PA,2012-11-06,county,,CLARION BOROUGH 2ND PREC,CLARION FREE LIBRARY,644 MAIN ST CLARION PA 16214,polling_location
PA,2012-11-06,county,,NORTH BEAVER TOWNSHIP 4P,BETHEL UNITED PRESBYTERIAN CHURCH,154 PETERSBURG RD ENON VALLEY PA 16120,polling_location
PA,2012-11-06,county,,PHILA WD 07 DIV 08,07/08 NUEVA ESPERANZA,4261 N 05TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,MARION CENTER,MARION CENTER/COMMUNITY PARK,22823 RTE 403 HWY N MARION CENTER PA 15759,polling_location
PA,2012-11-06,county,,LANCASTER CITY 8W 6P,FIRE STATION #6,843 FREMONT ST LANCASTER PA 17602,polling_location
