address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,polling_hours,photo_url,id
"COLLINSVILLE HEALTH CENTER","1201 W CENTER ST","",,"COLLINSVILLE",OK,74021,,7:00 AM - 7:00 PM,,8811089
"ST JAMES PRESBYTERIAN CHURCH","11970 S ELM ST","",,"JENKS",OK,74037,,7:00 AM - 7:00 PM,,8811728
"FIRST UNITED METHODIST CHURCH","415 E MAIN ST","",,"JENKS",OK,74037,,7:00 AM - 7:00 PM,,8811094
"NEWSPRING FAMILY CHURCH","2907 W 108 PL SOUTH","",,"JENKS",OK,74037,,7:00 AM - 7:00 PM,,8811095
"BROADWAY BAPTIST CHURCH","1000 N ADAMS RD","",,"SAND SPRINGS",OK,74063,,7:00 AM - 7:00 PM,,8811109
"CHURCH THAT MATTERS","3 W 41 ST","",,"SAND SPRINGS",OK,74063,,7:00 AM - 7:00 PM,,8834251
"CALVARY BAPTIST CHURCH","18807 W WEKIWA RD","",,"SAND SPRINGS",OK,74063,,7:00 AM - 7:00 PM,,8811115
"WASHITA CO. ACTIVITY CENTER","1005 E. 3RD","WASHITA CO. FAIRGROUNDS",,"CORDELL",OK,73632,,7:00 AM - 7:00 PM,,8810653
"WESTERN TECHNOLOGY CENTER","621 SOONER DR","WEST END OF MAIN BLDG",,"BURNS FLAT",OK,73624,,7:00 AM - 7:00 PM,,8811145
"SENTINEL FIRST BAPTIST CHURCH","219 S 8 ST","",,"SENTINEL",OK,73664,,7:00 AM - 7:00 PM,,8811146
"MUTUAL HIGH SCHOOL GYM","MUTUAL HIGH SCHOOL GYM","210 S MAPLE",,"MUTUAL",OK,73853,,7:00 AM - 7:00 PM,,8811158
"MOORELAND HIGH SCHOOL GYM","404 NW 4TH","",,"MOORELAND",OK,73852,,7:00 AM - 7:00 PM,,8811154
"FIRST BAPTIST CHURCH","202 E. HANKS TRAIL","",,"WOODWARD",OK,73801,,7:00 AM - 7:00 PM,,8811159
"ROCKY MTN COMMUNITY CHURCH","ROCKY MTN COMMUNITY CHUR","",,"STILWELL",OK,74960,,7:00 AM - 7:00 PM,,8821685
"ALFALFA COUNTY FAIRGROUNDS","EXHIBIT BUILDING","520 WEST 5TH STREET",,"CHEROKEE",OK,73728,,7:00 AM - 7:00 PM,,8810717
"CANEY COMMUNITY BUILDING","203 N COBB AVE","",,"CANEY",OK,74533,,7:00 AM - 7:00 PM,,8811593
"BALKO SCHOOL","HWY 3,BETWEEN ELMWOOD & BRYANS","CORNER",,"BALKO",OK,73931,,7:00 AM - 7:00 PM,,8811602
"SAYRE FIRST CHRISTIAN CHURCH","1601 N. 4TH STREET","",,"SAYRE",OK,73662,,7:00 AM - 7:00 PM,,8811604
"WATONGA CITY HALL","120 E 1ST","",,"WATONGA",OK,73772,,7:00 AM - 7:00 PM,,8811170
"EAGLE CITY CHRISTIAN CHURCH","74580 N 2478 RD","",,"EAGLE CITY",OK,73643,,7:00 AM - 7:00 PM,,8811633
"BENNINGTON TOWN HALL","202 EAST WOODCRAFT ROAD","",,"BENNINGTON",OK,74723,,7:00 AM - 7:00 PM,,8811246
"VICTORY TABERNACLE ED. BLDG","702 HWY 70 EAST","",,"DURANT",OK,74701,,7:00 AM - 7:00 PM,,8811257
"FAITH LUTHERAN CHURCH","3802 WASHINGTON AVENUE","",,"DURANT",OK,74701,,7:00 AM - 7:00 PM,,8811261
"ANADARKO COMMUNITY LIBRARY","215 W BROADWAY","",,"ANADARKO",OK,73005,,7:00 AM - 7:00 PM,,8811263
"HYDRO MASONIC LODGE","114 W MAIN","",,"HYDRO",OK,73048,,7:00 AM - 7:00 PM,,8811176
"WESLEY UNITED METHODIST CHURCH","101 S BARKER AVE","",,"EL RENO",OK,73036,,7:00 AM - 7:00 PM,,8821223
"FIRST UNITED METHODIST CHURCH","400 ELM STREET","5TH & ELM",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8811286
"CANADIAN HILLS NAZARENE","11744 WEST RENO AVENUE","",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8811291
"CHURCH OF CHRIST WEST METRO","4900 S CEMETERY ROAD","",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8813259
"RED ROCK UNITED METHODIST CHUR","250 N RED ROCK ROAD","",,"CALUMET",OK,73014,,7:00 AM - 7:00 PM,,8811415
"CALUMET TOWN HALL","118 W SECOND ST","",,"CALUMET",OK,73014,,7:00 AM - 7:00 PM,,8811417
"CANOE BROOK LIVING CENTER","CANOE BROOK LIVING CENTER","2215 4TH NW",,"ARDMORE",OK,73401,,7:00 AM - 7:00 PM,,8811423
"NUTRITION CENTER","220 13TH SE","",,"ARDMORE",OK,73401,,7:00 AM - 7:00 PM,,8811426
"MASONIC LODGE","7380 N. MERIDIAN RD.","",,"LONE GROVE",OK,73443,,7:00 AM - 7:00 PM,,8811432
"RIVER OF LIFE P.H. CHURCH","938 REDWOOD STREET","",,"WILSON",OK,73463,,7:00 AM - 7:00 PM,,8811434
"BOY SCOUT HALL","668 7","",,"WILSON",OK,73463,,7:00 AM - 7:00 PM,,8811443
"KEYS COMM BUILDING","19083 E 840 RD","",,"PARK HILL",OK,74451,,7:00 AM - 7:00 PM,,8811448
"SHADY GROVE SCHOOL","11042 W SHADY GROVE RD","",,"HULBERT",OK,74441,,7:00 AM - 7:00 PM,,8811452
"LOWREY VFD","9775 82 A HIGHWAY","",,"TAHLEQUAH",OK,74464,,7:00 AM - 7:00 PM,,8811453
"BOSWELL FACILITY BUILDING","625 8TH STREET (1 1/2 BLKS N","OF HWY 70)",,"BOSWELL",OK,74727,,7:00 AM - 7:00 PM,,8811464
"BLUFF FIRE DEPARTMENT","1464 E 2135 RD","",,"SOPER",OK,74759,,7:00 AM - 7:00 PM,,8811466
"GRANT NUTRITION CENTER","410 CEMETARY RD","NEXT DOOR TO FIRE DEPT.",,"GRANT",OK,74738,,7:00 AM - 7:00 PM,,8811467
"FELT","COMMUNITY BUILDING","0 CEDAR ST.",,"FELT",OK,73937,,7:00 AM - 7:00 PM,,8811477
"KEYES EMS","KEYES EMS","",,"KEYES",OK,73947,,7:00 AM - 7:00 PM,,8811481
"COMMUNITY CHRISTIAN CHURCH","2010 N. EASTERN AVE","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811920
"PARADIGM BAPTIST CHURCH","4301 COUNTRY CLUB TERRACE","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811193
"SOUTHWEST CHURCH OF CHRIST","3031 SW 104TH ST","",,"OKLAHOMA CITY",OK,73159,,7:00 AM - 7:00 PM,,8811196
"UNIVERSITY LUTHERAN CHURCH","914 ELM","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811511
"CENTRAL CHURCH OF CHRIST","800 EAST MAIN ST","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811513
"TUPELO COMMUNITY BUILDING","110 4TH STREET","",,"TUPELO",OK,74572,,7:00 AM - 7:00 PM,,8811547
"COTTONWOOD BAPTIST CHURCH","HWY 31 NORTH AT COTTONWOOD","",,"COALGATE",OK,74538,,7:00 AM - 7:00 PM,,8811549
"FAITH BIBLE CHURCH","1402 SW PARKRIDGE BLVD","",,"LAWTON",OK,73505,,7:00 AM - 7:00 PM,,8811560
"BARNETT CHAPEL","3421 ABILENE","",,"LAWTON",OK,73505,,7:00 AM - 7:00 PM,,8811570
"PARADISE VALLEY BAPTIST CHURCH","4974 NW MEERS PORTER HILL RD","",,"LAWTON",OK,73507,,7:00 AM - 7:00 PM,,8811576
"BLUE BELL CHURCH","20889 W HWY. 33","",,"SAPULPA",OK,74066,,7:00 AM - 7:00 PM,,8811331
"OILTON COMMUNITY ROOM","200 S. B ST. OILTON","",,"OILTON",OK,74052,,7:00 AM - 7:00 PM,,8811211
"FREEDOM HILL BAPTIST CHURCH","9914 S. 48 HWY, MANNFORD","",,"MANNFORD",OK,74044,,7:00 AM - 7:00 PM,,8811334
"SR. CITIZENS BUILDING","410 MAIN","",,"DEPEW",OK,74028,,7:00 AM - 7:00 PM,,8811337
" SLICK TOWN HALL","124 N. COLUMBIA","",,"SLICK",OK,74071,,7:00 AM - 7:00 PM,,8825996
"KELLYVILLE COMMUNITY CENTER","410 E. BUFFALO, KELLYVILLE","",,"KELLYVILLE",OK,74039,,7:00 AM - 7:00 PM,,8811339
"ST ANDREWS EPISCOPAL CHURCH","555 E 3RD ST","",,"GROVE",OK,74344,,7:00 AM - 7:00 PM,,8811360
"GRACE HARBOR BAPTIST CHURCH","16 W 11TH ST","",,"GROVE",OK,74344,,7:00 AM - 7:00 PM,,8811364
"KANSAS COMMUNITY CENTER","150 S CHEROKEE ST","",,"KANSAS",OK,74347,,7:00 AM - 7:00 PM,,8811375
"VICI FIRST CHRISTIAN CHURCH","501 N MAIN ST.","VICI, OKLAHOMA",,"VICI",OK,73859,,7:00 AM - 7:00 PM,,8811381
"SEILING CHURCH OF CHRIST","213 W. SHEPHERD","",,"SEILING",OK,73663,,7:00 AM - 7:00 PM,,8811383
"SEILING SENIOR CITIZENS CENTER","104 E. 3RD STREET","",,"SEILING",OK,73663,,7:00 AM - 7:00 PM,,8811217
"FIRST MISSIONARY BAPTIST","467 E GARRIOTT RD","",,"ENID",OK,73701,,7:00 AM - 7:00 PM,,8811219
"CHAMPION PARK REC CENTER","740 NORTH 10TH","",,"ENID",OK,73701,,7:00 AM - 7:00 PM,,8811391
"WEST WILLOW COMMUNITY CHURCH","2217 CONSTITUTION AVE","",,"ENID",OK,73703,,7:00 AM - 7:00 PM,,8811406
"ENID MENNONITE BRETHREN CHURCH","2500 N VAN BUREN","",,"ENID",OK,73703,,7:00 AM - 7:00 PM,,8811407
"WAUKOMIS FIRE DEPARTMENT","121 S MAIN","",,"WAUKOMIS",OK,73773,,7:00 AM - 7:00 PM,,8810207
"PAOLI SENIOR CITIZEN CENTER","408 W DAVIS ","",,"PAOLI",OK,73074,,7:00 AM - 7:00 PM,,8811760
"COMMUNITY BUILDING","GRADY COUNTY FAIRGROUNDS","500 E CHOCTAW",,"CHICKASHA",OK,73018,,7:00 AM - 7:00 PM,,8811225
"FIRST BAPTIST CHURCH OF VERDEN","120 E HWY 62","",,"VERDEN",OK,73092,,7:00 AM - 7:00 PM,,8810234
"ALEX COMMUNITY CENTER","118 S MAIN","",,"ALEX",OK,73002,,7:00 AM - 7:00 PM,,8811875
"TABLER GOSPEL TABERNACLE","1891 ST HWY 39","",,"BLANCHARD",OK,73010,,7:00 AM - 7:00 PM,,8810239
"RUSH SPRINGS LIBRARY","500 W BLAKELY","",,"RUSH SPRINGS",OK,73082,,7:00 AM - 7:00 PM,,8810242
"SNOWHILL BAPTIST CHURCH","11 S MORGAN ROAD","",,"TUTTLE",OK,73089,,7:00 AM - 7:00 PM,,8810243
"DEER CREEK FIRE TRAINING ROOM","209 S. MAIN","",,"DEER CREEK",OK,74636,,7:00 AM - 7:00 PM,,8810248
"LEQUIRE FIREHOUSE","107 4TH ST.","",,"LEQUIRE",OK,74943,,7:00 AM - 7:00 PM,,8810281
"DUSTIN SENIOR CITIZEN CENTER","30 N. BROADWAY","",,"DUSTIN",OK,74839,,7:00 AM - 7:00 PM,,8821475
"SOUTHSIDE BAPTIST CHURCH","1100 ASALEE","",,"ALTUS",OK,73521,,7:00 AM - 7:00 PM,,8810305
"PRINCE OF PEACE CATHOLIC","1500 FALCON RD","",,"ALTUS",OK,73521,,7:00 AM - 7:00 PM,,8810309
"DUKE COMMUNITY BUILDING","120 W 2ND STREET","",,"DUKE",OK,73532,,7:00 AM - 7:00 PM,,8810311
"RYAN SENIOR CITIZEN CENTER","701 WASHINGTON STREET","",,"RYAN",OK,73565,,7:00 AM - 7:00 PM,,8810321
"JOHNSTON CO. EMS BUILDING","604 E. 24TH ST.","",,"TISHOMINGO",OK,73460,,7:00 AM - 7:00 PM,,8810326
"WAPANUCKA CITY HALL","211 S. CHOCTAW","",,"WAPANUCKA",OK,73461,,7:00 AM - 7:00 PM,,8810334
"REAGAN COMMUNITY CENTER","5961 W. CITY STREET","",,"REAGAN",OK,73460,,7:00 AM - 7:00 PM,,8810337
"NEWKIRK PUBLIC LIBRARY","116 N. MAPLE","",,"NEWKIRK",OK,74647,,7:00 AM - 7:00 PM,,8810338
"CHURCH OF CHRIST CHURCH","300 NORTH PUBLIC","",,"TONKAWA",OK,74653,,7:00 AM - 7:00 PM,,8810341
"FIRST UNITED METHODIST CHURCH","524 W. COOLIDGE AVE","",,"BLACKWELL",OK,74631,,7:00 AM - 7:00 PM,,8810344
"COMMUNITY CHRISTIAN CHURCH","2109 W. GRAND AVE.","",,"PONCA CITY",OK,74601,,7:00 AM - 7:00 PM,,8810354
"ST. MARY'S PARISH CENTER","408 SOUTH 8TH","",,"PONCA CITY",OK,74601,,7:00 AM - 7:00 PM,,8811642
"DOVER TOWN HALL","231 E. ELM ST.","",,"DOVER",OK,73734,,7:00 AM - 7:00 PM,,8810368
"OKARCHE HIGH SCHOOL","632 W. OKLAHOMA","",,"OKARCHE",OK,73762,,7:00 AM - 7:00 PM,,8810203
"GOTEBO COMMUNITY CENTER","20 NORTH 10TH STREET","",,"GOTEBO",OK,73041,,7:00 AM - 7:00 PM,,8810559
"SNYDER COMMUNITY BLDG","1100 F ST","",,"SNYDER",OK,73566,,7:00 AM - 7:00 PM,,8810377
"BOWERS COMMUNITY CENTER","6429 NW BOWERS ROAD","",,"WILBURTON",OK,74578,,7:00 AM - 7:00 PM,,8810660
"OK DEPT WILDLIFE SE REG OFFICE","8 M E OF HARTSHORNE ON HYW 1","",,"WILBURTON",OK,74578,,7:00 AM - 7:00 PM,,8810385
"BUFFALO VALLEY BAPTIST CHURCH","4152 SE HWY 63","",,"TALIHINA",OK,74571-5950,,7:00 AM - 7:00 PM,,8823684
"POCOLA JR. HIGH ANNEX","603 E. PRYOR AVE","",,"POCOLA",OK,74902,,7:00 AM - 7:00 PM,,8810397
"POCOLA FIRST BAPTIST CHURCH","HWY 112 S. POCOLA BLVD.","",,"POCOLA",OK,74902,,7:00 AM - 7:00 PM,,8810398
"VICTORY WORSHIP CENTER","23725 US HWY 271","",,"SPIRO",OK,74959,,7:00 AM - 7:00 PM,,8810404
"LUTHERAN CHURCH","AVERY, 9 MI N/4 MI W","352025 E. 780 RD., CUSHING",,"STROUD",OK,74079,,7:00 AM - 7:00 PM,,8810424
"CORNERSTONE MISSION CHURCH","HWY 102 AND MEMORIAL RD","960955 S. HWY. 102",,"WELLSTON",OK,74881,,7:00 AM - 7:00 PM,,8810435
"HARMONY COMMUNITY CHURCH","1201 SOUTH PENN","",,"GUTHRIE",OK,73044,,7:00 AM - 7:00 PM,,8810437
"LAKEVIEW BAPTIST CHURCH","SOONER & SEWARD ROAD","",,"GUTHRIE",OK,73044,,7:00 AM - 7:00 PM,,8810440
"ORLANDO COMMUNITY CENTER","18 MAIN STREET","",,"ORLANDO",OK,73073,,7:00 AM - 7:00 PM,,8810448
"MULHALL COMMUNITY CENTER","118 BATY","",,"MULHALL",OK,73063,,7:00 AM - 7:00 PM,,8810450
"LEON COMMUNITY BUILDING","27384 EASTRIDGE","",,"LEON",OK,73441,,7:00 AM - 7:00 PM,,8810461
"WAYNE UNITED METHODIST CHURCH ","300 CLEMENS ST","",,"WAYNE",OK,73095,,7:00 AM - 7:00 PM,,8810569
"BANNER BAPTIST CHURCH","13635 ST HWY 76","",,"LINDSAY",OK,73052,,7:00 AM - 7:00 PM,,8810470
"COLE COMMUNITY CENTER","26887 MAIN ST","",,"COLE",OK,73010,,7:00 AM - 7:00 PM,,8810481
"BTW COMMUNITY CENTER","100 NW JAMAICA","",,"IDABEL",OK,74745,,7:00 AM - 7:00 PM,,8810574
"OLD CITY HALL","207 S. CENTRAL","",,"IDABEL",OK,74745,,7:00 AM - 7:00 PM,,8810487
"PLEASANT HILL METHODIST CHURCH","SEC15-T09S-R25E","",,"HAWORTH",OK,74740,,7:00 AM - 7:00 PM,,8810490
"BETHEL VOLUNTEER FIRE DEPT.","BETHEL COMMUNITY","",,"BETHEL",OK,74724,,7:00 AM - 7:00 PM,,8810496
"RUFE COMMUNITY BUILDING","RUFE COMMUNITY","",,"RUFE",OK,74755,,7:00 AM - 7:00 PM,,8810506
"UNDER ONE ROOF","107 MCKINLEY, EUFAULA","",,"EUFAULA",OK,74432,,7:00 AM - 7:00 PM,,8810514
"VIVIAN AREA FIRE DEPARTMENT","6 MI W ON #9 HIGHWAY (VIVIAN)","",,"EUFAULA",OK,74432,,7:00 AM - 7:00 PM,,8810516
"MARSHALL COUNTY WATER CORP.","400 E. MAIN","",,"MADILL",OK,73446,,7:00 AM - 7:00 PM,,8810534
"TEXOMA AUX. FIRE DIST. BLDG.","10978 PARKVIEW DR.","",,"KINGSTON",OK,73439,,7:00 AM - 7:00 PM,,8810538
"AMERICAN LEGION POST #240","MAIN & W FERRY ST","",,"SALINA",OK,74365,,7:00 AM - 7:00 PM,,8810548
"PENSACOLA COMMUNITY BUILDING","38750 MAIN ST","",,"PENSACOLA",OK,74301,,7:00 AM - 7:00 PM,,8810552
"DOUGHERTY SENIOR CITIZENS","17 MAIN ST.","",,"DOUGHERTY",OK,73032,,7:00 AM - 7:00 PM,,8810007
"TIMOTHY BAPTIST CHURCH","5530 WEST OKMULGEE","",,"MUSKOGEE",OK,74401,,7:00 AM - 7:00 PM,,8810024
"NEW HOPE ASSEMBLY OF GOD","110 W 58 ST S","",,"MUSKOGEE",OK,74401,,7:00 AM - 7:00 PM,,8810036
"FRONTIER SCHOOL","17750 VALLEY ON HWY 15","SCHOOL BOARD ROOM",,"RED ROCK",OK,74651,,7:00 AM - 7:00 PM,,8810044
"PERRY MUNICIPAL COURT BLDG.","729 CEDAR ST","",,"PERRY",OK,73077,,7:00 AM - 7:00 PM,,8810045
"MORRISON FIRE STATION","304 RAILROAD AVE","",,"MORRISON",OK,73061,,7:00 AM - 7:00 PM,,8810048
"FIRST CHURCH OF GOD","408 S. PINE","",,"NOWATA",OK,74048,,7:00 AM - 7:00 PM,,8810051
"ALLUWE COMMUNITY CENTER","CITY OF ALLUWE","",,"ALLUWE",OK,74048,,7:00 AM - 7:00 PM,,8810052
"OKFUSKEE COUNTY HISTORY CENTER","407 W. BROADWAY","",,"OKEMAH",OK,74859,,7:00 AM - 7:00 PM,,8813823
"WELEETKA SCHOOL LIBRARY","6TH & SENECA","",,"WELEETKA",OK,74880,,7:00 AM - 7:00 PM,,8810718
"BETHANY CHURCH OF CHRIST","3301 N ROCKWELL","",,"BETHANY",OK,73008,,7:00 AM - 7:00 PM,,8811809
"CHURCH OF THE SAVIOR","5600 NW 63RD ST","",,"OKLAHOMA CITY",OK,73132,,7:00 AM - 7:00 PM,,8811813
"EDMOND CHURCH OF CHRIST","801 S BRYANT AVE","",,"EDMOND",OK,73034,,7:00 AM - 7:00 PM,,8811850
"JONES ASSEMBLY OF GOD CHURCH","5TH ST AND SULLIVAN ST","",,"JONES",OK,73049,,7:00 AM - 7:00 PM,,8811665
"EASTSIDE CHURCH OF CHRIST","916 S DOUGLAS BLVD","",,"MIDWEST CITY",OK,73130,,7:00 AM - 7:00 PM,,8811673
"MILLWOOD FIELD HOUSE","6738 N MARTIN LUTHER KING AVE","",,"OKLAHOMA CITY",OK,73111,,7:00 AM - 7:00 PM,,8811680
"WILDEWOOD BAPTIST CHURCH","60 NE 63RD ST","",,"OKLAHOMA CITY",OK,73120,,7:00 AM - 7:00 PM,,8811781
"EDMOND TRINITY CHRISTIAN CH","1400 NW 178TH ST","",,"EDMOND",OK,73034,,7:00 AM - 7:00 PM,,8811895
"NORTHPARK MALL","12100 N MAY AVE","",,"OKLAHOMA CITY",OK,73156,,7:00 AM - 7:00 PM,,8811897
"ANGLICAN CH OF THE HOLY CROSS","10509 N COUNCIL RD","",,"OKLAHOMA CITY",OK,73162,,7:00 AM - 7:00 PM,,8811865
"N MACARTHUR CHURCH OF CHRIST","9300 N MACARTHUR BLVD","",,"OKLAHOMA CITY",OK,73132,,7:00 AM - 7:00 PM,,8811888
"OKC FIRST CH OF THE NAZARENE","4400 NORTHWEST EXPY","",,"OKLAHOMA CITY",OK,73116,,7:00 AM - 7:00 PM,,8811884
"RIOS DE AGVA VIVA","1421 N MERIDIAN AVE","",,"OKLAHOMA CITY",OK,73127,,7:00 AM - 7:00 PM,,8811701
"WARR ACRES COMMUNITY CENTER","4301 N ANN ARBOR AVE","",,"OKLAHOMA CITY",OK,73122,,7:00 AM - 7:00 PM,,8810304
"SPRINGDALE BAPTIST CHURCH","3900 NW 50TH ST","",,"OKLAHOMA CITY",OK,73112,,7:00 AM - 7:00 PM,,8810306
"LAKESIDE UNITED METHODIST CH","2925 NW 66TH ST","",,"OKLAHOMA CITY",OK,73116,,7:00 AM - 7:00 PM,,8811885
"NORTHWEST BAPTIST CHURCH","3030 NW 23RD ST","",,"OKLAHOMA CITY",OK,73107,,7:00 AM - 7:00 PM,,8811770
"NORTHWEST BAPTIST CHURCH","3030 NW 23RD ST","",,"OKLAHOMA CITY",OK,73107,,7:00 AM - 7:00 PM,,8811771
"CHURCH OF THE OPEN ARMS","3131 N. PENN","",,"OKLAHOMA CITY",OK,73112,,7:00 AM - 7:00 PM,,8811773
"CENTRAL PRESBYTERIAN CHURCH","5101 N MAY AVE","",,"OKLAHOMA CITY",OK,73112,,7:00 AM - 7:00 PM,,8811709
"CROWN HEIGHTS CHRISTIAN CHURCH","4020 N WESTERN AVE","",,"OKLAHOMA CITY",OK,73118,,7:00 AM - 7:00 PM,,8811777
"SOUTHERN HILLS BAPTIST CHURCH","8601 S PENNSYLVANIA","",,"OKLAHOMA CITY",OK,73159,,7:00 AM - 7:00 PM,,8811738
"COMMUNITY OF FAITH CHURCH","1815 S CENTRAL AVE","",,"OKLAHOMA CITY",OK,73165,,7:00 AM - 7:00 PM,,8811826
"PROSPECT BAPTIST CHURCH","2809 N MISSOURI AVE","",,"OKLAHOMA CITY",OK,73111,,7:00 AM - 7:00 PM,,8811745
"PROSPECT BAPTIST CHURCH","2809 N MISSOURI AVE","",,"OKLAHOMA CITY",OK,73111,,7:00 AM - 7:00 PM,,8811746
"METRO TECHNOLOGY CENTERS","4901 S BRYANT AVE","",,"OKLAHOMA CITY",OK,73111,,7:00 AM - 7:00 PM,,8811838
"DEL CITY 1ST SOUTHERN BAPTIST","6400 S SOONER RD","",,"DEL CITY",OK,73135,,7:00 AM - 7:00 PM,,8811839
"CALVARY BAPTIST CHURCH","1327 E 13 ST","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8810119
"TWIN HILLS BAPTIST CHURCH","20200 HWY 16","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8835181
"NUYAKA FIRST BAPTIST CHURCH","2940 LINCOLN RD","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8810129
"OKMULGEE COUNTY FAIR GROUNDS","1901 N OKLAHOMA AVE","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8810697
"LIBERTY BAPTIST CHURCH","23570 LIBERTY RD","",,"MORRIS",OK,74445,,7:00 AM - 7:00 PM,,8810130
"SOUTH SIDE BAPTIST CHURCH","16950 OK-56 LOOP","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8810132
"CALVARY BAPTIST CHURCH","620 E 15 ST","",,"PAWHUSKA",OK,74056,,7:00 AM - 7:00 PM,,8810597
"NINE TRIBES TOWER","205 B NE","",,"MIAMI",OK,74354,,7:00 AM - 7:00 PM,,8810156
"MIAMI CIVIC CENTER","129 5TH AVE. NW","",,"MIAMI",OK,74354,,7:00 AM - 7:00 PM,,8810160
"EASTSIDE BAPTIST CHURCH","10051 S 652 RD","",,"MIAMI",OK,74354,,7:00 AM - 7:00 PM,,8810165
"FAIRLAND ASSEMBLY OF GOD","350 SOUTH MAIN","",,"FAIRLAND",OK,74343,,7:00 AM - 7:00 PM,,8810167
"RALSTON CITY HALL","605 E MAIN STREET","",,"RALSTON",OK,74650,,7:00 AM - 7:00 PM,,8810174
"FIRST ASSEMBLY OF GOD","508 W MIAMI STREET","",,"CLEVELAND",OK,74020,,7:00 AM - 7:00 PM,,8810724
"CUSHING CITY HALL","100 JUDY ADAMS BLVD.","",,"CUSHING",OK,74023,,7:00 AM - 7:00 PM,,8810605
"J I STIPE CENTER","801 N 9","",,"MC ALESTER",OK,74501,,7:00 AM - 7:00 PM,,8810204
"FIRST BAPTIST CHURCH","100 E WASHINGTON","",,"MC ALESTER",OK,74501,,7:00 AM - 7:00 PM,,8810205
"CENTRAL CHRISTIAN CHURCH","920 CENTRAL AVE","",,"MC ALESTER",OK,74501,,7:00 AM - 7:00 PM,,8810278
"HARTSHORNE FIRST CHRISTIAN CH","127 S 10","",,"HARTSHORNE",OK,74547,,7:00 AM - 7:00 PM,,8810747
"QUINTON CITY HALL (BOARD ROOM)","1020 NORTH MAIN","",,"QUINTON",OK,74561,,7:00 AM - 7:00 PM,,8810755
"PITTS CO CATTLEMANS ASSOC.","125 NEW BAKER RD","",,"MC ALESTER",OK,74501,,7:00 AM - 7:00 PM,,8810756
"PONTOTOC COUNTY AGRI PLEX #52","1700 N BROADWAY AVE","",,"ADA",OK,74820,,7:00 AM - 7:00 PM,,8810766
"MCLISH SCHOOL  ALUMNI BLDG #54","27050 CR 3590","",,"STONEWALL",OK,74871,,7:00 AM - 7:00 PM,,8810767
"GROVE SCHOOL","2800 N BRYAN","",,"SHAWNEE",OK,74804,,7:00 AM - 7:00 PM,,8810617
"WESLEY UNITED METHODIST CHURCH","302 E INDEPENDENCE","",,"SHAWNEE",OK,74804,,7:00 AM - 7:00 PM,,8810780
"TECUMSEH CITY HALL","114 N BROADWAY","",,"TECUMSEH",OK,74873,,7:00 AM - 7:00 PM,,8810789
"FINLEY COMMUNITY BUILDING","0000","",,"FINLEY",OK,74543,,7:00 AM - 7:00 PM,,8810802
"HONOBIA SENIOR & COMMUNITY CEN","HWY 144","",,"HONOBIA",OK,74549,,7:00 AM - 7:00 PM,,8810807
"CHURCH OF CHRIST","409 S LL MALES AVE","",,"CHEYENNE",OK,73628,,7:00 AM - 7:00 PM,,8810813
"CATOOSA COMMUNITY CENTER","105 E OAK","",,"CATOOSA",OK,74015,,7:00 AM - 7:00 PM,,8810823
"RURAL WATER DISTRICT NO. 7","20352 S 4230 ROAD","",,"CLAREMORE",OK,74019,,7:00 AM - 7:00 PM,,8810824
"RURAL WATER DISTRICT NO. 3","13277 S. ASH STREET","",,"CLAREMORE",OK,74017,,7:00 AM - 7:00 PM,,8813255
"STONE CANYON VISITORS CENTER","7500 NORTH 177TH EAST AVENUE","",,"OWASSO",OK,74055,,7:00 AM - 7:00 PM,,8810625
"HILLDALE BAPTIST CHURCH","21085 S KEETONVILLE RD","",,"CLAREMORE",OK,74019,,7:00 AM - 7:00 PM,,8810834
"JOURNEY CHURCH","14992 U.S. 169 ","",,"OOLOGAH",OK,74053,,7:00 AM - 7:00 PM,,8810836
"OOLOGAH ASSEMBLY OF GOD CHURCH","13462 US HIGHWAY 169","",,"OOLOGAH",OK,74053,,7:00 AM - 7:00 PM,,8810838
"1ST BAPTIST CH OF VERDIGRIS","25505 S 4110 RD","",,"CLAREMORE",OK,74019,,7:00 AM - 7:00 PM,,8810839
"FIRST BAPTIST CHURCH","420 REID ST","",,"SEMINOLE",OK,74868,,7:00 AM - 7:00 PM,,8810842
"BOWLEGS TOWN HALL","120 SOUTH MAIN","",,"BOWLEGS",OK,74830,,7:00 AM - 7:00 PM,,8823537
"CROMWELL FIRST BAPTIST CHURCH","401 N SHAWNEE","",,"CROMWELL",OK,74837,,7:00 AM - 7:00 PM,,8810851
