state,jurisdiction_type,county_name,municipality,name,address,polling_place_type,ElectionDate
NM,county,Taos,Amalia,Amalia Senior Citizen Center,"583 St Rd 196, Amalia, NM, 87512",polling_place,11/04/2014
NM,county,Taos,Ranchos de Taos,Talpa Community Center,"3 Archuleta Rd, Ranchos de Taos, NM, 87557",polling_place,11/04/2014
NM,county,Taos,Arroyo Seco,Arroyo Seco Community Center,"498 Hwy 150, Arroyo Seco, NM, 87514",polling_place,11/04/2014
NM,county,Taos,Ranchos de Taos,Llano Quemado Community Center,"6 Miranda Canyon Rd, Ranchos de Taos, NM, 87557",polling_place,11/04/2014
NM,county,Taos,Penasco,Picuris Pueblo Administration Building,"Off St Rd 75, Penasco, NM, 87553",polling_place,11/04/2014
NM,county,Taos,Red River,Red River Conference Center,"101 W River St, Red River, NM, 87558",polling_place,11/04/2014
NM,county,Taos,Cerro,Cerro Community Center,"151 St. Rd 372, Cerro, NM, 87519",polling_place,11/04/2014
NM,county,Taos,Chamisal,Chamisal Senior Center #27,"1272 St Rd 76, Chamisal, NM, 87521",polling_place,11/04/2014
NM,county,Taos,San Cristobal,San Cristobal Community Center,"Camino del Medio Building #34, San Cristobal, NM, 87564",polling_place,11/04/2014
NM,county,Taos,Arroyo Hondo,Arroyo Hondo Community Center #9,"26 Lower Arroyo Hondo, Arroyo Hondo, NM, 87513",polling_place,11/04/2014
NM,county,Taos,Llano,Llano Community Center,"15 Upper Llano Rd, Llano, NM, 87543",polling_place,11/04/2014
NM,county,Taos,Taos,Taos High School,"134 Cervantes St, Taos, NM, 87571",polling_place,11/04/2014
NM,county,Taos,Valdez,Valdez Old School,"Hwy 230 near the Valdez Post Office, Valdez, NM, 87580",polling_place,11/04/2014
NM,county,Taos,Taos,Rio Fernando Firehouse #18,"26566 Hwy 64 E, Taos, NM, 87571",polling_place,11/04/2014
NM,county,Taos,El Prado,El Prado W&S District Office,"1110 Paseo del Pueblo Norte, El Prado, NM, 87529",polling_place,11/04/2014
NM,county,Taos,Ojo Caliente,Ojo Caliente Fire House,"20 Los Banos, Ojo Caliente, NM, 87549",polling_place,11/04/2014
NM,county,Taos,Taos Pueblo,Taos Pueblo Community Center,"Taos Pueblo, Taos Pueblo, NM, 87571",polling_place,11/04/2014
NM,county,Taos,Tres Piedras,Tres Piedras Fire House,"38391 Hwy 285, Tres Piedras, NM, 87577",polling_place,11/04/2014
NM,county,Torrance,Estancia,ESTANCIA HIGH SCHOOL GYM,"709 Hopewell Ave., Estancia, NM, 87016",vote_center,11/04/2014
NM,county,Torrance,Willard,WILLARD COMMUNITY CENTER,"520 N. Becker Ave., Willard, NM, 87063",vote_center,11/04/2014
NM,county,Torrance,Tajique,TAJIQUE COMMUNITY CENTER,"8636 Hwy 55, Tajique, NM, 87016",vote_center,11/04/2014
NM,county,Torrance,Moriarty,MORIARTY CIVIC CENTER,"202 S. Broadway Ave., Moriarty, NM, 87035",vote_center,11/04/2014
NM,county,Torrance,Manzano,MANZANO CENTER,"4 Community Center Rd., Manzano, NM, 87036",vote_center,11/04/2014
NM,county,Torrance,Mountainair,DR SAUL COMMUNITY CENTER,"111 N. Roosevelt , Mountainair, NM, 87036",vote_center,11/04/2014
NM,county,Torrance,Torreon,TORREON COMMUNITY CENTER,"18 Torreon Heights Rd., Torreon, NM, 87061",vote_center,11/04/2014
NM,county,Torrance,Duran,DURAN FIRE STATION,"19 Vidal St., Duran, NM, 88319",polling_place,11/04/2014
NM,county,Torrance,Encino,ENCINO COMMUNITY CENTER,"427 A North Main St., Encino, NM, 88321",vote_center,11/04/2014
NM,county,Union,Sedan,Sedan Fire Station,"501 Sedan Hwy Sedan, Sedan, NM, 88436",vote_center,11/04/2014
NM,county,Union,Clayton,Clayton Civic Center Election Day,"124 N. Front Street Clayton, Clayton, NM, 88415",vote_center,11/04/2014
NM,county,Union,Amistad,Amistad Methodist Church,"44 Amistad Hwy Amistad, Amistad, NM, 88410",vote_center,11/04/2014
NM,county,Valencia,Los Lunas,Los Lunas Schools Administration,"119 Luna Ave, Los Lunas, NM, 87031",vote_center,11/04/2014
