county_name,municipality,precinct_id,name,address
KANAWHA,DUNBAR,292,DUNBAR RECREATION BUILDING,"2601 FAIRLAWN AVE, DUNBAR, WV 25064"
KANAWHA,DUNBAR,294,DUNBAR MOUNTAIN MISSION ACTIVITY BLDG.,"605 DUNBAR AVE, DUNBAR, WV 25064"
KANAWHA,DUNBAR,295,ROXALANA GOSPEL TAB. ACTIVITY BLDG.,"115 STEELE ST, DUNBAR, WV 25064"
KANAWHA,DUNBAR,296,ROXALANA GOSPEL TAB. ACTIVITY BLDG.,"115 STEELE ST, DUNBAR, WV 25064"
KANAWHA,CHARLESTON,297,NORTH CHARLESTON REC. CENTER,"2009 7TH  AVE, CHARLESTON, WV 25312"
KANAWHA,CHARLESTON,298,GRANDVIEW ELEMENTARY,"959 WOODWARD DR, CHARLESTON, WV 25312"
KANAWHA,ST ALBANS,302,ANNE BAILEY ELEMENTARY,"405 WINFIELD RD, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,304,ANNE BAILEY ELEMENTARY,"405 WINFIELD RD, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,305,HAYES MIDDLE SCHOOL,"830 STRAWBERRY RD, ST ALBANS, WV 25177"
KANAWHA,TORNADO,307,ANDREW HGTS. ELEMENTARY,"7776 COAL RIVER RD, TORNADO, WV 25202"
KANAWHA,ST ALBANS,308,HAYES MIDDLE SCHOOL,"830 STRAWBERRY RD, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,309,LAKEWOOD ELEMENTARY,"2089 LAKEWOOD DR, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,310,LAKEWOOD ELEMENTARY,"2089 LAKEWOOD DR, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,317,FIRST PRESBYTERIAN CHURCH,"201 KANAWHA TER, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,321,FIRST PRESBYTERIAN CHURCH,"201 KANAWHA TERRACE, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,326,ST. ALBANS HIGH SCHOOL,"2100 KANAWHA TERRACE, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,329,HANSFORD COMMUNITY CNTR,"500 WASHINGTON ST, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,333,ALBAN ELEMENTARY,"2030 HARRISON AVE, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,337,ST. ALBANS HIGH SCHOOL,"2100 KANAWHA TERRACE, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,340,ST. PETERS UNITED METH. CH,"2601 FORRESTAL AVE, ST ALBANS, WV 25177"
KANAWHA,ST ALBANS,347,ST. ALBANS HIGH SCHOOL,"2100 KANAWHA TERRACE, ST ALBANS, WV 25177"
KANAWHA,NITRO,349,NITRO WOMEN'S CLUB,"2205 2ND AVE, NITRO, WV 25143"
KANAWHA,NITRO,350,NITRO ELEMENTARY,"1921 19TH ST, NITRO, WV 25143"
KANAWHA,NITRO,351,NITRO ELEMENTARY,"1921 19TH ST, NITRO, WV 25143"
KANAWHA,NITRO,352,NITRO HIGH SCHOOL,"1300 PARK AVE, NITRO, WV 25143"
KANAWHA,NITRO ,354,CHURCH OF THE NAZARENE,"1400 SATTES CIRCLE, NITRO , WV 25143"
KANAWHA,DUNBAR,357,WILLIAM RAGLIN COMMUNITY CENTER,"142 MARSHALL AVE, DUNBAR, WV 25064"
KANAWHA,CHARLESTON,358,CAMP VIRGIL TATE LODGE,"1400 CAMP VIRGIL TATE RD, CHARLESTON, WV 25312"
KANAWHA,CROSS LANES,359,POINT HARMONY ELEMENTARY,"5312 BIG TYLER RD, CROSS LANES, WV 25313"
KANAWHA,CROSS LANES,360,POINT HARMONY ELEMENTARY,"5312 BIG TYLER RD, CROSS LANES, WV 25313"
KANAWHA,CROSS LANES,361,ANDREW JACKSON MIDDLE SCHOOL,"5445 BIG TYLER RD, CROSS LANES, WV 25313"
KANAWHA,CROSS LANES,362,CROSS LANES ELEMENTARY,"5525 BIG TYLER RD, CROSS LANES, WV 25313"
KANAWHA,CROSS LANES,364,POINT HARMONY ELEMENTARY,"5312 BIG TYLER RD, CROSS LANES, WV 25313"
KANAWHA,CHARLESTON,365,CAPITAL CITY FOP LODGE #74,"82 FOP LANE, CHARLESTON, WV 25313"
KANAWHA,CHARLESTON,366,CAPITAL CITY FOP LODGE #74,"82 FOP LANE, CHARLESTON, WV 25313"
KANAWHA,CROSS LANES,368,CROSS LANES ELEMENTARY,"5525 BIG TYLER RD, CROSS LANES, WV 25313"
KANAWHA,CROSS LANES,370,CROSS LANES ELEMENTARY,"5525 BIG TYLER RD, CROSS LANES, WV 25313"
KANAWHA,CROSS LANES,371,ANDREW JACKSON MIDDLE SCHOOL,"5445 BIG TYLER RD, CROSS LANES, WV 25313"
KANAWHA,CHARLESTON,373,GRANDVIEW ELEMENTARY,"959 WOODWARD DR, CHARLESTON, WV 25312"
KANAWHA,SISSONVILLE,374,SISSONVILLE ELEMENTARY,"8324 SISSONVILLE DR, SISSONVILLE, WV 25320"
KANAWHA,ST ALBANS,378,LAKEWOOD ELEMENTARY,"2089 LAKEWOOD DR, ST ALBANS, WV 25177"
KANAWHA,TORNADO,379,ANDREW HGTS. ELEMENTARY,"7776 COAL RIVER RD, TORNADO, WV 25202"
KANAWHA,CHARLESTON,401,LOFTIS FIRE STATION,"515 EDENS FORK RD, CHARLESTON, WV 25312"
KANAWHA,CHARLESTON,402,CHANDLER ACADEMY,"1900 SCHOOL STREET, CHARLESTON, WV 25312"
KANAWHA,CHARLESTON,403,STONEWALL JACKSON MIDDLE SCH,"812 PARK AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,404,TISKELWAH COMMUNITY CTR.,"600 FLORIDA ST, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,406,TISKELWAH COMMUNITY CENTER,"600 FLORIDA ST, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,407,ST. PAUL AME CHURCH,"1108 2ND ST, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,408,STONEWALL JACKSON MIDDLE SCHOOL,"812 PARK AVENUE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,410,CATO PARK,"200 BAKER LN, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,411,JARRETT TERRACE,"824 CENTRAL AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,412,SALVATION ARMY,"301 TENNESSEE AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,413,INT. BROTHERHOOD E. WORKERS,"800 INDINANA AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,414,INTER. BROTHERHOOD ELEC. WORKERS,"800 INDIANA AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,415,EDGEWOOD SUMMIT,"300 BAKER LANE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,416,MOUNT CALVARY BAPTIST,"1509 BIGLEY AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,417,MOUNT CALVARY BAPTIST,"1509 BIGLEY AVE, CHARLESTON, WV 25302"
KANAWHA,CLENDENIN,418,FIRST BAPTIST CHURCH,"500 VIRGINIA STREET, CLENDENIN, WV 25045"
KANAWHA,CLENDENIN,419,FIRST BAPTIST CHURCH,"500 VIRGINIA STREET, CLENDENIN, WV 25045"
KANAWHA,ELKVIEW,420,BRIDGE ELEMENTARY,"5120 ELK RIVER RD N., ELKVIEW, WV 25071"
KANAWHA,ELKVIEW ,421,ELKVIEW BAPTIST CHURCH,"1150 MAIN STREET, ELKVIEW , WV 25071"
KANAWHA,ELKVIEW ,423,ELKVIEW BAPTIST CHURCH,"1150 MAIN STREET, ELKVIEW , WV 25071"
KANAWHA,CHARLESTON,424,ELK ELEMENTARY CENTER,"3320 PENNSYLVANIA AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,425,ELK ELEMENTARY CENTER,"3320 PENNSYLVANINA AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,426,SHOALS ELEMENTARY,"100 DUTCH RD, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,427,SHOALS ELEMENTARY,"100 DUTCH RD, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,428,LOFTIS FIRE STATION,"515 EDENS FORK RD, CHARLESTON, WV 25312"
KANAWHA,CHARLESTON,429,SISSONVILLE HIGH,"6100 SISSONVILLE DR, CHARLESTON, WV 25312"
KANAWHA,CHARLESTON,431,SISSONVILLE HIGH,"6100 SISSONVILLE DR, CHARLESTON, WV 25312"
KANAWHA,SISSONVILLE,432,FLINN ELEMENTARY,"2006 MCCLURE PARKWAY, SISSONVILLE, WV 25312"
KANAWHA,SISSONVILLE ,433,FLINN ELEMENTARY,"2006 MCCLURE PARKWAY, SISSONVILLE , WV 25312"
KANAWHA,SISSONVILLE,434,SISSONVILLE ELEMENTARY,"8324 SISSONVILLE DR, SISSONVILLE, WV 25320"
KANAWHA,CHARLESTON,435,CAPITAL HIGH SCHOOL,"1500 GREENBRIER ST., CHARLESTON, WV 25311"
KANAWHA,CHARLESTON,436,CAPITAL HIGH SCHOOL,"1500 GREENBRIER ST., CHARLESTON, WV 25311"
KANAWHA,ELKVIEW,437,PINCH ELEMENTARY,"300 PINCH RD, ELKVIEW, WV 25071"
KANAWHA,ELKVIEW,438,ELKVIEW BAPTIST CHURCH,"1150 MAIN STREET, ELKVIEW, WV 25071"
KANAWHA,ELKVIEW,439,PINCH ELEMENTARY,"300 PINCH RD, ELKVIEW, WV 25071"
KANAWHA,ELKVIEW,440,QUICK AREA COMM. CENTER,"36 BIRCH RUN RD, ELKVIEW, WV 25071"
KANAWHA,CLENDENIN,441,FIRST BAPTIST CHURCH ,"500 VIRGINIA STREET, CLENDENIN, WV 25045"
KANAWHA,CHARLESTON,109A,LOUDENDALE COMMUNITY CENTER,"123 SELBE LN, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,117A,MALDEN ELEMENTARY,"4001 SALINAS DR, CHARLESTON, WV"
KANAWHA,CHARLESTON,123A,MALDEN ELEMENTARY,"4001 SALINAS DR, CHARLESTON, WV"
KANAWHA,CHARLESTON,160A,KANAWHA CITY ELEMENTARY,"3601 STAUNTON AVE, CHARLESTON, WV 25304"
KANAWHA,CHARLESTON,175A,RUFFNER ELEMENTARY,"809 LITZ DR, CHARLESTON, WV 25311"
KANAWHA,CHARLESTON,240A,GEORGE WASHINGTON HIGH,"1522 TENNIS CLUB RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,240B,GEORGE WASHINGTON HIGH,"1522 TENNIS CLUB RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,277A,KENNA ELEMENTARY,"198 EUREKA RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,403A,STONEWALL JACKSON MIDDLE SCH,"812 PARK AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,413A,INTER. BROTHERHOOD ELEC. WORKERS,"800 INDIANA AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,416A,MOUNT CALVARY BAPTIST,"1509 BIGLEY AVE, CHARLESTON, WV 25302"
KANAWHA,CHARLESTON,436A,CAPITAL HIGH SCHOOL,"1500 GREENBRIER ST., CHARLESTON, WV 25311"
LEWIS,IRELAND,1,IRELAND COMMUNITY BUILDING,"65 COMMUNITY DRIVE, IRELAND, WV 26376"
LEWIS,IRELAND,2,IRELAND COMMUNITY BLDG-WLKVLE,"65 COMMUNITY DRIVE, IRELAND, WV 26376"
LEWIS,ROANOKE,3,ROANOKE SCHOOL,"1176 OIL CREEK RD, ROANOKE, WV 26447"
LEWIS,WESTON,4,HG ENERGY'S COPLEY TOOL HOUSE,"9053 COPLEY RD, WESTON, WV 26452"
LEWIS,WESTON,5,COURTHOUSE,"110 CENTER AVE, WESTON, WV 26452"
LEWIS,WESTON,6,EMERGENCY SQUAD BUILDING-LEFT,"155 WEST SECOND ST, WESTON, WV 26452"
LEWIS,WESTON,7,LEWIS COUNTY HIGH SCHOOL,"205 MINUTEMAN DRIVE, WESTON, WV 26452"
LEWIS,HORNER,8,HACKERS CK PIONEER DESCENDANTS BLDG,"45 ABBOTTS RUN ROAD, HORNER, WV 26372"
LEWIS,WESTON,9,BOARD OF EDUCATION OFFICE,"239 COURT AVENUE, WESTON, WV 26452"
LEWIS,WESTON,10,RBMS--VOCATIONAL BLDG,"325 EAST THIRD STREET, WESTON, WV 26452"
LEWIS,JANE LEW,11,J. E. HITT GARAGE,"441 US HWY 19 NORTH, JANE LEW, WV 26378"
LEWIS,JANE LEW,12,"JACKSON MEMORIAL COMMUNITY ASSOC., INC.","6161 MAIN ST, JANE LEW, WV 26378"
LEWIS,JANE LEW,13,JANE LEW FIRE DEPARTMENT,"52 HACKERS CREEK RD, JANE LEW, WV 26378"
LEWIS,WESTON,14,PETERSON - CENTRAL SCHOOL,"509 BERLIN RD, WESTON, WV 26452"
LEWIS,WESTON,15,PETERSON - CENTRAL SCHOOL,"509 BERLIN RD, WESTON, WV 26452"
LEWIS,WESTON,16,EMERGENCY SQUAD BUILDING-RIGHT,"155 WEST SECOND ST, WESTON, WV 26452"
LEWIS,WESTON,17,REAL LIFE CHURCH,"385 MID AVENUE, WESTON, WV 26452"
LEWIS,WESTON,18,SENIOR CITIZENS CENTER-LEFT,"171 WEST SECOND STREET, WESTON, WV 26452"
LEWIS,WESTON,19,SENIOR CITIZENS CENTER-RIGHT,"171 WEST SECOND STREET, WESTON, WV 26452"
LEWIS,WESTON,20,PRICETOWN FIRE DEPARTMENT,"1667 US HIGHWAY 33 WEST, WESTON, WV 26452"
LEWIS,LINN,21,LEADING CREEK ELEMENTARY SCHOOL,"15300 US HIGHWAY 33 WEST, LINN, WV 26384"
LEWIS,CAMDEN,22,CHURCHVILLE METHODIST CHURCH,"3736 CHURCHVILLE RD, CAMDEN, WV 26338"
LEWIS,JANE LEW,23,E.E.C. BUILDING   (STATE 4-H CAMP),"2614 JACKSON MILL RD, JANE LEW, WV 26378"
LEWIS,WESTON,24,JACKSON MILL FIRE DEPARTMENT,"3000 JACKSON MILL RD, WESTON, WV 26452"
LINCOLN,ALUM CREEK,1,Midway grade school,"267 MIDWAY ROAD, ALUM CREEK, WV 25003"
LINCOLN,SOD,2,Garrettsbend Community Center,"1606 GARRETTSBEND, SOD, WV 25564"
LINCOLN,SUMERCO,3,McCorkle Community Center,"13 ELY FORK ROAD, SUMERCO, WV 25567"
LINCOLN,GRIFFITHSVILLE,4,Duval Pk-8th,"5304 STRAIGHT FORK, GRIFFITHSVILLE, WV 25521"
LINCOLN,ALKOL,5,Morrisvale VFD,"2508 STRAIGHT FORK, ALKOL, WV 25501"
LINCOLN,ALKOL,6,Mud River VFD,"2865 BULGER ROAD, ALKOL, WV 25501"
LINCOLN,HARTS,7,Big Ugly Community Center,"15 ROSEWOOD ROAD, HARTS, WV 25524"
LINCOLN,HARTS,8,Harts Pk-8th,"1246 MCCLELLAN HWY., HARTS, WV 25524"
LINCOLN,RANGER,9,Ranger Grade School,"59 VANATTERS CREEK, RANGER, WV 25557"
LINCOLN,BRANCHLAND,10,Guyan Valley Middle School,"5312 MCCLELLAN HWY., BRANCHLAND, WV 25506"
LINCOLN,BRANCHLAND,11,Guyan Valley Middle School,"5312 MCCLELLAN HWY., BRANCHLAND, WV 25506"
LINCOLN,BRANCHLAND,12,Fez,"5287 UPPER MUD RIVER, BRANCHLAND, WV 25506"
LINCOLN,WEST HAMLIN,13,West Hamlin Grade School,"114 DAIRY ROAD, WEST HAMLIN, WV 25571"
LINCOLN,HAMLIN,14,LCHS,"81 PANTHER WAY, HAMLIN, WV 25523"
LINCOLN,GRIFFITHSVILLE,15,Duval PK-8TH,"5304 STRAIGHT FORK, GRIFFITHSVILLE, WV 25521"
LINCOLN,WEST HAMLIN,16,West Hamlin Grade School,"114 DAIRY ROAD, WEST HAMLIN, WV 25571"
LOGAN,HARTS,1,HUGH DINGESS GRADE SCL.,"25 HUGH DINGESS HOLLOW RD, HARTS, WV 25524"
LOGAN,CHAPMANVILLE,2,CHAPMANVILLE REGIONAL HIGH SCHOOL,"506 CRAWLEY CK RD, CHAPMANVILLE, WV 25508"
LOGAN,CHAPMANVILLE,4,CHAPMANVILLE SCHOOL BUS GARAGE,"60 BUS GARAGE LN, CHAPMANVILLE, WV 25508"
LOGAN,CHAPMANVILLE,6,CHAPMANVILLE REGIONAL HIGH SCHOOL,"506 CRAWLEY CK RD, CHAPMANVILLE, WV 25508"
LOGAN,LAKE,8,LAKE FIRE DEPT,"1343 MAIN HEWITT CR RD, LAKE, WV 25121"
LOGAN,HENLAWSON,10,HENLAWSON VETS CENTER,"155 VETERANS AVE, HENLAWSON, WV 25624"
LOGAN,PEACH CREEK,11,84 Lumber Building,"100 RECOVERY RD, PEACH CREEK, WV 25639"
LOGAN,LOGAN,13,BOARD OF EDUCATION BLDG,"506 HOLLY AVENUE, LOGAN, WV 25601"
LOGAN,LOGAN,14,JUSTICE GRADE SCHOOL,"407 CIRCLE ROAD, LOGAN, WV 25601"
LOGAN,LOGAN,15,MITCHELL HEIGHTS CITY HALL,"305 CENTRAL AVENUE, LOGAN, WV 25601"
LOGAN,ACCOVILLE,20,BUFFALO GRADE SCHOOL,"2367 BUFFALO CREEK RD, ACCOVILLE, WV 25606"
LOGAN,AMHERSTDALE,21,AMHERSTDALE STATE RD GARAGE,"4201 BUFFALO CRK RD, AMHERSTDALE, WV 25607"
LOGAN,LORADO,22,LORADO HEAD START BLDG,"175 SUPERINTENDENT ROAD, LORADO, WV 25630"
LOGAN,MAN,25,MAN HIGH SCHOOL,"800 MCDONALD AVENUE, MAN, WV 25635"
LOGAN,MAN,26,MAN CITY HALL,"105 MARKET STREET, MAN, WV 25635"
LOGAN,MALLORY ,27,MAN CENTRAL K-8,"1 PIONEER PATH, MALLORY , WV 25634"
LOGAN,LYBURN,28,HATFIELD MCCOY ADMIN. BLDG,"179 RITA MALL RD, LYBURN, WV 25632"
LOGAN,SHARPLES,31,SHARPLES FIRE DEPARTMENT,"25 SIGNATURE CIR, SHARPLES, WV 25183"
LOGAN,LOGAN,36,PRIDE BUILDING,"699 STRATTON STREET, LOGAN, WV 25601"
LOGAN,STOLLINGS,37,RALPH R. WILLIS VOC SCHOOL,"144 VOCATIONAL ROAD, STOLLINGS, WV 25646"
LOGAN,LOGAN,39,LOGAN MIDDLE SCHOOL,"14 WILDCAT WAY , MIDELBURG ISLAND, LOGAN, WV 25601"
LOGAN,STOLLINGS,40,RALPH R. WILLIS VOC SCHOOL,"144 VOCATIONAL ROAD, STOLLINGS, WV 25646"
LOGAN,STOLLINGS,41,REFLECTIONS DR REFAB OFFICE,"49 REFLECTION DRIVE, STOLLINGS, WV 25646"
LOGAN,HOLDEN ,43,HOLDEN GRADE SCHOOL,"1034 COPPERAS FORK RD, HOLDEN , WV 25625"
LOGAN,LOGAN,46,MONAVILLE GRADE SCHOOL BLDG,"66 SCHOOL STREET, LOGAN, WV 25601"
LOGAN,WILKINSON,47,WILKINSON STATE ROAD GARAGE,"127 SPRINGFIELD ROAD, WILKINSON, WV 25653"
LOGAN,OMAR,49,OMAR GRADE SCHOOL,"7061  JERRY WEST HIGHWAY, OMAR, WV 25638"
LOGAN,OMAR,50,OMAR FIRE DEPARTMENT,"8 FIREHOUSE RD, OMAR, WV 25638"
LOGAN,VERDUNVILLE,53,VERDUNVILLE GRADE SCHOOL,"16 HILL ROAD, VERDUNVILLE, WV 25649"
LOGAN,HOLDEN,54,NEW CORA FIRE DEPARTMENT,"415 LIPPY DAMRON LANE, HOLDEN, WV 25625"
LOGAN,LOGAN ,55,SOUTHERN WV COMMUNITY COLLEGE,"1070 MUD FORD ROAD, LOGAN , WV 25601"
LOGAN,LOGAN,56,SCHOOL MAINTENANCE BUILDING,"500 UNIVERSITY AVENUE, LOGAN, WV 25601"
LOGAN,HOLDEN,45A,NEW CORA FIRE DEPT,"415 LIPPY DAMRON LANE, HOLDEN, WV 25625"
LOGAN,HOLDEN,45B,NEW CORA FIRE DEPARTMENT,"415 LIPPY DAMRON LANE, HOLDEN, WV 25625"
LOGAN,CHAPMANVILLE,5A,CHAPMANVILLE REGIONAL HIGH SCHOOL,"506 CRAWLEY CK RD, CHAPMANVILLE, WV 25508"
LOGAN,CHAPMANVILLE,5B,CHAPMANVILLE REGIONAL HIGH SCHOOL,"506 CRAWLEY CK RD, CHAPMANVILLE, WV 25508"
LOGAN,CHAPMANVILLE,7A,EAST CHAPMANVILLE GRADE SCHOOL,"161 CONLEY ST, CHAPMANVILLE, WV 25508"
LOGAN,CHAPMANVILLE,7B,EAST CHAPMANVILLE GRADE SCHOOL,"161 CONLEY ST, CHAPMANVILLE, WV 25508"
MARION,FAIRMONT,1,J. HARPER MEREDITH BUILDING,"200 JACKSON ST, FAIRMONT, WV 26554"
MARION,FAIRMONT,2,MORNING STAR BAPTIST CHURCH,"100 MCKINNEY STREET, FAIRMONT, WV 2654"
MARION,FAIRMONT,5,BARNES ELEMENTARY SCHOOL,"100 NAOMI ST, FAIRMONT, WV 26554"
MARION,FAIRMONT,6,BARNES ELEMENTARY SCHOOL,"100 NAOMI ST, FAIRMONT, WV 26554"
MARION,FAIRMONT,7,MORNING STAR BAPTIST CHURCH,"100 MCKINNEY STREET, FAIRMONT, WV 2654"
MARION,FAIRMONT,13,WEST FAIRMONT MIDDLE SCHOOL,"1010 TENTH STREET, FAIRMONT, WV 26554"
MARION,FAIRMONT,16,CENTRAL UNITED METHODIST CHURC,"304 FAIRMONT AVE, FAIRMONT, WV 26554"
MARION,FAIRMONT,18,WHITE SCHOOL(ADULT LEARNING CENTER),"601 LOCUST AVE, FAIRMONT, WV 26554"
MARION,FAIRMONT,20,WHITE SCHOOL(ADULT LEARNING CENTER),"601 LOCUST AVE, FAIRMONT, WV 26554"
MARION,BARRACKVILLE,27,BARRACKVILLE MIDDLE SCHOOL,"509 PIKE STREET, BARRACKVILLE, WV 26559"
MARION,BARRACKVILLE,28,"BARRACKVILLE SCHOOL, SOUTH","509 PIKE STREET, BARRACKVILLE, WV 26559"
MARION,BARRACKVILLE,29,"BARRACKVILLE SCHOOL, NORTH","509 PIKE STREET, BARRACKVILLE, WV 26559"
MARION,FAIRMONT,30,FAIRMONT SENIOR HIGH FRESHMAN BLDG,"1 LOOP PARK DRIVE, FAIRMONT, WV 26554"
MARION,FAIRMONT,31,JAYENNE ELEMENTARY SCHOOL,"1500 COUNTRY CLUB ROAD, FAIRMONT, WV 26554"
MARION,FAIRMONT,32,"HEAD START, COUNTRY CLUB ROAD","1000 COUNTRY CLUB RD, FAIRMONT, WV 26554"
MARION,BARRACKVILLE,33,BARRACKVILLE MIDDLE SCHOOL,"509 PIKE STREET, BARRACKVILLE, WV 26559"
MARION,FAIRMONT,34,FAIRMONT SENIOR HIGH FRSH BLDG,"1 LOOP PARK DRIVE, FAIRMONT, WV 26554"
MARION,FAIRMONT,35,"STATE GARAGE, LAB BUILDING","916 COUNTRY CLUB ROAD, FAIRMONT, WV 26554"
MARION,FAIRMONT,36,FAIRMONT SENIOR HIGH FRSH BLDG,"1 LOOP PARK DRIVE, FAIRMONT, WV 26554"
MARION,WHITE HALL,38,WHITE HALL ELEMENTARY SCHOOL,"38 EMERALD LANE, WHITE HALL, WV 26554"
MARION,WHITE HALL,39,WHITE HALL ELEMENTARY SCHOOL,"38 EMERALD LANE, WHITE HALL, WV 26554"
MARION,WHITE HALL,40,WHITE HALL ELEMENTARY SCHOOL,"38 EMERALD LANE, WHITE HALL, WV 26554"
MARION,WHITE HALL,41,WHITE HALL ELEMENTARY SCHOOL,"38 EMERALD LANE, WHITE HALL, WV 26554"
MARION,FAIRMONT,42,WATSON ELEMENTARY SCHOOL,"1579 MARY LOU RETTON DRIVE, FAIRMONT, WV 26554"
MARION,FAIRMONT,43,WATSON ELEMENTARY SCHOOL,"1579 MARY LOU RETTON DR, FAIRMONT, WV 26554"
MARION,MONONGAH,44,MONONGAH FIRE HALL,"134 BRIDGE ST, MONONGAH, WV 26554"
MARION,FAIRMONT,45,WATSON ELEMENTARY SCHOOL,"1579 MARY LOU RETTON DRIVE, FAIRMONT, WV 26554"
MARION,WORTHINGTON,47,HUTCHINSON COMMUNITY BUILDING,"9 SUNRISE STREET, SHERRY MCDONALD, WORTHINGTON, WV 26591"
MARION,FAIRMONT,48,WATSON ELEMENTARY SCHOOL,"1579 MARY LOU RETTON DR, FAIRMONT, WV 26554"
MARION,WORTHINGTON,50,WORTHINGTON TOWN HALL,"274 MAIN STREET, P O BOX 141 , WORTHINGTON, WV 26591"
MARION,CAROLINA,51,CAROLINA HEAD START,"21 8TH STREET, PO BOX 190, CAROLINA, WV 26563"
MARION,MONONGAH,52,MONONGAH ELEMENTARY SCHOOL,"628 WALNUT STREET, MONONGAH, WV 26554"
MARION,FARMINGTON,53,FARMINGTON FIRE HALL,"RAILROAD STREET,  PO BOX 520, FARMINGTON, WV 26571"
MARION,IDAMAY,55,IDAMAY COMMUNITY BUILDING,"MAIN ST, IDAMAY, WV 26576"
MARION,FARMINGTON,56,NEW FARMINGTON COMMUNITY BLDG,"HAGGERTY STREET, FARMINGTON, WV 26571"
MARION,MONONGAH,57,MONONGAH GRADE SCHOOL,"628 WALNUT STREET, MONONGAH, WV 26554"
MARION,LUMBERPORT,59,TEVERBAUGH CHURCH,"FOUR STATES ROAD,  RT 1 BOX 111, LUMBERPORT, WV 26386"
MARION,RACHEL,61,RACHEL DOWNS COMMUNITY BLDG,"P O BOX 143, RACHEL, WV 26587"
MARION,MANNINGTON,66,MANNINGTON FIRE HALL,"591 Dudley Fork Road, MANNINGTON, WV 26582"
MARION,MANNINGTON,67,MANNINGTON MIDDLE SCHOOL,"113 CLARKSBURG STREET, MANNINGTON, WV 26582"
MARION,MANNINGTON,68,MANNINGTON CITY HALL,"206 EAST MAIN ST, MANNINGTON, WV 26582"
MARION,MANNINGTON,69,HOMEWOOD FIRE HALL,"201 MEADOW AVE, HOMEWOOD ADDITION, MANNINGTON, WV 26582"
MARION,MANNINGTON,72,HOUGH PARK COMMUNITY BUILDING,"201 MAIN ST, MANNINGTON, WV 26582"
MARION,MANNINGTON,74,METZ COMMUNITY BUILDING,"334 STATES FORK ROAD, C/O JOYCE THOMAS, MANNINGTON, WV 26582"
MARION,MANNINGTON,78,BLACKSHERE ELEMENTARY SCHOOL,"77 BLACKSHERE DR, MANNINGTON, WV 26582"
MARION,RIVESVILLE,82,RIVESVILLE UNITED METHODIST CH,"101 JASPER ST, P.O. BOX 66, RIVESVILLE, WV 26588"
MARION,RIVESVILLE,83,RIVESVILLE VOLUNTEER FIRE DEPT,"12 JACKSON ST, PO BOX 529, RIVESVILLE, WV 26588"
MARION,GRANT TOWN,86,GRANT TOWN COMMUNITY BLD IN,"FLOYD ST, P O BOX 40, GRANT TOWN, WV 26574"
MARION,FAIRVIEW,87,FAIRVIEW ELEMENTARY SCHOOL IN,"100 SCHOOL STREET, FAIRVIEW, WV 26570"
MARION,BAXTER,88,BAXTER COMMUNITY BUILDING,"2741 PAW PAW CREEK RD, P O  BOX 55, BAXTER, WV 26560"
MARION,FAIRVIEW,89,FAIRVIEW MIDDLE SCHOOL,"17 JESSE'S RUN ROAD, FAIRVIEW, WV 26570"
MARION,GRANT TOWN,90,GRANT TOWN COMMUNITY BUILDING,"FLOYD ST, P O BOX 40, GRANT TOWN, WV 26574"
MARION,RIVESVILLE,92,RIVESVILLE COMMUNITY BUILDING,"200 JASPER STREET, P O BOX 611, RIVESVILLE, WV 26588"
MARION,FAIRMONT,96,"POLICE RESERVE, WAVE TEC PARK","35 CITY VIEW TERRACE, PO BOX 1258, FAIRMONT, WV 26554"
