state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,name,address
IL,Cook,City of Chicago,city/county,3901,PRECINCT 39 WARD 1,TALCOTT SCHOOL-AUDITORIUM,"1840 W OHIO ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3901,PRECINCT 39 WARD 1,ST NICHOLAS CATHEDRAL-CHURCH HALL,"835 N OAKLEY BV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3901,PRECINCT 39 WARD 1,CH OF ATONEMENT EPISCOPAL-DINING RM,"5749 N KENMORE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3902,PRECINCT 39 WARD 2,COMMONWEALTH APTS-1st FL DAY RM,"2757 N PINE GROVE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3902,PRECINCT 39 WARD 2,LAKESHORE DR SYNAGOGUE-LOBBY,"70 E ELM ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3902,PRECINCT 39 WARD 2,BUCKTOWN-WICKER PK LIBRARY-CMTY RM,"1701 N MILWAUKEE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3902,PRECINCT 39 WARD 2,MORNINGSIDE NORTH APTS-CMTY RM,"170 W OAK ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3903,PRECINCT 39 WARD 3,SKY FIFTY FIVE APARTMENTS - 7TH FL HOSPILALITY,"1255 S MICHIGAN AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3903,PRECINCT 39 WARD 3,UNION PARK FIELD HOUSE-AUDITORIUM,"1501 W RANDOLPH ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3903,PRECINCT 39 WARD 3,HOLLYWOOD HOUSE-DINING RM,"5700 N SHERIDAN RD, Chicago, IL"
IL,Cook,City of Chicago,city/county,3905,PRECINCT 39 WARD 5,UNIVERSITY PARK CONDO - HOSPITALITY RM,"1450 E 55 PL, Chicago, IL"
IL,Cook,City of Chicago,city/county,3905,PRECINCT 39 WARD 5,HARPER SQUARE CO-OPERATIVE-LOBBY,"4850 S LAKE PARK AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3906,PRECINCT 39 WARD 6,ST DOROTHY SCHOOL - GYM,"7740 S EBERHART AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3906,PRECINCT 39 WARD 6,TANNER SCHOOL - GYM,"7350 S EVANS AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3906,PRECINCT 39 WARD 6,FERNWOOD UNTD METH CH-MARCUS GARVEY HALL,"10057 S WALLACE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3906,PRECINCT 39 WARD 6,ALDRIDGE SCHOOL-GYM,"630 E 131 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3907,PRECINCT 39 WARD 7,BURNHAM SCHOOL - LUNCHROOM,"1903 E 96 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3908,PRECINCT 39 WARD 8,LONDON TOWNE HOUSE - CMTY RM,"901 E 100 PL, Chicago, IL"
IL,Cook,City of Chicago,city/county,3909,PRECINCT 39 WARD 9,WEST PULLMAN PK-GYM,"401 W 123 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3913,PRECINCT 39 WARD 13,WEST LAWN PARK- ACTIVITY RM,"4233 W 65 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3917,PRECINCT 39 WARD 17,WESTCOTT SCHOOL-GYM,"409 W 80 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3918,PRECINCT 39 WARD 18,MARQUETTE PARK - AUDITORIUM & CLUB RM,"6734 S KEDZIE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3919,PRECINCT 39 WARD 19,CHGO H S AGRICULTURAL SCIENCE-CLASSROOM,"3857 W 111 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3921,PRECINCT 39 WARD 21,DREW SCHOOL-GYMNASIUM,"9300 S PRINCETON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3921,PRECINCT 39 WARD 21,RESURRECTION LUTH CH-GYM,"9349 S WENTWORTH AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3923,PRECINCT 39 WARD 23,MI CASA REALTY-OFFICE SPACE,"5445 S PULASKI RD, Chicago, IL"
IL,Cook,City of Chicago,city/county,3924,PRECINCT 39 WARD 24,ALBANY TERRACE APARTMENTS - AUDITORIUM,"3030 W 21 PL, Chicago, IL"
IL,Cook,City of Chicago,city/county,3927,PRECINCT 39 WARD 27,DODGE ACADEMY-GYM,"2651 W WASHINGTON BV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3928,PRECINCT 39 WARD 28,COMMUNITY FELLOWSHIP M B CHURCH-DINING RM,"4817 W MADISON ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3928,PRECINCT 39 WARD 28,PEOPLES CHURCH OF HARVEST-FELLOWSHIP HALL,"3570 W FIFTH AVE, Chicago, IL"
IL,Cook,City of Chicago,city/county,3929,PRECINCT 39 WARD 29,BRIDGE SCHOOL - 1st FL AUDITORIUM,"3800 N NEW ENGLAND AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3929,PRECINCT 39 WARD 29,BETHESDA RETIR CTR- 1ST FL CHAPEL,"2833 N NORDICA AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3931,PRECINCT 39 WARD 31,VILLLA GUADALUPE SENIOR SERVICES - SOCIAL RM,"3201 E 91 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3931,PRECINCT 39 WARD 31,U-HAUL-LOBBY,"4100 W FULLERTON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3932,PRECINCT 39 WARD 32,WRIGHTWOOD PK-GYMNASIUM,"2534 N GREENVIEW AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3932,PRECINCT 39 WARD 32,CHURCH OF OUR SAVIOUR-2nd FL PARISH HALL,"530 W FULLERTON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3932,PRECINCT 39 WARD 32,DONOVAN PARK - FIELD HOUSE,"3620 S LITUANICA AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3932,PRECINCT 39 WARD 32,UNION PARK FIELD HOUSE-AUDITORIUM,"1501 W RANDOLPH ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3934,PRECINCT 39 WARD 34,WENTWORTH COMMONS-COMMUNITY RM,"11045 S WENTWORTH AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3934,PRECINCT 39 WARD 34,SHERMAN SCHOOL-GYMNASIUM,"1000 W 52 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3937,PRECINCT 39 WARD 37,NEW GALILEE BAPTIST CHURCH-DINING ROOM,"431 N LARAMIE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3937,PRECINCT 39 WARD 37,AUSTIN Y M C A - BSMT,"501 N CENTRAL AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3937,PRECINCT 39 WARD 37,MICHELE CLARK MAGNET H S - HALLWAY,"5101 W HARRISON ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3938,PRECINCT 39 WARD 38,THORP SCHOOL - AUDITORIUM,"6024 W WARWICK AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3939,PRECINCT 39 WARD 39,SENATE APARTMENTS - 1st FL BDLG G,"5801 N PULASKI RD, Chicago, IL"
IL,Cook,City of Chicago,city/county,3940,PRECINCT 39 WARD 40,ASSYRIAN NATIONAL COUNCIL/IL,"2450 W PETERSON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3941,PRECINCT 39 WARD 41,WILDWOOD SCHOOL- GYM,"6950 N HIAWATHA AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3942,PRECINCT 39 WARD 42,HAYMARKET/MCDERMOTT CTR-STUDIO,"943 W WASHINGTON BV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3942,PRECINCT 39 WARD 42,JONES COLLEGE PREP-LOBBY,"606 S STATE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3942,PRECINCT 39 WARD 42,CHGO SINAI CONG-1st FL SOC HALL,"15 W DELAWARE PL, Chicago, IL"
IL,Cook,City of Chicago,city/county,3942,PRECINCT 39 WARD 42,HOTEL FELIX-2nd FL MEETING RM,"111 W HURON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3942,PRECINCT 39 WARD 42,RIVER PLAZA ASSOC-3rd FL HOSPITALITY RM,"405 N WABASH AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3943,PRECINCT 39 WARD 43,LINCOLN PK BR LI-AUDITORIUM,"1150 W FULLERTON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3943,PRECINCT 39 WARD 43,PRESCOTT SCHOOL-BASEMENT,"1632 W WRIGHTWOOD AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3943,PRECINCT 39 WARD 43,EDGEWATER PRESBYTERIAN CH-1st FL DINNING RM,"1020 W BRYN MAWR AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3943,PRECINCT 39 WARD 43,SHEIL PARK-GYM,"3505 N SOUTHPORT AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3944,PRECINCT 39 WARD 44,HAWTHORNE SCH-NORTHEAST BSMT,"3319 N CLIFTON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3944,PRECINCT 39 WARD 44,ECLIPSE RESTAURANT- LOUNGE,"2554 W DIVERSEY AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3945,PRECINCT 39 WARD 45,FARNSWORTH SCHOOL - GYM,"5414 N LINDER AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3945,PRECINCT 39 WARD 45,HENRY SCHOOL - AUDITORIUM,"4250 N ST LOUIS AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3946,PRECINCT 39 WARD 46,BROADWAY UNITED METH CH-LOBBY,"3338 N BROADWAY AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3946,PRECINCT 39 WARD 46,NEW YORK PRIVATE RESIDENCE-OUTER LOBBY,"3660 N LAKE SHORE DR, Chicago, IL"
IL,Cook,City of Chicago,city/county,3946,PRECINCT 39 WARD 46,1st ST PAULS EVAN LUTH CH-FELLOWSHIP HALL,"1301 N LASALLE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3946,PRECINCT 39 WARD 46,LAKEVIEW EAST COOPERATIVE-1 st COMMUNITY RM,"707 W WAVELAND AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,3947,PRECINCT 39 WARD 47,RAVENSWOOD ELEM SCH-MULTI-PURPOSE RM,"4332 N PAULINA ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3947,PRECINCT 39 WARD 47,ADDISON COMMUNITY CH-BSMT,"2132 W ADDISON ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,3948,PRECINCT 39 WARD 48,HOLLYWOOD TOWERS-PARTY RM,"5701 N SHERIDAN RD, Chicago, IL"
IL,Cook,City of Chicago,city/county,3950,PRECINCT 39 WARD 50,INTERNATIONAL SOCIAL CLUB-FRONT/STORE,"3109 W DEVON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4001,PRECINCT 40 WARD 1,WRIGHTWOOD PK-GYMNASIUM,"2534 N GREENVIEW AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4001,PRECINCT 40 WARD 1,AMERICAN INDIAN CENTER-1st FLOOR,"1630 W WILSON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4001,PRECINCT 40 WARD 1,847 GREENVIEW APTS - 1ST FL ACTIVITY RM,"847 N GREENVIEW AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4002,PRECINCT 40 WARD 2,1st ST PAULS EVAN LUTH CH-FELLOWSHIP HALL,"1301 N LASALLE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4002,PRECINCT 40 WARD 2,ONE SUPERIOR PL-1st FL LOBBY,"1 W SUPERIOR ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4003,PRECINCT 40 WARD 3,ST ROMAN CHURCH-PARISH HALL,"2651 W 23 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4003,PRECINCT 40 WARD 3,LONG GROVE HOUSE - LAUNDRY RM,"2001 S MICHIGAN AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4003,PRECINCT 40 WARD 3,KING LIBRARY BRANCH - AUDITORIUM,"3436 S M L KING DR, Chicago, IL"
IL,Cook,City of Chicago,city/county,4003,PRECINCT 40 WARD 3,LAWSON Y M C A-LOUNGE,"30 W CHICAGO AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4003,PRECINCT 40 WARD 3,WILLIAM JONES APARTMENTS - SOCIAL RM,"1447 S ASHLAND AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4005,PRECINCT 40 WARD 5,OKEEFE SCHOOL - GYM - AUDITORIUM,"6940 S MERRILL AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4006,PRECINCT 40 WARD 6,PARK MANOR CHRISTIAN CHURCH - HALL,"600 E 73 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4007,PRECINCT 40 WARD 7,CHURCH OF THE LIVING GOD - MEETING RM,"2159 E 95 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4008,PRECINCT 40 WARD 8,ST STEPHENS LUTHERAN CH - FELLOWSHIP HALL,"8500 S MARYLAND AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4008,PRECINCT 40 WARD 8,ARTHUR ROBERT ASHE JR SCHOOL - GYM,"8505 S INGLESIDE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4009,PRECINCT 40 WARD 9,BARNARD SCHOOL- AUDITORIUM,"10354 S CHARLES ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4009,PRECINCT 40 WARD 9,CULLEN SCHOOL-GYM,"10650 S EBERHART AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4013,PRECINCT 40 WARD 13,CHRISTIAN FELLOWSHIP CHURCH - CLASSROOM- EAST ACTIVITY RM,"4220 W 59 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4017,PRECINCT 40 WARD 17,MURRAY PARK-COMMUNITY ROOM,"1743 W 73 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4018,PRECINCT 40 WARD 18,SCOTTSDALE LIBRARY - ACTIVITY RM,"4101 W 79 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4019,PRECINCT 40 WARD 19,MORGAN BAPTIST CHURCH- DINING HALL,"11024 S BELL AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4021,PRECINCT 40 WARD 21,WENDELL GREEN SCH-GYM,"1150 W 96 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4024,PRECINCT 40 WARD 24,11TH DISTRICT POLICE STATION - AUDITORIUM,"3151 W HARRISON ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4027,PRECINCT 40 WARD 27,NORTHWEST TOWER APTS-CMTY ROOM,"1170 W ERIE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4027,PRECINCT 40 WARD 27,55 EAST ERIE CONDO-LOADING DOCK,"55 E ERIE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4027,PRECINCT 40 WARD 27,LOGAN SQUARE APTS - 1st FL RM,"2600 N KEDZIE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4028,PRECINCT 40 WARD 28,WESTSIDE LEARNING CENTER-ROOM 129,"4624 W MADISON ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4029,PRECINCT 40 WARD 29,MILTON BRUNSON SCHOOL-GYMNASIUM,"932 N CENTRAL AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4029,PRECINCT 40 WARD 29,TRUE VINE CHURCH-DINING ROOM,"5936 W DIVISION ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4031,PRECINCT 40 WARD 31,KOSCIUSZKO PK-GYM,"2732 N AVERS AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4031,PRECINCT 40 WARD 31,FUNSTON SCHOOL-ALL PURPOSE RM,"2010 N CENTRAL PARK AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4032,PRECINCT 40 WARD 32,BURLEY SCHOOL-LUNCHROOM,"1630 W BARRY AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4032,PRECINCT 40 WARD 32,BELDING SCHOOL - AUDITORIUM,"4257 N TRIPP AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4034,PRECINCT 40 WARD 34,BROWN ACADEMY-GYM,"12607 S UNION AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4034,PRECINCT 40 WARD 34,WHITE PARK-GYMNASIUM,"1120 W 122 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4037,PRECINCT 40 WARD 37,LAFOLLETTE PARK - ROTUNDA,"1333 N LARAMIE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4038,PRECINCT 40 WARD 38,ST JOHN OF RILA ORTH CHURCH - BSMT,"5944 W CULLOM AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4039,PRECINCT 40 WARD 39,1st CONG CHURCH OF FOREST GLEN - BSMT,"5400 N LAWLER AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4041,PRECINCT 40 WARD 41,STOCK SCHOOL- GYM,"7507 W BIRCHWOOD AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4042,PRECINCT 40 WARD 42,303 E WACKER-L L CONCOURSE OFFICE SPACE,"303 E WACKER DR, Chicago, IL"
IL,Cook,City of Chicago,city/county,4042,PRECINCT 40 WARD 42,JONES COLLEGE PREP-LOBBY,"606 S STATE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4042,PRECINCT 40 WARD 42,WICKER PK FIELDHOUSE-GYM,"1425 N DAMEN AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4043,PRECINCT 40 WARD 43,NORTH WESTERN SETT ASSO-GUILD HALL,"1400 W AUGUSTA BV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4043,PRECINCT 40 WARD 43,ALCOTT SCHOOL-AUDITORIUM,"2625 N ORCHARD ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4043,PRECINCT 40 WARD 43,BELDEN STRATFORD APTS-LOBBY,"2300 N LINCOLN PK WEST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4044,PRECINCT 40 WARD 44,ST NICHOLAS CATHEDRAL-CHURCH HALL,"835 N OAKLEY BV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4044,PRECINCT 40 WARD 44,WELLES PARK-GAME ROOM,"2333 W SUNNYSIDE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4044,PRECINCT 40 WARD 44,SUNRISE ASSISTED LIVING-2nd FL SOCIAL RM,"2710 N CLARK ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4044,PRECINCT 40 WARD 44,AGASSIZ SCHOOL-GYM-RM 102-AUDITORIUM,"2851 N SEMINARY AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4045,PRECINCT 40 WARD 45,SENIOR SUITES - 1st FL CMTY RM,"5400 N NORTHWEST HWY, Chicago, IL"
IL,Cook,City of Chicago,city/county,4046,PRECINCT 40 WARD 46,ALDEN LAKELAND-LL NORTH SHORE RM,"820 W LAWRENCE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4047,PRECINCT 40 WARD 47,LUTHER MEMORIAL CH-BASEMENT,"2500 W WILSON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4047,PRECINCT 40 WARD 47,SCHMID SCHOOL - CORRIDOR,"9755 S GREENWOOD AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4047,PRECINCT 40 WARD 47,HOLLYWOOD PARK- FIELDHOUSE,"3312 W THORNDALE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4048,PRECINCT 40 WARD 48,BROADWAY ARMORY PK-MULTI-PURPOSE RM,"5917 N BROADWAY ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4048,PRECINCT 40 WARD 48,HORNER PK- GYMNASIUM 1st FL,"2741 W MONTROSE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4050,PRECINCT 40 WARD 50,CNGRGTN BETH ITZCHOK-CNGRGTN HALL,"6716 N WHIPPLE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4102,PRECINCT 41 WARD 2,ACCESS LIVING-4th FL EVENT RM,"115 W CHICAGO AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4102,PRECINCT 41 WARD 2,UPLIFT COMMUNITY HIGH SCH-1st FL CORRIDOR,"900 W WILSON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4103,PRECINCT 41 WARD 3,LINCOLN PERRY SENIOR BLDG-CMTY RM,"3245 S PRAIRIE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4103,PRECINCT 41 WARD 3,GILL PARK-ARTS/CRAFT RM,"833 W SHERIDAN RD, Chicago, IL"
IL,Cook,City of Chicago,city/county,4106,PRECINCT 41 WARD 6,CARTER TEMPLE CHURCH - CHOIR RM 8,"7841 S WABASH AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4107,PRECINCT 41 WARD 7,ROBERT LAWRENCE SCHOOL - GYM,"9928 S CRANDON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4108,PRECINCT 41 WARD 8,BURKE SCHOOL-CLASSROOM 101,"5356 S M L KING JR DR, Chicago, IL"
IL,Cook,City of Chicago,city/county,4108,PRECINCT 41 WARD 8,ARTHUR ROBERT ASHE JR SCHOOL - GYM,"8505 S INGLESIDE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4109,PRECINCT 41 WARD 9,JESSE OWENS SCHOOL-FOYER,"12450 S STATE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4113,PRECINCT 41 WARD 13,HURLEY SCHOOL- GYM,"3849 W 69 PL, Chicago, IL"
IL,Cook,City of Chicago,city/county,4117,PRECINCT 41 WARD 17,BARTON SCHOOL- GYMNASIUM,"7650 S WOLCOTT AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4118,PRECINCT 41 WARD 18,MOST WORSHIPFUL ST JAMES GRAND LODGE - HALL,"8220 S WESTERN AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4119,PRECINCT 41 WARD 19,CASSELL SCHOOL- GYMNASIUM,"11314 S SPAULDING AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4121,PRECINCT 41 WARD 21,OAKDALE PARK-GAME & CLUB RM,"965 W 95 ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4124,PRECINCT 41 WARD 24,PRINCETON CENTER-DINING RM,"4250 S PRINCETON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4124,PRECINCT 41 WARD 24,THE HOLLAND HOME-COMMUNITY RM,"240 W 107 PL, Chicago, IL"
IL,Cook,City of Chicago,city/county,4124,PRECINCT 41 WARD 24,SHERWOOD PARK-CLUB RM #1,"5701 S SHIELDS AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4124,PRECINCT 41 WARD 24,AUSTIN CORINTHIAN CHURCH - SANCTUARY,"823 S CICERO AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4127,PRECINCT 41 WARD 27,ORIOLE PK SCHOOL- GYM,"5424 N OKETO AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4127,PRECINCT 41 WARD 27,VAN BUREN APARTMENTS - SOCIAL RM,"2045 W JACKSON ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4128,PRECINCT 41 WARD 28,MT SINAI CHURCH-FELLOWSHIP HALL,"310 N LARAMIE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4129,PRECINCT 41 WARD 29,YOUNG SCHOOL-AUDITORIUM,"1434 N PARKSIDE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4131,PRECINCT 41 WARD 31,IGLESIA DE DIOS PENTECOSTAL CH-KITCHEN,"4400 W MONTANA AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4132,PRECINCT 41 WARD 32,CHRIST APOSTOLIC CH OF AMER-HALL BSMT,"3142 N RACINE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4132,PRECINCT 41 WARD 32,JAHN SCHOOL-GAME RM & GIRLS PLAY AREA,"3149 N WOLCOTT AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4134,PRECINCT 41 WARD 34,ALEX HALEY ACADEMY-GYMNASIUM,"11411 S EGGLESTON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4134,PRECINCT 41 WARD 34,ST JAMES MINISTRIES-BASEMENT,"11750 S LOWE AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4137,PRECINCT 41 WARD 37,HERITAGE INTL CHRISTIAN CHURCH,"5320 W NORTH AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4138,PRECINCT 41 WARD 38,PORTAGE PARK SCHOOL- LOCKWOOD ENTS HALL,"5330 W BERTEAU AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4139,PRECINCT 41 WARD 39,INDIAN RD PARK- 1st FL,"6010 W MATSON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4141,PRECINCT 41 WARD 41,IMMACULATE CONCEPTION SCH - BSMT AUD,"7263 W TALCOTT AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4142,PRECINCT 41 WARD 42,GALE SCHOOL-ASSEMBLEY HALL,"1619 W JONQUIL TER, Chicago, IL"
IL,Cook,City of Chicago,city/county,4142,PRECINCT 41 WARD 42,I B E W LOCAL #134-AUDITORIUM,"600 W WASHINGTON ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4143,PRECINCT 41 WARD 43,WENTWORTH COMMONS-COMMUNITY RM,"11045 S WENTWORTH AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4143,PRECINCT 41 WARD 43,1st ST PAULS EVAN LUTH CH-FELLOWSHIP HALL,"1301 N LASALLE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4143,PRECINCT 41 WARD 43,DEPAUL ATHLTC TRAINING CTR-GYM LOBBY,"2323 N SHEFFIELD AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4143,PRECINCT 41 WARD 43,HOLSTEIN PK-BOYS LOCKER/GIRLS LOCKER,"2200 N OAKLEY AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4144,PRECINCT 41 WARD 44,CLUB LUCKY-SMALL DINING ROOM,"1824 W WABANSIA AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4144,PRECINCT 41 WARD 44,RIVER EAST PLAZA-LOWER STUIDO,"445 E ILLINOIS ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4144,PRECINCT 41 WARD 44,BLAINE SCHOOL-1st FL PLAY RM,"1420 W GRACE ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4144,PRECINCT 41 WARD 44,BRITTON BUD APTS-DINING RM,"501 W SURF ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4144,PRECINCT 41 WARD 44,LASALLE DIVISION APTS-SOCIAL RM,"116 W ELM ST, Chicago, IL"
IL,Cook,City of Chicago,city/county,4144,PRECINCT 41 WARD 44,NORTH WESTERN SETT ASSO-GUILD HALL,"1400 W AUGUSTA BV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4145,PRECINCT 41 WARD 45,ELSTON AV UNITED METH CH - 1st FL,"5850 N ELSTON AV, Chicago, IL"
IL,Cook,City of Chicago,city/county,4147,PRECINCT 41 WARD 47,GERMAN SCHOOL OF CHGO - OFFICE RM,"1447 W MONTROSE AV, Chicago, IL"
